N	2gram	Nazirov_Tv	formyVre
1	и в	40	148
2	в этом	11	73
3	то есть	16	70
4	в романе	24	58
5	в нем	4	51
6	прежде всего	10	46
7	и т	14	40
8	и не	12	37
9	в его	19	36
10	и его	14	36
11	вовсе не	5	35
12	но и	10	33
13	то же	19	32
14	т п	4	32
15	не только	16	32
16	в литературе	4	32
17	но в	11	31
18	жизни и	3	31
19	так и	5	29
20	времени в	13	27
21	может быть	11	27
22	не в	3	26
23	как и	16	25
24	как бы	26	25
25	мы уже	2	24
26	в то	23	23
27	человека в	9	23
28	времени и	4	23
29	только в	7	23
30	то что	9	22
31	в том	13	22
32	жизни в	9	21
33	все эти	3	21
34	связи с	2	21
35	во всех	2	21
36	же время	18	21
37	в основном	9	19
38	в своем	4	19
39	и др	2	19
40	и на	12	19
41	у него	11	18
42	и все	6	18
43	еще не	5	18
44	таким образом	14	18
45	человека и	6	17
46	с этим	2	17
47	при этом	14	17
48	так как	6	17
49	все же	9	16
50	того же	2	16
51	в связи	2	16
52	в основе	3	16
53	не может	9	16
54	и их	2	16
55	никогда не	13	15
56	в пространстве	2	15
57	так сказать	4	15
58	в дальнейшем	7	15
59	в одном	3	15
60	с его	12	15
61	вместе с	4	15
62	так же	6	14
63	все это	14	14
64	и как	5	14
65	в конце	5	14
66	и с	9	14
67	как раз	2	14
68	а не	9	14
69	роль в	2	13
70	в их	5	13
71	в частности	4	13
72	а в	10	13
73	во время	2	13
74	как в	10	13
75	в котором	8	13
76	в самом	6	13
77	с ним	4	13
78	ничего не	3	12
79	отнюдь не	9	12
80	в истории	2	12
81	не было	3	12
82	время в	3	12
83	и до	2	12
84	и наконец	3	12
85	но не	7	12
86	потому что	10	12
87	это время	2	12
88	он не	10	12
89	что в	17	12
90	его в	2	11
91	и у	3	11
92	в образе	4	11
93	в ней	2	11
94	смерти в	2	11
95	хотя и	5	11
96	ни в	2	11
97	из них	4	11
98	уже в	5	11
99	влияние на	3	10
100	в ее	3	10
101	тот же	3	10
102	и другие	4	10
103	уже не	6	10
104	и того	2	10
105	уже говорили	2	10
106	могут быть	4	9
107	и других	5	9
108	жизнь и	2	9
109	наряду с	6	9
110	том что	14	9
111	и даже	8	9
112	мира в	2	9
113	та же	4	9
114	и это	2	9
115	с другой	4	9
116	на протяжении	3	9
117	для него	9	9
118	здесь нет	2	9
119	до конца	2	8
120	это не	9	8
121	и потому	4	8
122	к тому	2	8
123	в целом	7	8
124	в роман	3	8
125	один из	5	8
126	что и	3	8
127	во всяком	2	8
128	здесь мы	2	8
129	но эти	3	8
130	в этот	3	8
131	и по	5	8
132	если бы	4	8
133	образ человека	2	8
134	героя и	4	8
135	в этих	2	8
136	со всеми	3	8
137	отношению к	3	8
138	с одной	2	8
139	в жизни	3	8
140	в мире	8	8
141	значение в	2	8
142	рядом с	2	8
143	в виду	3	8
144	жизни но	2	8
145	во времени	3	7
146	в процессе	3	7
147	в себе	3	7
148	том же	3	7
149	отличие от	3	7
150	не знает	2	7
151	того что	3	7
152	между собой	2	7
153	место в	6	7
154	было бы	2	7
155	например в	3	7
156	к этому	4	7
157	и он	4	7
158	в которой	5	7
159	с ее	3	7
160	т д	10	7
161	героев и	4	7
162	ее в	3	7
163	в отличие	3	7
164	еще более	3	7
165	в романах	25	7
166	в себя	3	7
167	но он	3	7
168	не могут	2	6
169	есть не	2	6
170	но эта	3	6
171	а как	2	6
172	одной из	7	6
173	более того	2	6
174	ту же	4	6
175	xviii века	2	6
176	мы видим	3	6
177	в качестве	2	6
178	во всей	2	6
179	сказать что	3	6
180	событий и	2	6
181	в начале	2	6
182	особенно в	3	6
183	мы не	3	6
184	мы находим	2	6
185	пространства и	2	6
186	не является	3	6
187	только для	2	6
188	о том	9	6
189	именно в	6	6
190	в которых	3	6
191	в сюжете	2	6
192	в таком	4	6
193	не имеют	4	5
194	и через	4	5
195	главных героев	2	5
196	был бы	3	5
197	только на	2	5
198	так что	4	5
199	xix века	13	5
200	в него	2	5
201	что все	4	5
202	с ними	3	5
203	что они	3	5
204	в этой	7	5
205	и от	8	5
206	хотя бы	5	5
207	в своей	8	5
208	по преимуществу	4	5
209	протяжении всего	2	5
210	об этом	4	5
211	тем что	2	5
212	с этой	4	5
213	не имеет	2	5
214	далеко не	3	5
215	романа и	4	5
216	точка зрения	2	5
217	или в	2	5
218	и только	2	5
219	той же	4	5
