N	2gram	Tiupa_Disk	Dialekti
1	не есть	3	181
2	и не	25	120
3	по себе	3	79
4	а не	35	78
5	и в	27	77
6	точки зрения	6	72
7	может быть	29	71
8	не только	36	66
9	то что	10	59
10	и есть	2	55
11	не может	17	53
12	и даже	4	47
13	с точки	3	46
14	потому что	7	45
15	как бы	9	43
16	ни в	7	42
17	и что	2	42
18	в том	29	40
19	в этом	29	39
20	то же	12	39
21	в себе	22	38
22	том что	27	37
23	что он	6	37
24	прежде всего	17	37
25	это не	5	36
26	что в	8	34
27	в нем	16	34
28	и все	5	33
29	того что	4	33
30	но и	22	32
31	все это	2	31
32	и как	9	30
33	отнюдь не	11	30
34	сказать что	4	30
35	так и	14	29
36	как и	27	28
37	никогда не	3	27
38	крайней мере	3	26
39	по крайней	3	26
40	в виду	2	26
41	не в	8	26
42	и то	4	25
43	говорить о	3	25
44	но это	3	24
45	в то	8	23
46	это и	2	23
47	таким образом	4	23
48	что не	4	21
49	должна быть	2	21
50	в чем	2	21
51	только в	9	20
52	и вообще	2	20
53	что и	5	20
54	о том	12	20
55	уже не	7	20
56	и с	2	20
57	в своем	11	19
58	как это	2	19
59	не менее	6	19
60	и это	3	19
61	в самом	4	19
62	и его	4	19
63	что же	4	18
64	с другой	14	18
65	хотя бы	3	18
66	же время	9	18
67	жизни и	2	18
68	в основе	11	17
69	той или	6	17
70	в сущности	3	17
71	можно сказать	7	17
72	должно быть	2	17
73	в особенности	5	17
74	в своей	10	16
75	мы не	2	16
76	или не	2	16
77	да и	2	16
78	одно и	2	16
79	об этом	3	16
80	и о	4	15
81	быть и	2	15
82	также и	6	15
83	все же	8	15
84	самом деле	2	15
85	хотя и	3	15
86	личности в	3	15
87	и потому	3	14
88	и ее	5	14
89	не было	9	14
90	ни о	2	13
91	в силу	5	13
92	не то	2	13
93	но в	15	13
94	в ней	2	13
95	отличается от	3	13
96	он не	4	13
97	другой стороны	5	13
98	с ее	3	13
99	и к	4	13
100	вопрос о	2	12
101	могут быть	5	12
102	еще не	20	12
103	все эти	2	12
104	именно в	5	12
105	перед нами	4	12
106	не могут	2	12
107	но как	2	12
108	а в	5	12
109	и может	3	12
110	с этим	3	12
111	но не	17	12
112	не о	2	11
113	должны быть	3	11
114	себе не	4	11
115	и тем	2	11
116	только на	2	11
117	в них	6	11
118	в данном	9	11
119	мы имеем	4	11
120	только то	2	11
121	есть в	3	11
122	из них	6	11
123	или в	2	11
124	а потом	2	10
125	может и	4	10
126	одно из	4	10
127	к тому	6	10
128	в ее	4	10
129	как мы	2	10
130	в его	9	10
131	содержит в	3	10
132	за пределы	2	10
133	это было	2	10
134	в меру	2	10
135	с этой	2	10
136	оно не	2	10
137	чтобы не	2	10
138	в их	5	10
139	в частности	18	10
140	во всяком	3	10
141	в результате	3	10
142	времени и	5	10
143	как будто	3	10
144	в жизни	2	10
145	во всем	2	10
146	возможно только	2	10
147	только о	2	10
148	точка зрения	3	9
149	и по	2	9
150	в истории	5	9
151	не как	5	9
152	подобно тому	4	9
153	в этих	4	9
154	в котором	7	9
155	тому как	5	9
156	той же	2	9
157	в одном	5	9
158	или иной	8	9
159	и от	2	9
160	при этом	22	9
161	и он	2	9
162	в противоположность	6	9
163	на этом	3	9
164	и на	8	9
165	чего не	3	8
166	и без	2	8
167	как нечто	2	8
168	не на	3	8
169	в этой	5	8
170	того или	3	8
171	с одной	12	8
172	но все	2	8
173	в одной	4	8
174	уже о	2	8
175	один из	3	8
176	но она	3	8
177	себя в	8	8
178	как не	3	8
179	тем самым	6	7
180	из этих	3	7
181	не говоря	2	7
182	связи с	4	7
183	его с	2	7
184	его как	3	7
185	тем что	4	7
186	сами по	2	7
187	он всегда	2	7
188	со стороны	17	7
189	не всегда	2	7
190	не знает	4	7
191	мира и	3	7
192	говоря уже	2	7
193	с его	9	7
194	как в	16	7
195	заключается в	3	7
196	в мире	9	7
197	но для	2	7
198	он сам	2	7
199	отношения к	2	7
200	в другом	5	6
201	отношение к	6	6
202	для своего	3	6
203	они не	2	6
204	более или	2	6
205	себя и	2	6
206	того и	2	6
207	тут же	3	6
208	в которой	2	6
209	по своей	15	6
210	ни к	11	6
211	но они	3	6
212	в себя	7	6
213	вместе с	3	6
214	и прежде	2	6
215	о чем	4	6
216	или менее	2	6
217	в науке	2	6
218	по своему	3	6
219	о нем	3	6
220	одной стороны	12	6
221	с их	3	6
222	во всех	6	6
223	о котором	2	6
224	дело не	3	6
225	стороны и	3	6
226	я и	3	6
227	для него	9	6
228	не с	4	6
229	уже в	2	6
230	всяком случае	2	6
231	с той	3	5
232	что на	3	5
233	речь идет	2	5
234	и во	2	5
235	если в	2	5
236	бы это	2	5
237	не является	5	5
238	и наконец	2	5
239	или на	3	5
240	едва ли	2	5
241	например в	4	5
242	их в	2	5
243	в своих	6	5
244	когда он	3	5
245	становления и	4	5
246	это понятие	3	5
247	вплоть до	2	5
248	виду что	2	5
249	в области	3	5
250	в одно	2	5
251	просто как	2	5
252	во мне	4	5
253	и другого	2	5
254	что с	2	5
255	в качестве	45	5
256	к этому	4	5
257	одного и	5	5
258	в сферу	3	5
259	тому же	5	5
260	зависит от	2	5
261	в той	2	5
262	не обязательно	4	5
263	данном случае	6	4
264	в каждом	2	4
265	что ни	3	4
266	что даже	2	4
267	заметить что	2	4
268	своей собственной	3	4
269	и само	2	4
270	общения с	4	4
271	что касается	2	4
272	здесь в	4	4
273	нас в	2	4
274	можно говорить	2	4
275	однако это	3	4
276	ни чисто	2	4
277	как формы	2	4
278	неотделим от	2	4
279	объекта и	3	4
280	мифа как	2	4
281	на себя	2	4
282	она сама	2	4
283	о ней	2	4
284	но уже	3	4
285	необходимо чтобы	2	4
286	к ним	3	4
287	хотя в	3	4
288	не нужно	2	4
289	который не	2	4
290	себя самого	2	4
291	этом отношении	4	4
292	из двух	5	4
293	и должно	2	4
294	будто бы	3	4
295	время и	2	4
296	к чему	2	4
297	можно назвать	2	4
298	друг друга	2	4
299	же самое	2	4
300	я с	2	3
301	в первую	3	3
302	сознания в	2	3
303	к своему	2	3
304	мире и	2	3
305	то она	2	3
306	отличие от	13	3
307	всего в	2	3
308	самого начала	2	3
309	а с	8	3
310	одной из	4	3
311	идет о	2	3
312	с самого	2	3
313	место в	2	3
314	в первом	4	3
315	об одном	4	3
316	указать на	3	3
317	мысли и	2	3
318	по мере	2	3
319	на него	2	3
320	целый ряд	2	3
321	лишь в	4	3
322	чем не	3	3
323	далеко не	10	3
324	на почве	3	3
325	я в	2	3
326	человеческого сознания	3	3
327	в свою	3	3
328	в которых	5	3
329	является не	2	3
330	нового времени	2	3
331	момент в	3	3
332	указывает на	2	3
333	для всех	2	3
334	для себя	6	3
335	мифом и	2	3
336	в свое	3	3
337	и вне	2	3
338	в современной	2	3
339	из жизни	3	3
340	претендует на	5	3
341	событий а	2	3
342	стремится к	3	3
343	и требует	2	3
344	только через	2	3
345	в голову	2	3
346	на сцене	2	3
347	к другому	3	3
348	различия между	3	3
349	не приходится	2	3
350	особого рода	3	3
351	или иного	2	3
352	не от	2	3
353	по преимуществу	2	3
354	не более	3	3
355	о мире	2	3
356	в какой	2	3
357	не к	3	3
358	возможна только	2	3
359	между тем	5	3
360	имеем дело	3	3
361	сказать и	2	3
362	не имеют	2	2
363	в тех	2	2
364	при всей	9	2
365	должно было	2	2
366	как к	2	2
367	роль в	10	2
368	в новом	2	2
369	свою очередь	3	2
370	охватывает все	2	2
371	представления о	2	2
372	и др	3	2
373	они были	2	2
374	на его	4	2
375	бытия а	2	2
376	во втором	5	2
377	однако в	3	2
378	в процессе	6	2
379	не требует	3	2
380	в полном	2	2
381	своей природе	3	2
382	то с	2	2
383	в особом	2	2
384	но зато	2	2
385	принципиально не	2	2
386	за его	2	2
387	в эпоху	5	2
388	дело в	3	2
389	бы быть	3	2
390	и до	2	2
391	мысль о	3	2
392	слова и	2	2
393	в становлении	3	2
394	тот или	2	2
395	силу своей	2	2
396	всей его	2	2
397	уже было	2	2
398	жизни но	2	2
399	строго говоря	3	2
400	о них	2	2
401	еще в	6	2
402	в сторону	4	2
403	внимание на	5	2
404	оно живет	2	2
405	тем кто	2	2
406	реальности и	2	2
407	в нашем	2	2
408	жизни не	2	2
409	и состоит	2	2
410	нет различия	2	2
411	в различных	2	2
412	в каждой	3	2
413	понятие о	3	2
414	то есть	29	2
415	оба они	2	2
416	времени в	3	2
417	к которому	2	2
418	проявляется в	2	2
419	и пространства	2	2
420	исторического бытия	3	2
421	миф если	2	2
422	для понимания	2	2
423	на том	2	2
424	они и	3	2
425	разного рода	2	2
426	природе своей	6	2
427	не имея	2	2
428	одного из	5	2
429	человеческой жизни	2	2
430	ближе к	2	2
431	этого термина	2	2
432	не предполагает	4	2
433	мифа не	2	2
434	них в	2	2
435	что будет	2	2
436	было в	4	2
437	имеет место	4	2
438	это еще	2	2
439	могла бы	2	2
440	но при	3	2
441	качестве примера	2	2
442	в целом	5	2
443	с ней	3	2
444	а о	2	2
445	и всякое	2	2
446	человека в	6	2
447	жизни в	4	2
448	перед лицом	2	2
449	потом и	2	2
450	всей своей	2	2
451	не должно	2	2
452	он мог	3	2
453	по этой	2	2
454	в акте	3	2
455	к его	5	2
