N	2gram	Vygotskiy_	Istorich
1	и в	38	181
2	может быть	25	115
3	не только	16	114
4	что он	13	111
5	мы имеем	6	102
6	что в	31	90
7	но и	9	85
8	в этом	35	81
9	так как	19	75
10	то что	27	73
11	таким образом	36	72
12	вместе с	18	71
13	и не	16	67
14	все же	11	65
15	мы видим	13	65
16	в этих	4	64
17	еще не	6	63
18	не может	11	61
19	так же	26	57
20	то же	18	56
21	никогда не	11	56
22	в том	59	53
23	том что	44	53
24	с другой	11	52
25	а в	7	52
26	потому что	14	52
27	что и	14	51
28	и что	15	51
29	и здесь	5	51
30	мы видели	8	49
31	о том	6	48
32	а не	7	48
33	связь с	4	47
34	его в	8	47
35	не в	10	47
36	другой стороны	5	46
37	мы должны	15	44
38	но в	4	44
39	это не	5	43
40	и его	5	43
41	мы знаем	10	42
42	в нем	4	42
43	показывает что	9	42
44	только в	16	42
45	как в	14	42
46	или в	4	39
47	в его	22	38
48	для нас	6	38
49	тем что	12	38
50	и на	9	38
51	что здесь	2	37
52	так и	11	37
53	он не	6	37
54	уже не	3	37
55	как и	20	37
56	мы уже	8	37
57	мы можем	13	36
58	мы увидим	4	36
59	здесь мы	4	35
60	с тем	18	35
61	что они	23	35
62	все эти	9	35
63	мы не	14	35
64	во время	3	34
65	что это	8	34
66	но не	7	34
67	видим что	2	34
68	связи с	14	34
69	у него	3	34
70	представления о	2	33
71	там где	4	33
72	же как	10	33
73	об этом	2	33
74	сих пор	3	32
75	в качестве	25	32
76	представляет собой	6	31
77	прежде всего	6	31
78	один из	8	31
79	при помощи	3	30
80	с этим	6	30
81	до сих	3	30
82	с одной	8	30
83	но все	4	29
84	как мы	14	29
85	одной стороны	8	29
86	этом случае	4	29
87	но это	7	29
88	например в	2	28
89	что она	7	28
90	и с	5	28
91	как он	8	27
92	так что	3	27
93	того что	17	27
94	могут быть	9	27
95	в ней	3	26
96	как это	16	26
97	на него	2	26
98	вопрос о	2	25
99	в дальнейшем	3	25
100	раньше чем	3	24
101	было бы	15	24
102	если бы	12	24
103	в виде	4	24
104	что мы	18	24
105	к этому	5	24
106	не менее	8	24
107	того как	5	24
108	все это	8	23
109	когда он	5	23
110	тем не	6	23
111	в частности	4	23
112	точно так	4	23
113	показывают что	6	23
114	в этой	7	23
115	их в	6	23
116	и это	7	23
117	как бы	17	23
118	при этом	13	22
119	и по	5	22
120	с ним	4	22
121	совершенно ясно	3	21
122	в одном	4	21
123	сказать что	10	21
124	ее в	2	21
125	в другом	3	21
126	к тому	8	21
127	они не	4	21
128	здесь не	2	21
129	связано с	2	21
130	в связи	9	21
131	связан с	2	21
132	другими словами	3	20
133	одна из	2	20
134	в свете	2	20
135	в других	2	20
136	из них	5	20
137	в силу	9	20
138	наряду с	3	20
139	видели что	4	20
140	очень часто	4	20
141	из этих	5	20
142	а затем	4	19
143	и как	11	19
144	что у	3	19
145	все еще	2	19
146	в другой	2	19
147	на том	3	19
148	в тех	2	19
149	есть и	2	19
150	на то	7	19
151	что этот	2	18
152	вовсе не	5	18
153	в то	5	18
154	нас к	2	17
155	по существу	4	17
156	то и	5	17
157	и только	4	17
158	в них	3	17
159	то мы	2	16
160	всех этих	2	16
161	связана с	3	16
162	перед нами	15	16
163	и все	5	16
164	между двумя	3	16
