N	2gram	Bakhtin_Pr	KulturaY
1	и в	59	84
2	в том	17	74
3	потому что	20	68
4	не только	26	60
5	точки зрения	36	59
6	в этом	40	57
7	было бы	10	53
8	и не	66	52
9	может быть	38	47
10	том что	15	44
11	того чтобы	5	44
12	что в	14	44
13	для того	3	41
14	в самом	19	41
15	у нас	2	38
16	самом деле	9	37
17	хотя бы	5	37
18	так как	11	36
19	с точки	21	36
20	в области	3	34
21	таким образом	22	33
22	а не	30	33
23	можно было	5	32
24	если бы	12	32
25	не в	10	30
26	прежде всего	17	30
27	в его	44	30
28	и пр	3	30
29	все же	9	29
30	того что	4	28
31	не менее	3	28
32	все эти	12	28
33	уже не	14	26
34	не может	31	25
35	то что	21	25
36	вовсе не	13	25
37	вопрос о	4	24
38	еще не	11	24
39	с другой	3	24
40	так и	13	23
41	то же	15	23
42	только в	15	23
43	во всяком	5	20
44	но и	22	20
45	по себе	13	20
46	и что	2	20
47	что он	16	19
48	но в	7	19
49	зависимости от	5	19
50	тем что	5	19
51	о том	5	19
52	всяком случае	3	19
53	что же	5	19
54	между тем	5	18
55	все это	12	18
56	в сущности	11	18
57	как бы	40	18
58	и с	10	18
59	вместе с	2	18
60	это не	13	17
61	как раз	9	17
62	как это	2	17
63	можно говорить	2	17
64	другой стороны	3	17
65	в той	9	17
66	слова и	2	17
67	в виду	2	16
68	ничего не	8	16
69	в зависимости	5	16
70	что не	6	16
71	что и	10	16
72	тот же	4	16
73	но не	13	16
74	по отношению	17	15
75	и тем	2	15
76	один из	4	15
77	а в	9	15
78	при этом	5	15
79	в данном	3	15
80	должно быть	4	15
81	лишь в	4	15
82	именно в	8	15
83	не было	5	15
84	как на	4	15
85	в нашем	3	15
86	в них	5	14
87	я не	7	14
88	как мы	10	14
89	сказать что	9	14
90	мы имеем	2	14
91	отношению к	17	14
92	сих пор	3	14
93	и на	15	14
94	в ней	8	14
95	до сих	3	14
96	не могут	6	13
97	это и	10	13
98	по существу	5	13
99	крайней мере	3	13
100	что она	6	13
101	по крайней	3	13
102	в пределах	13	13
103	в этой	5	13
104	в которых	2	13
105	для нас	3	13
106	там где	12	13
107	и его	21	13
108	той же	7	13
109	этот вопрос	3	12
110	для этого	4	12
111	как в	10	12
112	а только	3	12
113	тогда когда	2	12
114	могут быть	5	12
115	этого слова	3	12
116	в рамках	2	12
117	в результате	6	12
118	говорить о	3	12
119	однако не	2	12
120	или иной	3	11
121	в их	5	11
122	в своем	12	11
123	на себе	2	11
124	те же	3	11
125	из этих	2	11
126	должна быть	4	11
127	в нем	38	11
128	этом отношении	7	11
129	совершенно не	2	11
130	и здесь	5	11
131	слова в	4	11
132	в какой	2	11
133	уже в	9	11
134	он не	11	11
135	в каком	2	10
136	тем самым	3	10
137	так же	10	10
138	в то	15	10
139	к этому	6	10
140	со стороны	6	10
141	они не	5	10
142	как и	21	10
143	бы и	6	10
144	с этим	2	10
145	тем более	2	10
146	бы в	7	10
147	несмотря на	7	10
148	в особенности	2	10
149	от того	4	10
150	в первом	3	10
151	этом смысле	12	10
152	конечно не	7	10
153	не потому	4	9
154	в целом	8	9
155	здесь не	2	9
156	что все	5	9
157	и для	5	9
158	в своей	17	9
159	можно сказать	3	9
160	рядом с	16	9
161	но это	7	9
162	в которой	6	9
163	и вот	4	9
164	не имеет	2	9
165	ни в	5	9
166	но для	2	9
167	что мы	2	9
168	и есть	6	9
169	на самом	5	8
170	в частности	2	8
171	мы видели	3	8
172	в своих	5	8
173	а потому	4	8
174	в чем	2	8
175	и о	5	8
176	был бы	6	8
177	что они	3	8
178	с его	14	8
179	да и	3	8
180	само по	4	8
181	то и	2	8
182	по преимуществу	3	8
183	и как	10	8
184	об этом	4	8
185	в этих	5	8
186	тому что	3	8
187	смысл и	2	8
188	заключается в	3	8
189	но все	8	8
190	далеко не	3	8
191	что я	2	8
192	не есть	2	8
193	в таком	2	8
194	же в	3	8
195	до конца	11	7
196	идет о	5	7
197	в процессе	4	7
198	о слове	2	7
199	как он	5	7
200	и потому	9	7
201	была бы	5	7
202	не знает	5	7
203	смысле этого	2	7
204	а с	4	7
205	как например	2	7
206	она не	9	7
207	нисколько не	2	7
208	с ними	3	7
209	например в	5	7
210	никак не	3	7
211	так сказать	8	7
212	не все	2	7
213	же и	2	7
214	в истории	3	7
215	все равно	3	7
216	а именно	4	7
217	и более	2	7
218	в самой	10	7
219	есть в	10	7
220	на этот	2	7
221	в котором	6	7
222	с ним	13	7
223	в одном	14	7
224	не значит	4	7
225	даже в	7	6
226	перед нами	8	6
227	данном случае	3	6
228	о них	2	6
229	его к	4	6
230	в себе	9	6
231	как к	3	6
232	роль в	2	6
233	были бы	5	6
234	отличие от	3	6
235	которые в	2	6
236	от этого	2	6
237	на себя	3	6
238	этой точки	3	6
239	в отличие	3	6
240	что оно	2	6
241	не столько	3	6
242	в ее	4	6
243	той или	3	6
244	не на	6	6
245	что значит	2	6
246	как будто	4	6
247	по поводу	2	6
248	что если	4	6
249	только то	3	6
250	же это	2	6
251	за пределы	10	6
252	мы не	3	6
253	отличается от	3	6
254	или в	2	6
255	если и	2	6
256	только для	2	6
257	же время	10	6
258	но только	3	6
259	романа в	8	6
260	только что	3	6
261	оно не	2	6
262	приводит к	4	6
263	могли бы	3	6
264	если не	2	6
265	что именно	2	6
266	в сфере	4	6
267	никогда не	19	5
268	в отношении	3	5
269	как же	5	5
270	и к	5	5
271	мы должны	6	5
272	относится к	2	5
273	все те	2	5
274	в духе	3	5
275	в форме	8	5
276	к себе	2	5
277	в конце	9	5
278	слово в	3	5
279	и у	6	5
280	более что	2	5
281	имеет смысл	2	5
282	так что	3	5
283	о нем	16	5
284	не так	3	5
285	даже и	2	5
286	на вопрос	2	5
287	но как	4	5
288	бы уже	2	5
289	ни одного	4	5
290	отметить что	2	5
291	и от	3	5
292	и он	3	5
293	и еще	2	5
294	всех этих	3	5
295	не как	15	5
296	и даже	4	5
297	как не	9	5
298	я и	2	5
299	кроме того	3	5
300	превращается в	4	5
301	одного и	2	5
302	у него	9	5
303	лишь как	6	5
304	на протяжении	3	5
305	отношение к	4	5
306	то он	3	5
307	конечно и	5	5
308	есть не	3	5
309	и их	7	5
310	точка зрения	14	5
311	и только	2	5
312	но с	4	5
313	чем в	3	5
314	не о	3	4
315	все они	4	4
316	его в	6	4
317	для меня	2	4
318	остается в	2	4
319	еще раз	3	4
320	в каждом	11	4
321	или же	2	4
322	а лишь	3	4
323	в науке	2	4
324	точку зрения	9	4
325	быть в	2	4
326	же мы	2	4
327	всего в	2	4
328	одно из	2	4
329	говорить об	2	4
330	и все	4	4
331	к нему	13	4
332	себе и	3	4
333	между ними	4	4
334	однако в	2	4
335	точно так	2	4
336	же как	5	4
337	вот почему	3	4
338	здесь мы	3	4
339	уже и	2	4
340	для самого	2	4
341	мне кажется	2	4
342	по сравнению	2	4
343	это в	3	4
344	на это	2	4
345	как можно	3	4
346	и по	4	4
347	мы можем	3	4
348	бы не	3	4
349	но ведь	4	4
350	именно этот	2	4
351	в условиях	4	4
352	том и	2	4
353	отношения к	4	4
354	ни на	2	4
355	что для	4	4
356	в смысле	4	4
357	отношения между	3	4
358	и это	5	4
359	зрения на	12	4
360	но на	2	4
361	как таковой	2	4
362	выражение в	6	4
363	из которых	3	4
364	из них	8	4
365	в лучшем	3	4
366	он есть	5	4
367	как только	2	4
368	именно на	2	4
369	если же	3	4
370	но он	3	4
371	и становится	2	4
372	не дает	4	4
373	мы и	2	4
374	подчеркнуть что	4	4
375	он все	2	3
376	следовательно и	2	3
377	слова но	2	3
378	и следовательно	7	3
379	а что	2	3
380	что дело	2	3
381	и идеи	6	3
382	не раз	3	3
383	который в	2	3
384	конце концов	7	3
385	а как	8	3
386	и другие	4	3
387	от себя	2	3
388	и со	3	3
389	тем как	4	3
390	в романе	12	3
391	в искусстве	2	3
392	образом в	2	3
393	все время	4	3
394	его и	4	3
395	от них	3	3
396	который мы	2	3
397	в свете	4	3
398	значение для	2	3
399	лучшем случае	3	3
400	всего что	2	3
401	в контексте	2	3
402	на него	4	3
403	к ним	3	3
404	большинстве случаев	3	3
405	более того	5	3
406	но здесь	2	3
407	на его	7	3
408	в начале	3	3
409	именно к	2	3
410	на котором	3	3
411	в устах	2	3
412	со всем	2	3
413	на материале	6	3
414	из одного	4	3
415	в дальнейшем	2	3
416	в обычном	3	3
417	и свое	2	3
418	отсюда и	2	3
419	под этим	2	3
420	также не	2	3
