N	4gram	Vygotskiy_	Problema
1	не что иное как	2	14
2	в то время как	4	12
3	есть не что иное	2	11
4	заключается в том что	10	6
5	не имеют ничего общего	2	5
6	а с другой стороны	2	4
7	так же как и	2	4
8	в том числе и	2	4
9	с этой точки зрения	7	3
10	несмотря на то что	2	3
11	одного и того же	8	3
12	с одной стороны и	2	3
13	в том что он	3	3
14	уже по одному тому	2	3
15	прежде чем перейти к	2	3
16	когда мы говорим что	2	3
17	по одному тому что	2	3
18	один и тот же	5	2
19	в том что в	2	2
20	заключается в том чтобы	2	2
21	одной и той же	3	2
22	только в том что	2	2
23	все более и более	3	2
24	имеют ничего общего с	2	2
25	если принять во внимание	2	2
26	уже по одному этому	3	2
