N	2gram	Propp_Morf	Vladivir
1	и в	17	116
2	то что	10	71
3	и не	16	67
4	не только	8	65
5	у него	2	65
6	в этом	18	53
7	в том	10	52
8	том что	7	51
9	что в	10	48
10	но и	9	47
11	сказать что	4	36
12	и даже	2	36
13	также и	6	36
14	учение о	5	35
15	потому что	7	33
16	что он	5	32
17	не может	19	31
18	о том	6	30
19	только в	3	30
20	как мы	8	29
21	для него	2	29
22	вовсе не	6	27
23	а в	8	27
24	в то	4	25
25	но в	4	25
26	и его	3	25
27	а также	7	24
28	точки зрения	7	23
29	может быть	61	23
30	он не	5	23
31	что же	2	23
32	в виде	3	22
33	так как	20	22
34	кроме того	3	22
35	об этом	5	22
36	ни в	3	22
37	прежде всего	14	20
38	для нас	2	20
39	и что	3	20
40	так и	10	19
41	не менее	7	19
42	таким образом	26	19
43	тем не	7	19
44	не в	3	18
45	как это	7	18
46	как и	4	18
47	хотя и	5	18
48	с его	3	18
49	что и	10	17
50	в этой	3	17
51	то это	5	17
52	у нас	3	17
53	а не	11	17
54	уже не	4	16
55	все же	9	16
56	того что	3	16
57	совсем не	3	16
58	было бы	5	16
59	к тому	5	16
60	в связи	10	15
61	но это	6	15
62	к этому	4	15
63	это было	3	15
64	несмотря на	4	15
65	то же	10	15
66	в своих	2	15
67	и к	4	15
68	все эти	5	14
69	и как	6	14
70	мы уже	4	14
71	так же	4	13
72	с тем	2	13
73	можно сказать	2	13
74	что это	3	13
75	в результате	8	13
76	на этот	2	13
77	то время	3	13
78	и у	3	12
79	ничего не	5	12
80	и по	3	12
81	связи с	12	12
82	во всяком	2	12
83	то в	3	12
84	всяком случае	2	12
85	мы должны	3	11
86	или менее	2	11
87	все это	2	11
88	в данном	2	11
89	хотя бы	5	11
90	в которой	3	11
91	и здесь	7	11
92	на то	3	11
93	более или	2	11
94	к нему	3	10
95	что его	4	10
96	в качестве	8	10
97	в россии	2	10
98	можно было	4	10
99	еще не	4	10
100	но не	8	10
101	с точки	6	10
102	здесь не	3	10
103	это не	6	9
104	но как	3	9
105	а с	2	9
106	смысле слова	4	9
107	в целом	5	9
108	в начале	3	9
109	по существу	13	9
110	с этим	14	9
111	с другой	9	9
112	что мы	2	9
113	мы будем	3	9
114	это мы	2	8
115	в чем	2	8
116	себя в	2	8
117	как бы	6	8
118	из этих	2	8
119	тем что	4	8
120	с этой	3	8
121	в этих	17	8
122	как в	5	8
123	и для	4	8
124	со стороны	5	8
125	значит что	4	8
126	в каком	2	7
127	в доме	2	7
128	в свое	2	7
129	при помощи	12	7
130	не имеет	2	7
131	а а	2	7
132	на его	5	7
133	точно так	2	7
134	того чтобы	4	7
135	о его	4	7
136	же в	3	7
137	здесь мы	3	7
138	но вот	2	7
139	из его	2	7
140	даже не	3	7
141	если бы	3	7
142	к ней	3	7
143	но если	10	7
144	но все	4	7
145	в одном	2	7
146	что этот	2	7
147	на первый	3	7
148	и есть	3	7
149	в нашем	6	7
150	данном случае	2	6
151	его в	4	6
152	в настоящее	3	6
153	от того	4	6
154	есть и	4	6
155	тому что	5	6
156	настоящее время	3	6
