N	3gram	Voloshinov	formyVre
1	то же время	7	21
2	в то же	7	18
3	в связи с	12	15
4	как мы уже	3	15
5	с точки зрения	31	15
6	друг с другом	2	13
7	для того чтобы	7	12
8	но и в	3	12
9	не только в	2	11
10	до сих пор	10	10
11	одного и того	9	9
12	и того же	9	9
13	и прежде всего	4	8
14	в том числе	3	8
15	в большинстве случаев	7	8
16	в этом отношении	4	7
17	в отличие от	7	7
18	не может быть	23	7
19	с одной стороны	2	6
20	одно и то	3	5
21	и то же	3	5
22	в том что	9	5
23	на первый план	2	5
24	том числе и	3	5
25	в широком смысле	2	5
26	той или иной	5	5
27	как если бы	6	4
28	в нем нет	4	4
29	вполне понятно что	4	4
30	может быть и	8	4
31	в этом случае	3	4
32	связи с этим	3	4
33	с другой стороны	6	4
34	но все же	4	4
35	во всяком случае	4	4
36	по отношению к	9	4
37	в его целом	2	4
38	но при этом	2	3
39	до известной степени	2	3
40	то же самое	8	3
41	а не в	3	3
42	в зависимости от	2	3
43	а следовательно и	2	3
44	о том что	2	3
45	так и в	2	3
46	но в то	6	3
47	так же как	2	3
48	в точном смысле	5	3
49	между этими двумя	2	3
50	как бы на	2	3
51	точки зрения не	2	3
52	с самого начала	9	3
53	как мы увидим	2	3
54	же как и	2	3
55	тот или иной	2	3
56	в той или	3	3
57	как мы сказали	4	2
58	нет ничего что	2	2
59	в узком смысле	4	2
60	все разобранные нами	2	2
61	со всех сторон	2	2
62	вовсе не является	3	2
63	в процессе его	2	2
64	не было бы	3	2
65	к тому что	4	2
66	можно сказать что	4	2
67	в пределах индивидуального	2	2
68	все более и	2	2
69	все без исключения	3	2
70	только на почве	3	2
71	лежит в основе	2	2
72	он не знает	2	2
73	если бы он	3	2
74	всякой связи с	2	2
75	быть и речи	4	2
76	как и все	2	2
77	к тому же	2	2
78	или иной степени	2	2
79	в ее целом	3	2
80	более и более	2	2
81	в свою очередь	5	2
