N	2gram	Vygotskiy_	Dialekti
1	не есть	4	181
2	т е	3	159
3	и не	24	120
4	и т	36	82
5	по себе	21	79
6	а не	18	78
7	и в	55	77
8	т д	10	75
9	точки зрения	32	72
10	может быть	35	71
11	не только	25	66
12	то что	47	59
13	и есть	5	55
14	ничего не	4	54
15	не может	30	53
16	и даже	11	47
17	так как	28	46
18	с точки	12	46
19	есть нечто	4	46
20	что это	12	46
21	потому что	27	45
22	стало быть	3	44
23	как бы	11	43
24	ни в	9	42
25	и что	28	42
26	не имеет	3	41
27	вовсе не	7	41
28	в том	55	40
29	что такое	2	39
30	в этом	21	39
31	то же	17	39
32	в себе	6	38
33	это есть	6	38
34	что она	11	38
35	том что	30	37
36	что он	17	37
37	прежде всего	5	37
38	так что	8	36
39	она есть	2	35
40	что в	39	34
41	в нем	5	34
42	и все	8	33
43	того что	15	33
44	но и	12	32
45	все это	11	31
46	ясно что	22	31
47	и как	9	30
48	отнюдь не	11	30
49	сказать что	12	30
50	так и	6	29
51	было бы	14	29
52	как и	25	28
53	никогда не	13	27
54	в виду	6	26
55	не в	19	26
56	сама по	2	26
57	есть только	7	25
58	есть не	6	25
59	и то	4	25
60	если бы	10	24
61	но это	3	24
62	и вот	5	23
63	в то	8	23
64	это и	3	23
65	что оно	4	23
66	таким образом	38	23
67	но что	3	22
68	она не	6	21
69	что не	2	21
70	должна быть	3	21
71	в чем	5	21
72	в каком	3	20
73	только тогда	8	20
74	что все	10	20
75	только в	18	20
76	как раз	4	20
77	и вообще	3	20
78	что и	27	20
79	совершенно не	7	20
80	о том	11	20
81	уже не	3	20
82	и с	5	20
83	в таком	5	20
84	в своем	3	19
85	что мы	9	19
86	как это	8	19
87	не менее	9	19
88	и это	6	19
89	тогда когда	7	19
90	в самом	18	19
91	не существует	4	19
92	и его	14	19
93	иное как	2	18
94	не что	2	18
95	что иное	2	18
96	что же	4	18
97	с другой	7	18
98	хотя бы	4	18
99	же время	2	18
100	ни на	3	18
101	жизни и	5	18
102	но если	2	17
103	в основе	13	17
104	в сущности	15	17
105	можно сказать	2	17
106	должно быть	2	17
107	в особенности	3	17
108	в своей	6	16
109	мы не	15	16
110	только не	4	16
111	сам по	4	16
112	или не	2	16
113	к нему	3	16
114	то это	3	16
115	об этом	3	16
116	тем не	6	16
117	само по	8	16
118	конечно не	2	16
119	и о	4	15
120	то в	2	15
121	только что	3	15
122	также и	2	15
123	но только	6	15
124	все же	9	15
125	так же	29	15
126	самом деле	19	15
127	хотя и	3	15
128	и мы	6	15
129	же и	2	15
130	на то	17	15
131	несмотря на	8	15
132	и потому	2	14
133	жизнь и	3	14
134	и ее	4	14
135	таком случае	3	14
136	с ним	2	14
137	не было	5	14
138	и только	5	14
139	и следовательно	4	13
140	в силу	4	13
141	не то	2	13
142	но в	5	13
143	в ней	3	13
144	время как	6	13
145	отличается от	4	13
146	говорит о	4	13
147	он не	8	13
148	что именно	4	13
149	мы находим	2	13
150	что они	7	13
151	другой стороны	7	13
152	с ее	3	13
153	в смысле	3	13
154	и к	5	13
155	вопрос о	3	12
156	могут быть	15	12
157	еще не	2	12
158	все эти	7	12
159	никак не	7	12
160	и если	4	12
161	вещей и	2	12
162	не могут	6	12
163	но как	4	12
164	а в	10	12
165	и может	3	12
166	и нет	2	12
167	с этим	7	12
168	и тогда	3	12
169	но не	5	12
170	та же	4	11
171	мы должны	4	11
172	быть в	2	11
173	должны быть	6	11
174	в одну	2	11
175	себе не	4	11
176	мы говорим	2	11
177	оно есть	3	11
178	от того	6	11
179	и тем	5	11
180	только на	7	11
181	его не	3	11
182	в них	4	11
183	тех или	2	11
184	что если	7	11
185	мы имеем	7	11
186	только то	3	11
187	есть ли	2	11
188	как только	3	11
189	есть в	7	11
190	не значит	2	11
191	что я	4	11
192	из них	4	11
193	думают что	2	11
194	или в	2	11
195	нет никакой	3	10
196	идеи и	2	10
197	одно из	2	10
198	к тому	8	10
199	в ее	7	10
200	как мы	2	10
201	в его	8	10
202	за пределы	2	10
203	для того	12	10
204	с этой	8	10
205	себе и	2	10
206	и для	9	10
207	что для	5	10
208	оно не	2	10
209	или иное	2	10
210	если же	3	10
211	в их	4	10
212	в частности	6	10
213	только потому	2	10
214	можно ли	2	10
215	мы видим	8	10
216	во всяком	9	10
217	и уже	2	10
218	то и	2	10
219	в результате	4	10
220	то или	3	10
221	времени и	2	10
222	как будто	10	10
223	в жизни	5	10
224	во всем	5	10
225	если мы	21	10
226	только как	3	10
227	только о	3	10
228	как он	4	9
229	смысл и	2	9
230	точка зрения	6	9
231	и по	7	9
232	не как	3	9
233	подобно тому	7	9
234	в этих	6	9
235	и более	3	9
236	в котором	5	9
237	тому как	10	9
238	той же	9	9
239	в одном	4	9
240	и от	4	9
241	была бы	2	9
242	утверждать что	9	9
243	тому что	7	9
244	быть может	2	9
245	же как	8	9
246	с ними	2	9
247	при этом	28	9
248	и когда	5	9
249	случае не	2	9
250	то время	6	9
251	бы в	3	9
252	мы можем	6	9
253	на этом	3	9
254	и на	6	9
255	на самом	6	8
256	в отношении	3	8
257	от него	2	8
258	если она	2	8
259	и без	3	8
260	не будет	4	8
261	то как	4	8
262	как нечто	3	8
263	не на	2	8
264	в этой	5	8
265	уже и	2	8
266	все время	6	8
267	того или	2	8
268	у нас	4	8
269	и из	7	8
270	с одной	6	8
271	что эта	4	8
272	у меня	3	8
273	даже в	2	8
274	и говорить	2	8
275	в одной	3	8
276	при помощи	27	8
277	один из	6	8
278	всегда и	2	8
279	в поэзии	5	8
280	когда мы	4	8
281	бы и	5	8
282	что есть	3	8
283	этом смысле	3	8
284	как не	2	8
285	это мы	2	8
286	тем самым	2	7
287	что здесь	2	7
288	в конце	6	7
289	из этих	6	7
