N	2gram	Bakhtin_Fr	VLabPisa
1	таким образом	22	32
2	в этом	28	29
3	не только	21	26
4	и в	68	26
5	может быть	10	23
6	хотя бы	2	20
7	и не	25	20
8	не может	5	17
9	в том	12	15
10	в его	21	15
11	этом отношении	4	14
12	прежде всего	23	13
13	все это	6	13
14	в частности	4	12
15	в качестве	2	12
16	что в	14	11
17	с другой	8	11
18	из них	8	11
19	то же	14	10
20	но и	17	10
21	и др	9	10
22	о том	5	10
23	в художественном	3	10
24	к этому	6	9
25	об этом	3	9
26	для него	7	9
27	в своем	11	8
28	том что	6	8
29	по словам	2	8
30	другой стороны	5	8
31	все эти	16	8
32	было бы	4	8
33	только в	9	8
34	вместе с	4	8
35	это не	5	7
36	из этих	2	7
37	во всех	8	7
38	по отношению	3	7
39	в году	11	7
40	в основном	7	7
41	то что	11	7
42	отношению к	2	7
43	как и	17	7
44	их в	7	7
45	в нем	12	7
46	главным образом	3	7
47	не было	7	7
48	говорит о	2	7
49	же в	2	7
50	а не	6	7
51	не в	2	6
52	в то	14	6
53	в себе	5	6
54	это и	4	6
55	все же	6	6
56	том же	4	6
57	у него	14	6
58	так и	8	6
59	один из	9	6
60	и его	26	6
61	между тем	3	6
62	никогда не	2	5
63	даже в	4	5
64	сказать что	3	5
65	в плане	3	5
66	в одном	7	5
67	и образов	4	5
68	перед нами	4	5
69	в их	6	5
70	одним из	2	5
71	и при	2	5
72	он говорит	6	5
73	как бы	7	5
74	в них	19	5
75	в целом	3	5
76	связи с	8	5
77	же время	13	5
78	и есть	5	5
79	на основе	3	5
80	одна из	3	4
81	в нашей	2	4
82	образов и	2	4
83	и ее	3	4
84	одном из	2	4
85	роль в	7	4
86	в виду	8	4
87	вот как	4	4
88	что он	7	4
89	в романе	24	4
90	что все	2	4
91	что для	2	4
92	в самом	6	4
93	равно как	2	4
94	как раз	8	4
95	в ее	5	4
96	с ними	4	4
97	в своей	11	4
98	в связи	7	4
99	во время	17	4
100	них не	2	4
101	можно сказать	2	4
102	в этой	15	4
103	из его	2	4
104	с его	6	4
105	и от	4	3
106	некоторые из	4	3
107	никак не	3	3
108	например в	2	3
109	и к	4	3
110	с этим	2	3
111	мы имеем	2	3
112	так же	3	3
113	но как	5	3
114	и он	2	3
115	этот процесс	4	3
116	всех этих	5	3
117	но даже	2	3
118	в форме	3	3
119	в значительной	3	3
120	в конце	8	3
121	его в	7	3
122	и как	5	3
123	тому как	2	3
124	видеть в	2	3
125	если бы	3	3
126	подобно тому	2	3
127	как он	4	3
128	как о	2	3
129	для того	5	3
130	и их	5	3
131	у нас	4	3
132	как на	3	3
133	мы знаем	3	3
134	того что	3	3
135	так называемые	2	3
136	образом в	3	3
137	мы видели	6	3
138	далеко не	3	3
139	что у	2	3
140	а в	3	3
141	или меньшей	3	3
142	в котором	3	3
143	в творчестве	5	3
144	именно в	5	3
145	точки зрения	8	3
146	даже и	3	3
147	мира и	4	3
148	и образы	3	3
149	между ними	4	3
150	большей или	3	3
151	жизни и	6	3
152	того чтобы	6	3
153	что и	3	3
154	и по	4	3
155	или в	3	3
156	что они	3	3
157	же и	4	3
158	в слове	2	3
159	момент в	2	3
160	вовсе не	18	3
161	в противоположность	2	3
162	относится к	2	2
163	в книге	5	2
164	да и	2	2
165	или иной	2	2
166	меньшей степени	2	2
167	и потому	6	2
168	до нас	8	2
169	не подлежит	4	2
170	которые в	2	2
171	еще и	6	2
172	только то	2	2
173	так сказать	7	2
174	о чем	3	2
175	одной стороны	4	2
176	можно было	3	2
177	вплоть до	5	2
178	о своем	2	2
179	начиная с	3	2
180	в последнем	2	2
181	в другом	3	2
182	и даже	7	2
183	и у	2	2
184	конце концов	3	2
185	и весь	2	2
186	связана с	4	2
187	все они	5	2
188	в особенности	6	2
189	в области	5	2
190	только для	6	2
191	и наконец	5	2
192	эти явления	2	2
193	понятно что	3	2
194	еще не	3	2
195	после этого	2	2
196	они должны	2	2
197	в которой	6	2
198	точном смысле	2	2
199	в течение	3	2
200	в чем	3	2
201	сих пор	6	2
202	с одной	5	2
203	как известно	3	2
204	одной из	3	2
205	так например	2	2
206	от них	2	2
207	они и	4	2
208	но не	4	2
209	и для	6	2
210	и этот	2	2
211	основываясь на	3	2
212	стороны и	2	2
213	также и	6	2
214	не менее	2	2
215	но в	20	2
216	они не	4	2
217	года и	2	2
218	в общем	2	2
219	он в	2	2
220	все его	2	2
221	в своих	7	2
222	в ней	6	2
223	будто бы	2	2
224	говорит об	2	2
225	на этом	3	2
226	он и	10	2
227	над романом	2	2
228	с нею	2	2
229	смысле слова	5	2
230	в образах	8	2
231	образов в	4	2
232	вот это	2	2
233	всяком случае	2	2
234	отметить что	2	2
235	а затем	2	2
236	должны быть	2	2
237	о его	2	2
238	числе и	3	2
239	было в	2	2
240	он не	11	2
241	и сам	5	2
242	во всей	3	2
243	в различных	2	2
244	в большей	2	2
245	пародия на	3	2
246	который в	2	2
247	хотя и	2	2
248	лишь в	3	2
249	том числе	4	2
250	во всяком	2	2
251	до сих	6	2
252	в системе	3	2
