N	2gram	Tiupa_Narr	DiskursI
1	в качестве	21	72
2	а не	12	60
3	может быть	25	56
4	не только	32	49
5	и в	19	49
6	как и	7	47
7	тогда как	12	47
8	при этом	9	46
9	в том	18	44
10	и не	20	44
11	то есть	19	41
12	представляет собой	13	41
13	том что	14	40
14	в этом	17	38
15	в себе	8	37
16	состоит в	13	37
17	в частности	14	36
18	но и	23	35
19	своего рода	12	32
20	и т.п	8	32
21	но не	6	31
22	со стороны	9	28
23	так и	9	28
24	отличие от	5	28
25	но в	6	28
26	не может	10	27
27	в отличие	5	27
28	по своей	3	26
29	как в	7	25
30	такого рода	7	24
31	коммуникативного события	12	24
32	в рамках	12	23
33	еще не	7	23
34	отнюдь не	5	23
35	а также	7	20
36	все же	7	19
37	прежде всего	4	19
38	в нем	4	19
39	в основе	5	18
40	далеко не	5	18
41	по отношению	7	17
42	в данном	5	17
43	то же	4	17
44	с другой	8	17
45	отношению к	6	17
46	в мире	9	17
47	точки зрения	10	16
48	только в	4	16
49	роль в	2	15
50	речевых жанров	4	15
51	в его	9	15
52	то что	11	15
53	о том	6	15
54	это не	2	14
55	или иной	5	14
56	картины мира	5	14
57	не в	14	14
58	не менее	3	14
59	одной стороны	7	14
60	можно сказать	5	14
61	не является	8	14
62	с одной	7	14
63	для него	2	13
64	как бы	4	13
65	данном случае	4	12
66	в своем	2	12
67	и все	2	12
68	являет собой	2	12
69	при всей	4	12
70	и на	3	12
71	что в	3	11
72	в тексте	16	11
73	по мысли	3	11
74	с его	6	11
75	и как	5	11
76	как правило	4	11
77	не сводится	2	11
78	столь же	3	11
79	не было	2	11
80	а в	11	10
81	а с	3	10
82	не столько	4	10
83	высказывания в	6	10
84	по сути	2	10
85	той или	4	10
86	и т.д	7	10
87	же время	4	10
88	тем самым	6	9
89	в то	3	9
90	в силу	4	9
91	героя в	8	9
92	коммуникативное событие	3	9
93	между тем	3	9
94	картина мира	5	9
95	уже не	5	9
96	себя в	5	9
97	сводится к	3	9
98	пока еще	4	9
99	человека в	2	8
100	этом отношении	3	8
101	к тому	7	8
102	не на	2	8
103	хотя и	3	8
104	если в	3	8
105	очевидным образом	2	8
106	в противоположность	2	8
107	и даже	3	8
108	жизни в	3	8
109	не с	3	8
110	в себя	6	8
111	из них	3	8
112	он не	3	8
113	перед нами	4	7
114	его в	2	7
115	о чем	2	7
116	могут быть	3	7
117	и ее	2	7
118	приводит к	2	7
119	одной из	4	7
120	и для	2	7
121	в притче	3	7
122	коммуникативной ситуации	2	7
123	например в	2	7
124	в этой	5	7
125	другой стороны	4	7
126	иначе говоря	6	7
127	мира в	5	7
128	в рассказе	4	7
