N	2gram	Bakhtin_Fr	Myshleni
1	в том	13	195
2	в этом	21	167
3	то что	12	166
4	и в	73	162
5	том что	8	161
6	в развитии	2	151
7	таким образом	34	147
8	точки зрения	6	143
9	с помощью	11	131
10	что в	14	119
11	не только	11	116
12	того что	5	109
13	в процессе	3	101
14	так же	11	100
15	потому что	9	95
16	того чтобы	2	91
17	может быть	5	89
18	с точки	4	89
19	что он	8	86
20	не может	4	81
21	как и	19	79
22	так как	9	78
23	и не	13	78
24	только в	7	75
25	как мы	19	72
26	но и	15	70
27	речи в	2	70
28	в его	18	67
29	сказать что	4	65
30	как бы	15	64
31	вместе с	9	62
32	в качестве	11	60
33	и что	5	60
34	было бы	5	60
35	то же	16	58
36	в основе	3	58
37	в отношении	6	55
38	что мы	2	53
39	между собой	2	53
40	в самом	9	52
41	в сущности	8	51
42	к тому	2	49
43	что они	2	48
44	тем что	8	48
45	мы не	2	47
46	с другой	3	45
47	по отношению	3	45
48	тем самым	3	43
49	с тем	2	43
50	как это	2	42
51	отношению к	3	42
52	одной стороны	3	40
53	о том	13	40
54	так и	13	39
55	никогда не	6	39
56	с одной	3	39
57	в области	3	38
58	мы видели	7	38
59	не в	12	37
60	если мы	2	37
61	в этой	18	37
62	и к	6	37
63	мы видим	13	37
64	в своем	13	36
65	с самого	2	36
66	все эти	24	36
67	и его	18	36
68	как в	9	36
69	а не	2	36
70	того же	7	35
71	можно было	4	35
72	он не	4	35
73	в которой	3	35
74	в себе	16	35
75	и т.д	3	35
76	и как	5	34
77	связи с	5	34
78	при этом	5	33
79	прежде всего	18	33
80	по себе	2	33
81	что и	6	32
82	именно в	4	32
83	по своему	3	32
84	но в	12	32
85	слова и	2	32
86	той же	9	32
87	и тем	3	32
88	и на	12	32
89	и то	3	31
90	все же	2	31
91	мысли и	3	30
92	этом отношении	3	30
93	в устной	2	30
94	между тем	2	29
95	с этим	4	28
96	самом деле	4	28
97	что все	3	27
98	в своей	4	27
99	с этой	4	27
100	в результате	7	27
101	в то	14	27
102	перед нами	5	27
103	другой стороны	2	27
104	и с	17	27
105	в их	5	26
106	в частности	2	26
107	что это	9	26
108	для него	7	26
109	все это	19	25
110	еще не	3	25
111	уже в	9	25
112	это не	7	25
113	в чем	3	25
114	мы уже	25	25
115	так что	2	24
116	тот же	3	24
117	целый ряд	4	24
118	в нем	18	24
119	того как	7	24
120	как он	4	23
121	бы в	3	23
122	ни в	7	23
123	во всяком	2	22
124	не могут	3	22
125	отношение к	3	21
126	в истории	3	21
127	все время	4	21
128	в нашем	2	21
129	его в	3	21
130	представление о	3	21
131	к этому	5	21
132	и все	19	21
133	между ними	2	21
134	и ее	2	21
135	не имеет	4	21
136	с таким	2	21
137	в свете	3	21
138	же точно	2	21
139	в котором	4	20
140	в виду	4	20
141	и других	3	20
142	по существу	8	20
143	а в	10	20
144	должно быть	4	20
145	к которому	2	20
146	из них	6	20
147	как раз	3	20
148	в другом	4	20
149	и их	5	20
150	на этом	6	20
151	говорит что	2	20
152	в данном	3	19
153	в себя	3	19
154	с ним	6	19
155	из которых	2	19
156	в той	8	19
157	и по	4	19
158	во всех	13	19
159	один из	5	19
160	в связи	3	19
161	во всем	5	18
162	во всей	2	18
163	слов и	6	18
164	одного и	2	18
165	но это	3	18
166	для этого	2	17
167	мы находим	3	17
168	сих пор	3	17
169	и для	8	17
170	все что	5	17
171	в свою	3	17
172	в одном	5	17
173	и от	10	17
174	и есть	3	17
175	ту же	3	17
176	не есть	2	17
177	в этих	6	17
178	их в	5	17
179	до конца	5	17
180	я не	3	17
181	в совершенно	2	17
182	у него	13	17
183	до сих	3	17
184	на этой	4	16
185	вовсе не	11	16
186	значение в	2	16
187	и другие	3	16
188	для нас	2	16
189	которые в	2	16
190	такой же	3	16
191	и даже	4	16
192	в которых	3	16
193	мы имеем	2	16
194	таким же	4	16
195	те же	3	15
196	по этому	4	15
197	что если	2	15
198	в начале	4	15
199	от этого	3	15
200	со всеми	4	15
201	как она	2	15
202	ничего не	4	15
203	на все	2	15
204	и это	6	15
205	в них	14	15
206	точка зрения	2	14
207	и во	4	14
208	что у	3	14
209	из этого	2	14
210	одной из	5	14
211	уже говорили	13	14
212	связанные с	4	14
213	одно и	2	14
214	о чем	2	14
215	свою очередь	3	14
216	об этом	2	14
217	содержится в	2	14
218	с его	5	14
219	одним из	3	14
220	и здесь	5	14
221	благодаря этому	3	13
222	но все	5	13
223	лишь в	2	13
224	в виде	2	13
225	другом месте	3	13
226	человека и	3	13
227	в состоянии	2	13
228	они не	2	13
229	что между	2	13
230	к его	2	13
231	его к	3	13
232	для всех	3	13
233	в основном	2	13
234	и потому	6	12
235	в ее	6	12
236	но только	2	12
237	первый план	2	12
238	даже в	4	12
239	выражение в	3	12
240	несмотря на	3	12
241	в ней	10	12
242	и обратно	3	12
243	еще более	4	12
244	на первый	2	12
245	в одной	5	12
246	которых мы	2	12
247	только на	2	12
248	к нему	7	12
249	все основные	3	12
250	но он	8	12
251	на самом	2	11
252	в конце	9	11
253	одно из	2	11
254	а только	2	11
255	с собой	2	11
256	есть не	2	11
257	на том	2	11
258	находится в	2	11
259	например в	8	11
260	в других	2	11
261	те и	2	11
262	с ее	3	11
263	раз в	2	11
264	мы увидим	4	11
265	и наконец	6	11
266	нас в	3	11
267	или менее	3	11
268	он в	2	11
269	не знает	4	11
270	есть в	9	11
271	нами выше	2	10
272	из всех	2	10
273	у нас	4	10
274	связи и	3	10
275	в другой	2	10
276	в следующем	3	10
277	вместо того	2	10
278	том числе	4	10
279	одного из	3	10
280	в основу	2	10
281	что его	2	10
282	во второй	3	10
283	и т.п	21	10
284	внимание на	2	10
285	и у	7	10
286	числе и	2	10
287	к жизни	4	10
288	и может	2	10
289	но этот	4	10
290	учение о	2	10
291	что именно	2	10
292	в плане	7	9
293	к этим	3	9
294	в новой	7	9
295	также и	6	9
296	он может	3	9
297	еще в	4	9
298	мы говорим	2	9
299	но эта	2	9
300	связано с	3	9
301	хотя и	5	9
302	и он	4	9
303	всех тех	3	9
304	мы в	2	9
305	в системе	2	9
306	более или	3	9
307	находит свое	2	9
308	та же	7	9
309	понятно что	2	9
310	оно не	2	9
311	но с	3	9
312	место в	4	9
313	и до	14	9
314	в первой	4	9
315	должен быть	4	9
316	или в	5	9
317	связь с	2	8
318	в заключение	2	8
319	во время	12	8
320	себе и	2	8
321	на которой	3	8
322	тенденция к	2	8
323	и др	12	8
324	на одном	7	8
325	не как	2	8
326	в эту	2	8
327	в более	4	8
328	не на	5	8
329	и из	2	8
330	сам по	2	8
331	не мог	2	8
332	том как	3	8
333	только и	2	8
334	образом в	2	8
335	один раз	2	8
336	и те	5	8
337	еще один	2	8
338	о котором	5	8
339	в течение	2	8
340	связан с	3	8
341	у них	3	7
342	здесь в	9	7
343	одну из	2	7
344	должна быть	3	7
345	с ними	4	7
346	а также	8	7
347	находятся в	2	7
348	образом и	2	7
349	с более	2	7
350	в разных	2	7
351	на место	4	7
352	он говорит	2	7
353	которой он	2	7
354	же в	2	7
355	это в	4	7
356	всех этих	2	7
357	и особенно	3	7
358	этой речи	2	7
359	он сам	4	7
360	снизу вверх	3	7
361	и сам	2	7
362	но по	3	7
363	связаны с	7	7
364	до того	3	7
365	принадлежит к	2	7
366	в значительной	5	7
367	на него	2	7
368	но они	3	7
369	в ряде	6	7
370	ничем не	3	7
371	говорили что	4	7
372	момента в	2	6
373	и вообще	3	6
374	это было	4	6
375	для его	2	6
376	роль в	4	6
377	находим в	2	6
378	начиная с	3	6
379	на другой	2	6
380	и самый	2	6
381	говорит о	2	6
382	или даже	2	6
383	вперед по	3	6
384	уже не	2	6
385	как его	2	6
386	еще и	2	6
387	и эти	2	6
388	всего в	5	6
389	сверху вниз	4	6
390	дело в	2	6
391	фактов и	2	6
392	том и	2	6
393	и о	2	6
394	этот момент	2	6
395	что их	2	6
396	одна из	7	6
397	тех же	2	6
398	себе в	3	6
399	может стать	2	6
400	очень часто	5	6
401	он как	2	6
402	в словах	2	6
403	в различных	2	6
404	высшей ступени	2	5
405	от него	3	5
406	к самому	2	5
407	все они	7	5
408	как у	3	5
409	от всех	3	5
410	после того	6	5
411	и снова	2	5
412	же что	2	5
413	есть только	3	5
414	в область	3	5
415	в свое	2	5
416	в него	4	5
417	только с	2	5
418	только его	2	5
419	все его	3	5
420	выступает в	2	5
421	себя в	3	5
422	котором мы	4	5
423	другими словами	2	5
424	нигде не	2	5
425	оказывается что	3	5
426	и оказывается	2	5
427	конце концов	5	5
428	может иметь	2	5
429	более того	3	5
430	видим что	2	5
431	никто не	11	5
432	им в	2	5
433	значительной степени	3	5
434	дело не	2	5
435	новые и	2	5
436	что по	2	5
437	человека с	2	5
438	язык и	2	5
439	что еще	2	5
440	свое время	2	5
441	не просто	3	5
442	а следовательно	2	5
443	в форме	6	5
444	кроме того	6	5
445	в большей	2	5
446	связанное с	2	5
447	все те	2	5
448	и вот	3	4
449	образов и	4	4
450	бы оно	2	4
451	так например	2	4
452	такое же	2	4
453	в дальнейшем	3	4
454	рядом с	9	4
455	в одну	4	4
456	возникновения и	2	4
457	на всю	2	4
458	такое объяснение	2	4
459	время в	3	4
460	так сказать	5	4
461	в центре	2	4
462	вперед в	2	4
463	в каждой	2	4
464	не подлежит	4	4
465	движения в	3	4
466	стороны с	2	4
467	одновременно и	2	4
468	совсем не	3	4
469	и когда	3	4
470	те кто	2	4
471	есть то	2	4
472	но эти	2	4
473	ни было	2	4
474	что есть	2	4
475	и сама	2	4
476	как о	5	4
477	а именно	2	4
478	с вещами	2	4
479	этому вопросу	2	4
480	входят в	3	4
481	что значит	3	4
482	есть такой	2	4
483	и эта	4	4
484	превращается в	2	4
485	и со	2	4
486	в целях	2	4
487	в реальном	2	4
488	и самым	2	4
489	то он	2	4
490	есть и	4	4
491	мы встречаем	3	4
492	в следующей	7	4
493	имеет дело	2	4
494	то новое	3	4
495	во все	3	4
496	в приведенном	3	4
497	и вся	3	4
498	нас не	5	4
499	ему в	2	4
500	здесь не	2	4
501	жизни и	6	4
502	всего этого	3	4
503	встречаются в	2	4
504	влияния на	2	4
505	начинается с	2	4
506	здесь и	5	4
507	не было	4	4
508	конечно не	2	4
509	чем же	2	4
510	в новых	3	4
511	в голове	2	3
512	в речевом	2	3
513	следовательно и	2	3
514	здесь как	2	3
515	которое он	2	3
516	по горизонтали	2	3
517	же мы	2	3
518	в ту	3	3
519	я видел	3	3
520	этой главы	2	3
521	интерес к	2	3
522	движение в	8	3
523	в некоторой	2	3
524	о происхождении	2	3
525	именно на	2	3
526	каждый из	2	3
527	связанных с	5	3
528	вперед и	2	3
529	ее как	2	3
530	образом все	2	3
531	в отдельности	3	3
532	как я	4	3
533	сливается с	2	3
534	никакому сомнению	2	3
535	и движение	2	3
536	одной плоскости	3	3
537	и еще	2	3
538	как нечто	2	3
539	но уже	3	3
540	он и	2	3
541	новое и	2	3
542	в книге	2	3
543	это явление	2	3
544	и всегда	2	3
545	одном из	5	3
546	может и	2	3
547	всех других	2	3
548	а для	2	3
549	не могла	2	3
550	и новые	2	3
551	во многих	2	3
552	что находится	2	3
553	далеко не	2	3
554	и благодаря	3	3
555	имеем в	2	3
556	от них	2	3
557	не знаем	2	3
558	за то	4	3
559	момент в	4	3
560	повод для	2	3
561	этой новой	2	3
562	в это	3	3
563	в глаза	2	3
564	ведь это	3	3
565	оно было	3	3
566	он хочет	6	3
567	о нем	3	3
568	не были	5	3
569	конечно в	2	3
570	и различные	2	3
571	мы найдем	4	3
572	но именно	3	3
573	по своим	2	3
574	в большинстве	9	3
575	так чтобы	3	3
576	же время	12	3
577	мира и	6	3
578	в построении	2	2
579	этот последний	2	2
580	большинстве случаев	9	2
581	это движение	2	2
582	но здесь	2	2
583	характер в	4	2
584	в образах	8	2
585	переходит в	2	2
586	и самого	2	2
587	предполагать что	2	2
588	правда и	2	2
589	границы между	9	2
590	речь эта	2	2
591	мы сейчас	2	2
592	в историческом	3	2
593	похожие на	2	2
594	места в	2	2
595	и новых	2	2
596	в эти	2	2
597	уже видели	2	2
598	ему не	2	2
599	в таких	2	2
600	оно и	3	2
601	при виде	5	2
602	влияние на	5	2
603	в другое	5	2
604	том или	2	2
605	следующей главе	6	2
606	как вы	2	2
607	все то	3	2
608	особенно в	2	2
609	первых двух	3	2
610	его за	2	2
611	т.п но	2	2
612	него в	2	2
613	здесь он	3	2
614	в мире	3	2
615	явлений и	2	2
616	представлений о	3	2
617	их и	2	2
618	этой книги	2	2
619	и мыслей	2	2
620	между людьми	2	2
621	однако по	2	2
622	из самых	4	2
623	в первых	2	2
624	отрыве от	2	2
625	во времени	2	2
626	и высшей	2	2
627	он действует	2	2
628	на голову	2	2
629	они были	5	2
630	в руках	4	2
631	для этой	3	2
632	также как	2	2
633	оказалось что	2	2
634	характер и	2	2
635	его как	3	2
636	по всей	2	2
637	из земли	2	2
638	мотивов и	2	2
639	из одного	4	2
640	всех его	3	2
641	остановимся на	3	2
642	видеть и	2	2
643	здесь нет	3	2
644	не совсем	2	2
645	он только	2	2
646	в землю	5	2
647	в другие	2	2
648	направление в	2	2
649	на глазах	2	2
650	и через	2	2
651	к себе	3	2
652	между вещами	3	2
653	он дает	5	2
654	здесь на	3	2
655	которым он	4	2
656	и очень	2	2
657	они и	4	2
658	если б	2	2
659	здесь же	2	2
660	на них	3	2
661	в предыдущей	2	2
662	и судьба	2	2
663	он был	7	2
664	момент и	2	2
665	новой и	2	2
666	там и	3	2
667	образом это	2	2
668	в человеческом	3	2
669	существенную роль	2	2
670	так много	4	2
671	с полной	2	2
672	своей части	3	2
673	объединяет в	3	2
674	и так	2	2
675	к новому	2	2
676	роль играет	3	2
677	ином виде	2	2
678	нашего анализа	2	2
