N	2gram	Bakhtin_Pr	Dialekti
1	не есть	2	181
2	и не	66	120
3	по себе	13	79
4	а не	30	78
5	и в	59	77
6	точки зрения	36	72
7	может быть	38	71
8	не только	26	66
9	то что	21	59
10	и есть	6	55
11	ничего не	8	54
12	не может	31	53
13	и даже	4	47
14	так как	11	46
15	с точки	21	46
16	есть нечто	2	46
17	потому что	20	45
18	стало быть	2	44
19	как бы	40	43
20	ни в	5	42
21	и что	2	42
22	не имеет	2	41
23	вовсе не	13	41
24	в том	17	40
25	в этом	40	39
26	то же	15	39
27	в себе	9	38
28	что она	6	38
29	том что	15	37
30	что он	16	37
31	прежде всего	17	37
32	это не	13	36
33	так что	3	36
34	что в	14	34
35	в нем	38	34
36	и все	4	33
37	того что	4	33
38	но и	22	32
39	все это	12	31
40	и как	10	30
41	сказать что	9	30
42	так и	13	29
43	было бы	10	29
44	как и	21	28
45	никогда не	19	27
46	крайней мере	3	26
47	по крайней	3	26
48	в виду	2	26
49	не в	10	26
50	есть и	2	26
51	сама по	3	26
52	есть только	5	25
53	есть не	3	25
54	и пр	3	25
55	говорить о	3	25
56	если бы	12	24
57	но это	7	24
58	и вот	4	23
59	в то	15	23
60	это и	10	23
61	что оно	2	23
62	таким образом	22	23
63	я не	7	22
64	она не	9	21
65	что не	6	21
66	должна быть	4	21
67	в чем	2	21
68	в каком	2	20
69	что все	5	20
70	только в	15	20
71	как раз	9	20
72	что и	10	20
73	совершенно не	2	20
74	о том	5	20
75	уже не	14	20
76	и с	10	20
77	в таком	2	20
78	и притом	3	19
79	как же	5	19
80	в своем	12	19
81	что мы	2	19
82	как это	2	19
83	не менее	3	19
84	и это	5	19
85	тогда когда	2	19
86	в самом	19	19
87	и его	21	19
88	что же	5	18
89	с другой	3	18
90	хотя бы	5	18
91	же время	10	18
92	ни на	2	18
93	жизни и	21	18
94	в основе	6	17
95	той или	3	17
96	в сущности	11	17
97	можно сказать	3	17
98	должно быть	4	17
99	в особенности	2	17
100	он есть	5	17
101	другими словами	2	16
102	в своей	17	16
103	мы не	3	16
104	кроме того	3	16
105	или не	2	16
106	к нему	13	16
107	да и	3	16
108	об этом	4	16
109	само по	4	16
110	конечно не	7	16
111	и о	5	15
112	сознания и	9	15
113	только что	3	15
114	но только	3	15
115	как таковой	2	15
116	все же	9	15
117	так же	10	15
118	самом деле	9	15
119	же и	2	15
120	личности в	7	15
121	несмотря на	7	15
122	мы уже	4	15
123	и потому	9	14
124	жизнь и	3	14
125	и ее	5	14
126	с ним	13	14
127	даже и	2	14
128	есть то	4	14
129	же это	2	14
130	а именно	4	14
131	не было	5	14
132	и только	2	14
133	и следовательно	7	13
134	но в	7	13
135	в ней	8	13
136	время как	2	13
137	отличается от	3	13
138	он не	11	13
139	идея и	2	13
140	что именно	2	13
141	что они	3	13
142	другой стороны	3	13
143	с ее	5	13
144	в смысле	4	13
145	и к	5	13
146	вопрос о	4	12
147	могут быть	5	12
148	еще не	11	12
149	все эти	12	12
150	никак не	3	12
151	все равно	3	12
152	именно в	8	12
153	перед нами	8	12
154	не могут	6	12
155	но как	4	12
156	а в	9	12
157	тем более	2	12
158	и нет	2	12
159	с этим	2	12
160	но не	13	12
161	не о	3	11
162	мы должны	6	11
163	нисколько не	2	11
164	быть в	2	11
165	от того	4	11
166	и тем	2	11
167	ничем не	2	11
168	его не	2	11
169	в них	5	11
170	что если	4	11
171	в данном	3	11
172	мы имеем	2	11
173	только то	3	11
