N	3gram	Vygotskiy_	Myslijsy
1	в том что	30	47
2	по отношению к	11	26
3	не может быть	8	19
4	только тогда когда	4	17
5	сам по себе	3	14
6	в свою очередь	3	14
7	само по себе	3	14
8	от того что	2	13
9	то же время	2	13
10	в то же	2	13
11	во всяком случае	5	12
12	с другой стороны	10	12
13	до сих пор	4	12
14	смысле этого слова	6	12
15	подобно тому как	2	11
16	для того чтобы	19	11
17	в то время	5	10
18	с одной стороны	14	10
19	мы не можем	3	9
20	о том что	10	9
21	на то что	9	9
22	на самом деле	3	8
23	вместе с тем	5	8
24	и то же	2	7
25	можно сказать что	5	7
26	как и в	2	7
27	одной и той	2	7
28	одно и то	2	7
29	не только не	2	7
30	и той же	2	7
31	с точки зрения	34	7
32	не в состоянии	2	7
33	сама по себе	3	7
34	в этом смысле	3	7
35	то же самое	4	6
36	с самого начала	9	6
37	друг от друга	4	6
38	тем и другим	2	5
39	таким образом что	3	5
40	к тому что	3	5
41	то же что	2	5
42	то что в	2	5
43	и таким образом	2	5
44	все более и	3	4
45	вопрос о том	2	4
46	в данном случае	5	4
47	в том же	3	4
48	и в самом	2	4
49	мы видели что	4	4
50	в этом отношении	6	4
51	но на деле	2	4
52	то время как	4	4
53	в собственном смысле	8	4
54	на этот вопрос	5	4
55	между тем и	2	4
56	с таким образом	6	4
57	дело в том	2	4
58	более и более	3	4
59	в том чтобы	6	4
60	из того что	7	3
61	этой точки зрения	2	3
62	на каждом шагу	2	3
63	если бы мы	3	3
64	том что он	2	3
65	что он не	2	3
66	можно было бы	6	3
67	одной стороны и	3	3
68	виде в каком	2	3
69	и тем самым	4	3
70	точно так же	2	3
71	потому что он	3	3
72	в связи с	3	3
73	заключается в том	10	3
74	мы увидим что	2	3
75	в одном из	2	3
76	когда мы говорим	2	3
77	друг к другу	2	2
78	но вместе с	5	2
79	в начале развития	2	2
80	так же как	6	2
81	есть прежде всего	2	2
82	только то что	2	2
83	и потому что	2	2
84	не потому что	2	2
85	мы должны будем	2	2
86	заметить что в	2	2
87	о которой мы	2	2
88	того что в	3	2
89	мы старались показать	2	2
90	и тем более	2	2
91	мы могли бы	9	2
92	состоит в том	4	2
93	в целом и	6	2
94	к тому чтобы	2	2
95	и в отношении	3	2
96	понимают друг друга	2	2
