N	2gram	Trubetskoy	KulturaY
1	и в	24	84
2	в том	31	74
3	потому что	9	68
4	не только	10	60
5	точки зрения	14	59
6	в этом	13	57
7	было бы	3	53
8	и не	9	52
9	может быть	17	47
10	том что	20	44
11	того чтобы	8	44
12	что в	9	44
13	для того	8	41
14	в самом	8	41
15	у нас	3	38
16	самом деле	12	37
17	хотя бы	4	37
18	так как	7	36
19	с точки	8	36
20	в области	4	34
21	таким образом	34	33
22	если бы	8	32
23	не в	9	30
24	прежде всего	3	30
25	в его	5	30
26	все же	15	29
27	того что	7	28
28	не менее	7	28
29	все эти	19	28
30	в силу	7	26
31	не может	18	25
32	то что	18	25
33	вовсе не	2	25
34	вопрос о	3	24
35	еще не	6	24
36	с другой	6	24
37	так и	10	23
38	то же	4	23
39	только в	6	23
40	тем не	4	21
41	во всяком	2	20
42	но и	11	20
43	и что	9	20
44	что он	7	19
45	но в	5	19
46	зависимости от	2	19
47	о том	7	19
48	всяком случае	2	19
49	что же	2	19
50	между тем	12	18
51	связи с	4	18
52	все это	13	18
53	к тому	8	18
54	с тем	4	18
55	в сущности	2	18
56	как бы	10	18
57	и с	5	18
58	вместе с	7	18
59	это не	3	17
60	что это	5	17
61	другой стороны	5	17
62	в виду	2	16
63	что и	7	16
64	тот же	3	16
65	но не	3	16
66	по отношению	11	15
67	а в	3	15
68	при этом	9	15
69	в данном	3	15
70	должно быть	5	15
71	целый ряд	4	15
72	лишь в	5	15
73	том чтобы	2	15
74	именно в	5	15
75	не было	2	15
76	как на	6	15
77	в нашем	3	15
78	в них	2	14
79	в связи	3	14
80	хотя и	4	14
81	я не	2	14
82	как мы	3	14
83	отношению к	11	14
84	сих пор	15	14
85	также и	2	14
86	если мы	4	14
87	и на	6	14
88	в ней	3	14
89	до сих	15	14
90	не могут	4	13
91	по существу	7	13
92	между прочим	2	13
93	что она	2	13
94	в этой	7	13
95	в которых	2	13
96	для нас	3	13
97	и его	2	13
98	той же	2	13
99	этот вопрос	2	12
100	для этого	7	12
101	с этой	3	12
102	того же	9	12
103	тогда когда	3	12
104	этого слова	2	12
105	в результате	9	12
106	говорить о	2	12
107	ясно что	8	12
108	должен быть	2	11
109	в их	4	11
110	в своем	12	11
111	на себе	2	11
112	те же	2	11
113	из этих	8	11
114	должна быть	6	11
115	в нем	3	11
116	совершенно не	4	11
117	и то	4	11
118	и если	6	11
119	он не	4	11
120	тем самым	3	10
121	так же	8	10
122	в то	6	10
123	к этому	5	10
124	они не	2	10
125	в общем	6	10
126	как и	10	10
127	ту же	2	10
128	тех же	2	10
129	с этим	12	10
130	тем более	3	10
131	бы в	3	10
132	несмотря на	6	10
133	от того	3	10
134	конечно не	3	10
135	очевидно что	3	9
136	не потому	2	9
137	в целом	5	9
138	что все	5	9
139	и для	6	9
140	в которой	5	9
141	не имеет	2	9
142	на то	9	9
143	но для	2	9
144	что мы	4	9
145	на самом	7	8
146	в частности	2	8
147	только тогда	2	8
148	мы видели	2	8
149	в своих	2	8
150	тех пор	2	8
151	а потому	5	8
152	что на	2	8
153	с одной	3	8
154	в тех	3	8
155	что они	2	8
156	этом случае	4	8
157	то и	2	8
158	независимо от	2	8
159	в этих	3	8
160	тому что	2	8
161	заключается в	3	8
162	но все	5	8
