N	2gram	Vygotskiy_	Vladivir
1	и в	33	116
2	то что	48	71
3	и не	18	67
4	не только	28	65
5	у него	8	65
6	в этом	43	53
7	в том	44	52
8	том что	41	51
9	что в	33	48
10	но и	14	47
11	в конце	3	41
12	в его	15	40
13	и с	7	39
14	сказать что	18	36
15	и даже	3	36
16	также и	2	36
17	так что	8	35
18	учение о	3	35
19	потому что	40	33
20	еще и	3	32
21	что он	40	32
22	не может	31	31
23	о том	13	30
24	только в	21	30
25	никогда не	10	29
26	как мы	20	29
27	для него	9	29
28	вовсе не	2	27
29	а в	5	27
30	в то	5	25
31	но в	9	25
32	в себе	4	25
33	и то	9	25
34	и его	6	25
35	точки зрения	27	23
36	может быть	15	23
37	он не	13	23
38	что же	2	23
39	в виде	3	22
40	так как	20	22
41	кроме того	2	22
42	в своей	5	21
43	вместе с	9	21
44	в своем	11	20
45	прежде всего	5	20
46	и что	18	20
47	и потому	3	19
48	так и	8	19
49	не менее	4	19
50	как раз	5	19
51	по поводу	3	19
52	таким образом	30	19
53	не в	10	18
54	как это	11	18
55	как и	13	18
56	с его	3	18
57	едва ли	2	17
58	что и	11	17
59	в этой	8	17
60	то это	2	17
61	у нас	4	17
62	а не	14	17
63	все же	5	16
64	того что	34	16
65	было бы	18	16
66	к тому	14	16
67	и все	2	16
68	в котором	2	16
69	не есть	4	16
70	до конца	3	15
71	в связи	6	15
72	но это	4	15
73	к этому	7	15
74	несмотря на	3	15
75	то же	12	15
76	в своих	5	15
77	и к	7	15
78	того же	13	14
79	уже в	4	14
80	все эти	9	14
81	и как	7	14
82	и на	11	14
83	раз и	3	14
84	мы уже	4	14
85	так же	22	13
86	с тем	9	13
87	можно сказать	7	13
88	и от	2	13
89	в результате	9	13
90	жизни и	2	13
91	на этот	9	13
92	то время	4	13
93	во всем	2	13
94	только на	3	12
95	ничего не	6	12
96	в нем	10	12
97	и по	5	12
98	связи с	9	12
99	во всяком	4	12
100	то в	7	12
101	и это	3	12
102	учения о	2	12
103	если не	3	12
104	по себе	8	12
105	всяком случае	2	12
106	в отношении	18	11
107	мы должны	13	11
108	еще в	3	11
109	я не	6	11
110	при этом	9	11
111	все это	2	11
112	это есть	5	11
113	никак не	6	11
114	в данном	4	11
115	хотя бы	5	11
116	в которой	8	11
117	и здесь	2	11
118	на то	6	11
119	но что	6	11
120	конце концов	2	11
121	тому же	3	11
122	в основном	2	11
123	к нему	4	10
124	в ней	2	10
125	что его	2	10
126	что все	9	10
127	в качестве	13	10
128	в истории	3	10
129	можно было	11	10
130	еще не	11	10
131	но не	13	10
132	что для	2	10
133	в самом	10	10
134	отнюдь не	2	10
135	с точки	12	10
136	с ним	6	10
137	это не	8	9
138	но как	6	9
139	о чем	3	9
140	и притом	2	9
141	мы знаем	5	9
142	а с	3	9
143	а только	8	9
144	в целом	8	9
145	в начале	2	9
146	по существу	5	9
147	что если	6	9
148	с этим	9	9
149	с другой	11	9
150	именно в	8	9
151	этом смысле	5	9
152	что мы	11	9
153	из этого	3	9
154	отношения к	2	9
155	мы будем	4	9
156	но он	8	9
157	свое время	2	8
158	это мы	3	8
159	отношение к	12	8
160	не столько	3	8
161	в чем	10	8
