N	2gram	Voloshinov	Problema
1	и в	13	182
2	и не	8	152
3	вовсе не	2	145
4	то что	6	144
5	не только	6	104
6	в этом	2	88
7	может быть	8	82
8	том что	2	81
9	в том	2	81
10	только в	6	73
11	но и	3	70
12	не менее	2	58
13	так и	3	56
14	а не	2	56
15	но в	4	55
16	в себе	3	48
17	смысле слова	2	47
18	было бы	4	46
19	в своей	4	45
20	прежде всего	9	45
21	что в	3	44
22	в его	7	44
23	все эти	2	43
24	не в	3	43
25	таким образом	6	42
26	то же	4	42
27	так как	3	40
28	и то	3	40
29	не может	8	39
30	и тем	2	39
31	как бы	6	39
32	в данном	2	38
33	хотя бы	5	37
34	в нем	2	37
35	точки зрения	7	36
36	и все	3	36
37	как и	3	34
38	не является	4	33
39	все это	4	31
40	так же	2	31
41	с другой	2	30
42	и для	3	30
43	все же	5	29
44	в связи	2	29
45	данном случае	2	28
46	что же	3	28
47	мы не	4	28
48	а в	2	28
49	ничего общего	3	27
50	еще и	4	26
51	да и	3	26
52	другой стороны	2	26
53	и его	12	26
54	с точки	5	25
55	мы можем	4	25
56	не имеет	2	24
57	только и	4	23
58	есть не	2	23
59	при этом	2	23
60	никогда не	3	22
61	и является	2	22
62	нет ничего	2	22
63	и к	2	22
64	мы должны	6	21
65	и ее	2	21
66	а также	2	21
67	для себя	2	21
68	в самом	2	21
69	говорить о	3	21
70	несмотря на	2	20
71	тем что	2	20
72	в отношении	2	19
73	того или	2	19
74	если бы	2	19
75	уже в	2	19
76	самом деле	3	19
77	в них	2	19
78	как в	2	19
79	в ее	3	18
80	в ней	2	18
81	мы уже	2	17
82	в языке	2	17
83	что они	2	17
84	к тому	2	16
85	художественного произведения	5	16
86	между собою	2	16
87	в чем	2	15
88	общего с	3	15
89	с этим	3	15
90	не что	2	14
91	за пределы	3	14
92	иное как	2	14
93	что иное	2	14
94	в целях	2	13
95	в их	3	13
96	в области	2	13
97	или иного	2	13
98	учение о	2	13
99	в которой	3	12
100	в другом	2	12
101	с одной	2	12
102	в целом	2	12
103	и следовательно	2	11
104	тот же	2	11
105	одной стороны	2	11
106	и их	7	11
107	в искусстве	3	11
108	слова и	2	10
109	собственно говоря	2	10
110	в одном	3	10
111	художественное произведение	2	10
112	здесь мы	3	9
113	языка и	5	9
114	в тех	2	9
115	и наконец	5	9
116	чем же	2	9
117	в своих	2	9
118	бы в	2	9
119	от этого	2	8
120	в г	2	8
121	для него	2	8
122	мы считаем	2	8
123	с этой	2	8
124	входит в	2	8
125	еще в	2	8
126	в сознании	4	8
127	к сожалению	2	8
128	во всей	2	8
129	с самого	2	8
130	и этот	2	8
131	которое мы	2	8
132	но ведь	5	8
133	и при	2	8
134	но для	3	8
135	во всем	2	8
136	самого начала	2	7
137	может иметь	2	7
138	сознания и	2	7
139	не чем	2	7
140	чем иным	2	7
141	не на	2	7
142	иным как	2	7
143	ее в	2	7
144	не как	3	6
145	она является	2	6
146	в зависимости	2	6
147	г в	3	6
148	в действительности	2	6
149	который мы	2	6
150	в общем	2	6
151	могут быть	2	6
152	и может	2	6
153	и уже	3	6
154	зависимости от	2	6
155	есть прежде	3	6
156	не мог	2	6
157	его на	2	5
158	в ряд	2	5
159	одно и	3	5
160	лишь в	4	5
161	себе что	2	5
162	только путем	3	5
163	что эта	2	5
164	между тем	2	5
165	говорить об	2	5
166	тех пор	4	5
167	там где	2	5
168	в этот	2	5
169	в пределах	3	5
170	в каждом	4	5
171	а как	2	4
172	символики и	2	4
173	кажется что	2	4
174	человеческой речи	2	4
175	вопроса о	4	4
176	и наиболее	2	4
177	он только	2	4
178	явлений и	2	4
179	только его	2	4
180	но мы	4	4
181	и др	2	4
182	до тех	4	4
183	и пр	7	4
184	мог бы	2	4
185	от своего	2	3
186	но такое	2	3
187	языка как	3	3
188	но так	2	3
189	нуждается в	2	3
190	представим себе	2	3
191	отношений между	2	3
192	превращается в	3	3
193	думать что	2	3
194	связанные с	2	3
195	и должно	2	3
196	с помощью	2	3
197	ни один	3	3
198	со всей	3	3
199	для целей	3	3
200	не столько	3	3
201	мы понимаем	2	3
202	с ними	2	3
203	мы видим	2	3
204	символов и	2	3
205	конечно в	2	3
206	к предмету	2	3
207	о языке	2	3
208	каждый элемент	2	3
209	с историей	2	3
210	возражать против	2	3
211	всей своей	2	3
212	в процессе	5	3
213	представляет себе	2	2
214	при анализе	3	2
215	своего рода	2	2
216	поставить вопрос	3	2
217	является уже	2	2
218	и эта	5	2
219	только ее	2	2
220	от всех	2	2
221	роль в	2	2
222	на фоне	4	2
223	как системы	3	2
224	вслед за	2	2
225	по отношению	3	2
226	слово в	3	2
227	путем отвлечения	2	2
228	категорий но	2	2
229	может стать	2	2
230	для поэта	2	2
231	случае и	2	2
232	художественных произведений	2	2
233	на язык	2	2
234	произведения как	4	2
235	отношению к	3	2
236	вполне понятно	4	2
