N	3gram	Tiupa_Hudo	Literetu
1	в то же	7	21
2	то же время	7	21
3	в том что	8	21
4	по отношению к	10	12
5	с одной стороны	3	12
6	в отличие от	7	11
7	не может быть	4	11
8	состоит в том	5	11
9	в конечном счете	5	10
10	так или иначе	4	10
11	присутствия в мире	7	8
12	с точки зрения	3	8
13	с другой стороны	6	7
14	в том числе	3	6
15	подобно тому как	3	6
16	в русской литературе	2	5
17	тем не менее	3	5
18	этой точки зрения	2	5
19	с этой точки	2	5
20	в связи с	3	5
21	и прежде всего	2	4
22	бы то ни	2	4
23	в силу своей	4	4
24	то ни было	2	4
25	читателя зрителя слушателя	3	4
26	я в мире	7	4
27	себя в другом	2	3
28	факторов художественного впечатления	4	3
29	той или иной	5	3
30	в самом деле	2	3
31	художественная деятельность мыслится	2	3
32	по большей части	2	3
33	не сводится к	9	3
34	в области искусства	2	3
35	художественного мышления и	2	3
36	по сути своей	3	3
37	субъект художественной деятельности	3	3
38	как совокупность факторов	2	3
39	ту или иную	2	3
40	совокупность факторов художественного	2	3
41	в знаковом материале	3	3
42	том числе и	2	3
43	в равной степени	2	3
44	в свою очередь	2	3
45	начинает восприниматься как	2	2
46	одно и то	3	2
47	для того чтобы	5	2
48	художественности состоит в	2	2
49	и то же	3	2
50	на воспринимающее сознание	2	2
51	креативного и рецептивного	2	2
52	в отношении к	2	2
53	мы имеем дело	2	2
54	в виду не	3	2
55	так и не	4	2
56	с легкой руки	2	2
57	в общественном сознании	2	2
58	и в самом	3	2
59	новой парадигмы художественности	2	2
60	а с другой	2	2
61	к тому что	2	2
62	несет в себе	3	2
63	не могло быть	2	2
64	деятельностью направленной на	2	2
65	в значительной степени	2	2
66	тех или иных	2	2
67	определяющим отношением художественности	2	2
