N	3gram	Losev_Vesc	Dialekti
1	и т д	36	75
2	это значит что	25	47
3	с точки зрения	6	46
4	по крайней мере	10	26
5	сама по себе	7	26
6	в том что	9	25
7	не есть ни	12	24
8	ни в каком	6	18
9	не может быть	22	18
10	не что иное	12	18
11	что иное как	12	18
12	само по себе	4	16
13	тем не менее	11	16
14	сам по себе	4	16
15	то же время	4	15
16	в то же	5	14
17	т д и	11	14
18	только тогда когда	2	13
19	одно и то	5	12
20	и то же	5	12
21	о том что	4	12
22	д и т	10	12
23	с другой стороны	3	12
24	я утверждаю что	3	12
25	на то что	7	11
26	есть не что	8	11
27	есть то что	4	11
28	в самом деле	7	10
29	т е в	7	10
30	той или другой	3	10
31	что она есть	3	10
32	вовсе не есть	6	9
33	подобно тому как	5	9
34	не есть просто	5	9
35	и не только	6	9
36	содержит в себе	11	9
37	и в этом	2	9
38	это и есть	4	9
39	или по крайней	2	8
40	тех или других	4	8
41	не только не	4	8
42	только то что	3	8
43	в то время	4	8
44	внутреннего и внешнего	2	8
45	в этом смысле	2	8
46	то время как	4	8
47	но что такое	4	7
48	от всего прочего	8	7
49	т е не	5	7
50	можно сказать что	3	7
51	сами по себе	3	7
52	не потому что	5	7
53	то это значит	3	7
54	и в частности	2	7
55	я не буду	2	7
56	что она –	2	7
57	в каком случае	4	7
58	так или иначе	5	7
59	случае не есть	2	6
60	крайней мере в	2	6
61	более или менее	4	6
62	для того чтобы	2	6
63	с какой стороны	2	6
64	значит что мы	6	6
65	то что мы	3	6
66	во всяком случае	2	6
67	что не есть	4	6
68	ни с какой	2	6
69	что это есть	3	6
70	с одной стороны	3	6
71	и в то	3	6
72	не имеет никакого	2	6
73	то и другое	6	5
74	и даже не	3	5
75	и больше ничего	12	5
76	тем или другим	2	5
77	это не есть	2	5
78	в конце концов	2	5
79	есть прежде всего	4	5
80	от того что	4	5
81	ничто не мешает	2	5
82	не есть только	5	5
83	ни от чего	3	5
84	в нем нет	2	5
85	к тому что	2	5
86	все это –	2	5
87	не говорит о	2	5
88	но это –	4	5
89	и тем не	5	5
90	по сравнению с	7	5
91	а не только	2	4
92	как раз и	2	4
93	что это –	3	4
94	не есть ли	3	4
95	из того что	3	4
96	так же как	2	4
97	как бы ни	2	4
98	может быть только	6	4
99	в данном случае	2	4
100	это значит? это	2	4
101	не может и	2	4
102	этой точки зрения	3	4
103	с этой точки	3	4
104	значит? это значит	2	4
105	но даже и	2	4
106	но это значит	2	4
107	то ясно что	2	4
108	что это значит?	4	4
109	в этом отношении	2	4
110	того что она	2	4
111	можно было бы	3	4
112	какой стороны не	2	4
113	никакого отношения к	2	4
114	по смыслу своему	2	4
115	имеет никакого отношения	2	4
116	не может не	3	4
117	равно как и	4	4
118	бы то ни	12	3
119	я мог бы	5	3
120	мы говорим что	3	3
121	и что она	2	3
122	в чем же	5	3
123	есть не просто	2	3
124	это и значит	4	3
125	что же такое	4	3
126	не было ни	2	3
127	мы находим в	2	3
128	даже больше того	6	3
129	и есть то	2	3
130	то что я	2	3
131	так что в	3	3
132	каком случае не	2	3
133	значит что она	4	3
134	есть не только	2	3
135	нельзя сказать что	2	3
136	было бы и	5	3
137	и – мы	3	3
138	даже и не	2	3
139	того что именно	2	3
140	и значит что	3	3
141	всего прочего и	2	3
142	на себя функции	2	3
143	если она не	2	3
144	не только в	5	3
145	о том как	4	3
146	как она есть	3	3
147	ту или иную	3	3
148	есть нечто совершенно	2	3
149	но все же	2	3
150	от всего иного	3	3
151	тех или иных	2	3
152	в той или	2	3
153	вы говорите что	2	2
154	мы не можем	3	2
155	никогда не есть	2	2
156	все что угодно	2	2
157	или ничего не	2	2
158	и не просто	3	2
159	по себе совершенно	2	2
160	значит ли это	5	2
161	в подлинном смысле	2	2
162	вопрос о том	2	2
163	друг с другом	2	2
164	сущность и явление	5	2
165	но то что	3	2
166	сказать что она	3	2
167	заключается не в	2	2
168	она не может	3	2
169	ни тем более	2	2
170	и не в	3	2
171	руки и ноги	2	2
172	в отношении к	2	2
173	хотя бы в	2	2
174	– чтобы быть	2	2
175	ли это что	4	2
176	уже не просто	2	2
177	так как мы	2	2
178	а так как	2	2
179	потому что они	4	2
180	и это –	3	2
181	отнюдь не есть	2	2
182	уже не есть	2	2
183	хотя бы и	2	2
184	что оно есть	5	2
185	мы видим что	2	2
186	в собственном смысле	3	2
187	вещи с ее	7	2
188	дело в том	4	2
189	не есть явление	3	2
190	в свою очередь	5	2
191	мы имеем дело	2	2
192	значило бы что	3	2
193	ни с чем	2	2
194	это значило бы	3	2
195	и есть только	2	2
196	идеи и материи	2	2
197	и с другой	2	2
198	быть не просто	2	2
199	но что же	2	2
200	и то что	5	2
201	можно говорить о	2	2
