N	2gram	Bakhtin_Pr	Dialekti
1	не есть	4	181
2	т е	44	159
3	и не	55	120
4	и т	14	82
5	по себе	16	79
6	а не	29	78
7	и в	64	77
8	т д	4	75
9	точки зрения	31	72
10	может быть	43	71
11	не только	26	66
12	то что	21	59
13	и есть	3	55
14	ничего не	8	54
15	не может	26	53
16	и даже	5	47
17	так как	9	46
18	с точки	21	46
19	есть нечто	2	46
20	что это	2	46
21	потому что	8	45
22	как бы	33	43
23	ни в	5	42
24	и что	5	42
25	не имеет	2	41
26	вовсе не	12	41
27	в том	12	40
28	что такое	2	39
29	в этом	33	39
30	то же	18	39
31	в себе	11	38
32	что она	7	38
33	том что	8	37
34	что он	15	37
35	прежде всего	16	37
36	это не	12	36
37	так что	6	36
38	что в	11	34
39	в нем	28	34
40	и все	6	33
41	того что	3	33
42	но и	26	32
43	все это	9	31
44	и как	9	30
45	сказать что	4	30
46	так и	8	29
47	было бы	8	29
48	как и	25	28
49	никогда не	11	27
50	крайней мере	2	26
51	по крайней	2	26
52	в виду	3	26
53	не в	15	26
54	есть и	5	26
55	сама по	5	26
56	и пр	5	25
57	если бы	12	24
58	но это	6	24
59	в то	15	23
60	это и	5	23
61	что оно	2	23
62	таким образом	15	23
63	я не	6	22
64	она не	10	21
65	что не	3	21
66	должна быть	8	21
67	что все	2	20
68	только в	13	20
69	как раз	9	20
70	что и	7	20
71	совершенно не	5	20
72	о том	5	20
73	уже не	15	20
74	и с	9	20
75	в таком	3	20
76	как же	6	19
77	в своем	12	19
78	не менее	3	19
79	и это	8	19
80	в самом	17	19
81	и его	21	19
82	что же	9	18
83	с другой	7	18
84	хотя бы	4	18
85	же время	13	18
86	ни на	3	18
87	жизни и	3	18
88	в основе	4	17
89	в сущности	10	17
90	можно сказать	2	17
91	должно быть	8	17
92	он есть	6	17
93	в своей	11	16
94	мы не	4	16
95	кроме того	5	16
96	только не	2	16
97	сам по	2	16
98	к нему	11	16
99	да и	2	16
100	то это	3	16
101	об этом	3	16
102	тем не	2	16
103	само по	4	16
104	конечно не	4	16
105	и о	7	15
106	быть и	2	15
107	то в	2	15
108	сознания и	8	15
109	также и	3	15
110	как таковой	2	15
111	все же	11	15
112	так же	8	15
113	самом деле	10	15
114	хотя и	5	15
115	и мы	2	15
116	же и	5	15
117	на то	5	15
118	личности в	4	15
119	несмотря на	7	15
120	мы уже	4	15
121	и потому	7	14
122	и ее	5	14
123	с ним	8	14
124	есть то	3	14
125	а именно	2	14
126	не было	5	14
127	и только	3	14
128	и следовательно	7	13
129	но в	14	13
130	в ней	2	13
131	время как	2	13
132	отличается от	5	13
133	он не	14	13
134	другой стороны	6	13
135	в смысле	3	13
136	и к	5	13
137	вопрос о	3	12
138	могут быть	9	12
139	еще не	10	12
140	все эти	13	12
141	никак не	4	12
142	все равно	2	12
143	именно в	5	12
144	и если	2	12
145	перед нами	12	12
146	не могут	10	12
147	но как	4	12
148	а в	10	12
149	и нет	6	12
150	с этим	3	12
151	но не	12	12
152	не о	3	11
153	мы должны	3	11
154	нисколько не	3	11
155	должны быть	3	11
156	себе не	2	11
157	от того	4	11
158	только на	3	11
159	в них	5	11
160	что если	3	11
161	в данном	2	11
162	только то	3	11
163	есть в	2	11
164	не значит	4	11
165	что я	7	11
166	из них	3	11
167	или в	7	11
168	одно из	2	10
169	от этого	2	10
170	к тому	4	10
171	в ее	2	10
172	е в	3	10
173	как мы	13	10
174	в его	30	10
175	за пределы	7	10
176	нет ни	2	10
177	с этой	2	10
178	себе и	5	10
179	и для	7	10
180	что для	2	10
181	оно не	3	10
182	если же	7	10
183	в их	6	10
184	на себе	3	10
185	мы видим	3	10
186	во всяком	7	10
187	и уже	3	10
188	то и	3	10
189	в результате	7	10
190	времени и	2	10
191	как будто	4	10
192	в жизни	5	10
193	если мы	3	10
194	только как	2	10
195	как он	3	9
196	точка зрения	13	9
197	в истории	2	9
198	иметь в	2	9
199	превращается в	5	9
200	не как	20	9
201	подобно тому	3	9
202	в этих	5	9
203	между собою	5	9
204	в котором	7	9
205	тому как	3	9
206	той же	8	9
207	в одном	20	9
208	и от	3	9
209	была бы	5	9
210	тому что	3	9
211	же тут	2	9
212	же как	2	9
213	с ними	2	9
214	при этом	8	9
215	и он	5	9
216	в противоположность	2	9
217	то время	2	9
218	всех этих	2	9
219	бы в	7	9
220	выйти за	2	9
221	лишь как	9	9
222	мир и	5	9
223	на этом	2	9
224	и на	16	9
225	на самом	5	8
226	в отношении	5	8
227	не на	7	8
228	в этой	5	8
229	уже и	2	8
230	все время	3	8
231	у нас	3	8
232	но все	6	8
233	у меня	6	8
234	даже в	6	8
235	и говорить	2	8
236	в одной	8	8
237	при условии	2	8
238	один из	3	8
239	в поэзии	2	8
240	бы и	6	8
241	этом смысле	12	8
242	себя в	3	8
243	как не	9	8
244	и сама	2	7
245	в конце	8	7
246	из этих	3	7
247	он должен	2	7
248	и при	2	7
249	что этот	2	7
250	связи с	3	7
251	его как	5	7
252	тем что	6	7
253	все что	4	7
254	мы и	2	7
255	не потому	2	7
256	сами по	4	7
257	е не	2	7
258	не всегда	2	7
259	не знает	6	7
260	это я	2	7
261	мира и	7	7
262	тело и	2	7
263	с его	11	7
264	зависимости от	5	7
265	и их	3	7
266	как в	7	7
267	в мире	7	7
268	но для	3	7
269	из которых	3	7
270	так чтобы	7	7
271	он сам	5	7
272	то ни	3	7
273	как на	4	7
274	отношения к	5	7
275	но он	4	7
276	в другом	3	6
277	отношение к	4	6
278	в один	2	6
279	для своего	2	6
280	они не	5	6
281	более или	4	6
282	того чтобы	2	6
283	в зависимости	5	6
284	себя и	5	6
285	того и	4	6
286	и они	2	6
287	одна из	5	6
288	для этого	3	6
289	в которой	2	6
290	но они	2	6
291	только так	2	6
292	вообще не	2	6
293	друг другу	3	6
294	в себя	6	6
295	но с	4	6
296	его в	8	6
297	а что	5	6
298	или менее	4	6
299	по существу	6	6
300	о нем	15	6
301	именно как	2	6
302	этой точки	2	6
303	себя как	3	6
304	можно было	3	6
305	того как	3	6
306	с их	7	6
307	во всех	4	6
308	стороны и	4	6
309	я и	2	6
310	для него	23	6
311	ее в	3	6
312	во что	2	6
313	уже в	5	6
314	всяком случае	4	6
315	бы ни	3	6
316	во времени	3	5
317	как целое	3	5
318	были бы	5	5
319	точку зрения	7	5
320	то оно	2	5
321	даны в	3	5
322	или как	8	5
323	но так	2	5
324	и идеи	2	5
325	почти не	3	5
326	же не	4	5
327	нельзя сказать	2	5
328	и во	3	5
329	и наконец	7	5
330	все остальное	2	5
331	сих пор	9	5
332	например в	5	5
333	что у	2	5
334	он может	4	5
335	их в	8	5
336	в своих	4	5
337	когда он	2	5
338	же что	5	5
339	раз и	6	5
340	от нее	2	5
341	конце концов	7	5
342	все в	3	5
343	тем или	2	5
344	где есть	2	5
345	оно и	2	5
346	внешнее и	2	5
347	не раз	2	5
348	и у	3	5
349	ведь это	4	5
350	в одно	4	5
351	в него	6	5
352	все его	3	5
353	почему же	2	5
354	сознание и	6	5
355	и другого	3	5
356	и еще	2	5
357	также не	2	5
358	мыслить и	2	5
359	в свете	4	5
360	отношении к	5	5
361	тому же	2	5
362	и так	2	5
363	он и	8	5
364	есть конечно	4	5
365	в той	5	5
366	до сих	9	5
367	данном случае	2	4
368	его на	2	4
369	и слова	2	4
370	человека и	2	4
371	в каждом	15	4
372	себе как	2	4
373	а как	11	4
374	тут в	3	4
375	ведь и	4	4
376	тоже не	3	4
377	заметить что	2	4
378	и само	2	4
379	а потому	2	4
380	здесь в	2	4
381	был бы	6	4
382	себе а	3	4
383	и эта	2	4
384	время не	3	4
385	если оно	3	4
386	себе что	2	4
387	сознания но	2	4
388	то он	3	4
389	ни один	3	4
390	еще более	2	4
391	о себе	19	4
392	мы будем	2	4
393	но именно	3	4
394	или же	2	4
395	но эта	5	4
396	у вас	2	4
397	т п	10	4
398	жизнь в	2	4
399	на себя	4	4
400	с нею	2	4
401	почти всегда	2	4
402	мир в	4	4
403	в другое	2	4
404	человек и	2	4
405	бы то	3	4
406	как например	2	4
407	в словах	4	4
408	не нужно	2	4
409	который не	2	4
410	себя самого	3	4
411	этом отношении	3	4
412	но ведь	3	4
413	у него	11	4
414	такой же	4	4
415	со всеми	2	4
416	и является	2	4
417	точек зрения	7	4
418	и здесь	6	4
419	и этим	5	4
420	друг друга	4	4
421	поэтому и	4	4
422	же в	2	4
423	и понимания	4	3
424	для нас	2	3
425	а лишь	3	3
426	следовательно и	3	3
427	и всегда	2	3
428	от своего	2	3
429	сказать о	2	3
430	к своему	2	3
431	от идеи	2	3
432	отличие от	4	3
433	всего в	2	3
434	самого начала	2	3
435	а с	2	3
436	идет о	5	3
437	зрения и	5	3
438	как один	2	3
439	и человек	2	3
440	иначе и	2	3
441	вот это	2	3
442	в первом	2	3
443	тот же	2	3
444	то чем	3	3
445	здесь не	7	3
446	это вовсе	2	3
447	и показать	2	3
448	всего этого	2	3
449	о своем	3	3
450	мысли и	6	3
451	по мере	4	3
452	на него	6	3
453	целый ряд	2	3
454	что как	2	3
455	же она	2	3
456	лишь в	4	3
457	о самом	2	3
458	все они	2	3
459	понятно что	2	3
460	самый факт	3	3
461	далеко не	7	3
462	или наоборот	2	3
463	на почве	5	3
464	я в	2	3
465	всех возможных	4	3
466	образом и	4	3
467	в которых	4	3
468	от характера	3	3
469	при чем	3	3
470	является не	2	3
471	нового времени	3	3
472	тем же	3	3
473	указывает на	2	3
474	человека но	2	3
475	ибо и	2	3
476	не был	2	3
477	для себя	3	3
478	но есть	2	3
479	не должна	3	3
480	себе самом	12	3
481	а то	3	3
482	с которой	2	3
483	и вы	2	3
484	формулы и	2	3
485	лежит в	2	3
486	у достоевского	29	3
487	к другому	6	3
488	во всей	3	3
489	на ней	2	3
490	в сознании	3	3
491	с другими	8	3
492	самосознание и	3	3
493	по преимуществу	2	3
494	именно и	3	3
495	бы не	2	3
496	ни было	4	3
497	ее с	2	3
498	от одного	2	3
499	о мире	7	3
500	в какой	2	3
501	мы замечаем	2	3
502	только его	2	3
503	нужно быть	2	3
504	но на	3	3
505	не мир	2	3
506	но потому	2	3
507	на мир	6	3
508	к самому	2	3
509	не дает	3	3
510	что было	6	3
511	в слове	3	3
512	однако не	3	3
513	между тем	7	3
514	как можно	2	2
515	бытия в	3	2
516	или к	3	2
517	она может	2	2
518	тут и	2	2
519	она имеет	2	2
520	все те	3	2
521	при всей	2	2
522	как к	3	2
523	достаточно чтобы	2	2
524	из тех	2	2
525	ни одной	2	2
