N	2gram	Vygotskiy_	Mirosoze
1	и в	37	97
2	может быть	19	64
3	не только	29	63
4	в этом	32	55
5	но и	23	54
6	он не	11	53
7	а не	5	53
8	в нем	2	49
9	не может	16	49
10	у него	2	47
11	и не	15	39
12	никогда не	8	38
13	потому что	11	37
14	в ней	2	37
15	не в	9	34
16	и есть	2	33
17	для него	5	31
18	прежде всего	12	29
19	как и	20	29
20	но в	9	27
21	человека и	6	26
22	и это	3	25
23	в своей	7	25
24	и все	7	24
25	в своем	10	23
26	что в	25	23
27	что он	16	22
28	в самом	16	21
29	в себе	8	20
30	как бы	16	19
31	в его	16	18
32	и потому	3	17
33	того что	28	17
34	в том	47	16
35	том что	42	16
36	то что	32	16
37	было бы	12	16
38	и его	10	16
39	в этой	13	15
40	в котором	6	15
41	в конце	2	14
42	она не	3	14
43	так как	11	14
44	и вот	3	13
45	друг друга	5	13
46	и на	8	13
47	это не	5	12
48	смысле слова	6	12
49	в них	5	12
50	все это	9	12
51	привести к	2	12
52	но не	6	12
53	он сам	3	12
54	с тем	8	11
55	хотя бы	7	11
56	в которой	6	11
57	только в	8	11
58	был бы	2	11
59	как в	7	11
60	и для	3	11
61	уже не	2	11
62	и к	9	11
63	жизни и	2	11
64	так же	18	10
65	есть не	3	10
66	один из	3	10
67	то же	12	10
68	связана с	4	10
69	человека к	4	10
70	не имеет	5	10
71	в самой	4	10
72	бы и	4	9
73	а в	4	9
74	к тому	10	9
75	что и	3	9
76	я не	4	9
77	должно быть	4	9
78	все что	4	9
79	в свою	4	9
80	с ним	3	9
81	лишь в	9	9
82	вместе с	14	9
83	вопрос о	11	8
84	ничего не	6	8
85	в этих	3	8
86	мира и	2	8
87	что не	2	8
88	того чтобы	23	8
89	в отношении	14	8
90	с его	7	8
91	за пределы	4	8
92	тем что	7	8
93	для того	19	8
94	о том	14	8
95	и с	10	8
96	уже в	8	8
97	во власти	3	8
98	те же	2	7
99	как он	7	7
100	высшей степени	7	7
101	но если	3	7
102	должен быть	6	7
103	что все	8	7
104	он в	6	7
105	точки зрения	49	7
106	что она	6	7
107	на этом	3	7
108	в высшей	7	7
109	в жизни	2	7
110	также и	2	7
111	не существует	4	7
112	в нашем	3	7
113	не могу	3	7
114	отношения к	3	7
115	во всем	4	7
116	или к	3	6
117	и человека	2	6
118	на все	5	6
119	всего в	3	6
120	увидим что	2	6
121	в ее	3	6
122	его на	3	6
123	его не	3	6
124	и те	2	6
125	это есть	2	6
126	того как	6	6
127	и от	4	6
128	что это	8	6
129	можно было	6	6
130	не способен	2	6
131	к другу	3	6
132	если бы	10	6
133	с этой	7	6
134	по своей	9	6
135	прийти к	2	6
136	и более	6	6
137	что у	3	6
138	на то	11	6
139	есть прежде	2	6
140	в которых	6	6
141	друг к	2	6
142	не к	3	6
143	и если	4	5
144	с собой	5	5
145	в то	7	5
146	к которому	4	5
147	в их	5	5
148	он хочет	2	5
149	так и	12	5
150	все время	8	5
151	от этого	4	5
152	связано с	3	5
153	в более	3	5
154	должны быть	2	5
155	и я	2	5
156	сказать что	16	5
157	тот же	7	5
158	во всяком	6	5
159	в основе	9	5
160	одно из	3	5
161	и мы	3	5
162	с этим	8	5
163	вопроса о	3	5
164	говорит что	9	5
165	с самим	2	5
166	которые не	4	5
167	мысли и	7	5
168	и как	7	5
169	бы в	5	5
170	мы увидим	3	5
171	для этого	7	5
172	сих пор	4	5
173	на протяжении	3	5
174	то он	3	5
175	когда он	5	5
176	которых он	3	5
177	до сих	4	5
178	той же	4	5
179	социальной среды	6	4
180	способен к	2	4
181	по отношению	12	4
182	как о	2	4
183	к себе	2	4
184	от того	7	4
185	не хочет	2	4
186	он должен	4	4
187	так что	2	4
188	в такой	4	4
189	а с	8	4
190	в чем	5	4
191	по сравнению	10	4
192	только с	2	4
193	а для	2	4
194	тому что	6	4
195	к этой	4	4
196	себе и	3	4
197	могут быть	5	4
198	тогда когда	8	4
199	отношение между	5	4
200	живет в	3	4
201	в начале	2	4
202	мы видим	7	4
203	и до	5	4
204	все эти	6	4
205	мир в	2	4
206	что они	5	4
207	в истории	7	4
208	его с	2	4
209	лежит в	3	4
210	сознания и	4	4
211	оно есть	2	4
212	с ней	3	4
213	и даже	5	4
214	и по	3	4
215	в свете	5	4
216	стало быть	2	4
217	на деле	5	4
218	ни в	6	4
219	и их	5	4
220	и только	2	4
221	мы не	13	4
222	отношению к	11	4
223	нас в	2	4
224	от его	5	4
225	время как	4	4
226	мысль что	6	4
227	но на	4	4
228	может не	4	4
229	в своих	6	4
230	и что	11	4
231	то время	5	4
232	к его	3	3
233	были бы	2	3
234	к этим	3	3
235	остается в	2	3
