N	3gram	Bakhtin_Pr	Freidism
1	с точки зрения	21	15
2	не может быть	8	14
3	по отношению к	12	11
4	в самом деле	6	10
5	в том что	6	9
6	во всяком случае	4	8
7	в то же	13	6
8	может быть и	2	6
9	то же время	13	6
10	в большинстве случаев	10	5
11	можно сказать что	2	5
12	как мы уже	2	5
13	тем не менее	2	4
14	по ту сторону	2	4
15	в этом отношении	3	4
16	сам по себе	2	4
17	это вовсе не	2	4
18	в данном случае	2	4
19	в зависимости от	5	4
20	на самом деле	4	4
21	и до конца	2	4
22	все то что	3	3
23	точку зрения на	3	3
24	на этот вопрос	2	3
25	бы то ни	3	3
26	но в то	7	3
27	о том что	2	3
28	так и в	2	3
29	только то что	2	3
30	а вовсе не	2	3
31	и не может	6	3
32	до сих пор	9	3
33	то ни было	2	2
34	точка зрения на	2	2
35	том что он	5	2
36	а следовательно и	2	2
37	хотя бы и	3	2
38	как раз и	5	2
39	в отличие от	4	2
40	в конце концов	7	2
41	в этом смысле	12	2
42	в узком смысле	2	2
43	в его целом	6	2
44	он не только	2	2
