N	2gram	Vygotskiy_	Marksizm
1	точки зрения	27	69
2	может быть	15	64
3	и в	33	63
4	и не	18	55
5	как бы	11	53
6	не может	31	47
7	с точки	12	46
8	и его	6	41
9	в этом	43	39
10	таким образом	30	38
11	в процессе	37	33
12	как мы	20	32
13	языка и	6	31
14	в пределах	6	31
15	не только	28	29
16	речи в	7	29
17	в нем	10	28
18	то же	12	28
19	но и	14	27
20	самом деле	9	25
21	речи и	8	25
22	связи с	9	25
23	прежде всего	5	24
24	как и	13	24
25	в самом	10	24
26	так и	8	23
27	и т.п	2	23
28	только в	21	23
29	в том	44	22
30	то что	48	22
31	а не	14	22
32	при этом	9	20
33	для него	9	20
34	если мы	9	20
35	том что	41	19
36	не в	10	19
37	в его	15	19
38	если бы	13	19
39	но в	9	18
40	и для	3	18
41	внутренней речи	7	18
42	вовсе не	2	18
43	все же	5	17
44	в сущности	17	17
45	в то	5	16
46	по отношению	19	16
47	и как	7	16
48	слова и	3	16
49	речь в	3	16
50	что он	40	15
51	в связи	6	15
52	во всех	3	15
53	отношению к	19	15
54	отнюдь не	2	15
55	с помощью	32	15
56	в данном	4	14
57	хотя бы	5	14
58	в смысле	3	14
59	ничего не	6	13
60	так же	22	13
61	мы не	6	13
62	того чтобы	26	13
63	было бы	18	13
64	в своей	5	13
65	речи мы	3	13
66	не является	7	13
67	и здесь	2	13
68	слова в	3	13
69	что в	33	13
70	в результате	9	12
71	а в	5	12
72	того же	13	12
73	в основе	12	12
74	бы то	2	12
75	в высшей	3	12
76	для того	20	12
77	высшей степени	3	12
78	является не	2	12
79	он не	13	12
80	между тем	5	12
81	на самом	3	11
82	как в	7	11
83	и все	2	11
84	к нему	4	11
85	и на	11	11
86	в ней	2	11
87	сих пор	3	11
88	не столько	3	11
89	все эти	9	11
90	и от	2	11
91	так как	20	11
92	еще не	11	11
93	и того	8	11
94	и что	18	11
95	мы уже	4	11
96	до сих	3	11
97	никогда не	10	10
98	его в	6	10
99	и потому	3	10
100	в основном	2	10
101	отличие от	3	10
102	самого начала	8	10
103	с самого	8	10
104	во всяком	4	10
105	с его	3	10
106	сказать что	18	10
107	к этому	7	10
108	в своем	11	10
109	совершенно не	5	10
110	в отличие	3	10
111	с другой	11	10
112	именно в	8	10
113	и следовательно	7	9
114	в себе	4	9
115	одного и	9	9
116	это не	8	9
117	только на	3	9
118	мы видели	10	9
119	одной из	5	9
120	и это	3	9
121	к тому	14	9
122	внутренняя речь	7	9
123	в истории	3	9
124	в нашем	5	9
125	не имеет	7	9
126	отношении к	2	9
127	и более	8	9
128	точка зрения	8	9
129	же самое	7	9
130	в каком	2	8
131	в отношении	18	8
132	и ее	2	8
133	не как	3	8
134	и т.д	6	8
135	в их	4	8
136	смысле этого	2	8
137	мы знаем	5	8
138	с этим	9	8
139	тому что	14	8
140	настоящее время	2	8
141	что не	2	8
142	что и	11	8
143	в настоящее	2	8
144	этого слова	3	8
145	языковых форм	2	8
146	другой стороны	9	8
147	за пределы	4	8
148	мысли и	7	8
149	и даже	3	8
150	мы можем	15	8
151	кроме того	2	8
152	в данной	2	8
153	и их	4	8
154	у нас	4	8
155	на то	6	8
156	в свою	5	8
157	и с	7	8
158	речь и	4	8
159	но что	6	8
160	столь же	5	8
161	к другому	3	8
162	у него	8	8
163	ясно что	2	8
164	до конца	3	7
165	от него	3	7
166	речи как	4	7
167	свою очередь	4	7
168	может стать	2	7
169	того что	34	7
170	по себе	8	7
171	те же	6	7
172	место в	2	7
173	и те	2	7
174	могут быть	7	7
175	там где	2	7
176	с ними	4	7
177	в качестве	13	7
178	в этой	8	7
179	в начале	2	7
180	бы в	6	7
181	в этих	7	7
182	о том	13	7
183	в котором	2	7
184	оно может	2	7
185	языка не	2	7
186	той же	7	7
187	он сам	2	7
188	как раз	5	7
189	на основе	6	7
190	не есть	4	6
191	вопрос о	15	6
192	мы должны	13	6
193	не имеют	4	6
194	в другом	7	6
195	является в	2	6
196	слово в	3	6
197	в различных	3	6
198	одной стороны	10	6
199	что же	2	6
200	в какой	8	6
201	должны быть	2	6
202	все это	2	6
203	должна быть	7	6
204	тот же	7	6
205	этот процесс	5	6
206	слово и	2	6
207	и между	7	6
208	из этих	2	6
209	сознания и	3	6
210	по мере	6	6
211	же в	2	6
212	зависимости от	3	6
213	с одной	10	6
214	между ними	5	6
215	этот вопрос	8	6
216	в единстве	2	6
217	в корне	2	6
218	всяком случае	2	6
219	в той	8	6
220	ничего общего	6	6
221	к одному	4	5
222	этом отношении	7	5
223	как же	2	5
224	различие между	4	5
225	но как	6	5
226	о чем	3	5
227	в конце	3	5
228	от того	8	5
229	в виду	4	5
230	и тем	5	5
231	из него	3	5
232	форм и	2	5
233	совершается в	4	5
234	то в	7	5
235	не менее	4	5
236	в более	2	5
237	в первом	4	5
238	этом случае	5	5
239	себя в	4	5
240	все время	3	5
241	тем более	5	5
242	должно быть	10	5
243	ее в	3	5
244	связана с	2	5
245	в условиях	3	5
246	нами в	4	5
247	в целях	2	5
248	она не	2	5
249	но не	13	5
250	опираться на	3	5
251	значение в	3	5
252	и является	6	5
253	что такое	6	5
254	еще более	5	5
255	по смыслу	3	5
256	в одном	3	5
257	как на	4	5
258	вместе с	9	5
259	может идти	3	4
260	не могут	7	4
261	к этим	2	4
262	его к	2	4
263	или даже	2	4
264	не прав	2	4
265	нуждается в	3	4
266	в одной	2	4
267	как он	7	4
268	в тех	2	4
269	едва ли	2	4
270	мы постараемся	4	4
271	в области	19	4
272	влияние на	2	4
273	так что	8	4
274	и к	7	4
275	что все	9	4
276	в неразрывной	2	4
277	имеет свою	5	4
278	можно сказать	7	4
279	находит свое	2	4
280	обратное влияние	3	4
281	и он	3	4
282	в них	3	4
283	между двумя	4	4
284	в зависимости	2	4
285	к проблеме	2	4
286	что они	8	4
287	во всей	3	4
288	слов и	3	4
289	относится к	3	4
290	и то	9	4
291	к его	4	4
292	речи не	4	4
293	первом случае	2	4
294	но при	2	4
295	независимо от	3	4
296	стороны и	3	4
297	к другой	2	4
298	в которой	8	4
299	что она	3	4
300	говорит что	7	4
301	и тот	5	4
302	переход от	7	4
303	исходит из	2	4
304	целый ряд	5	4
305	только что	6	4
306	одним из	4	4
307	со всеми	2	4
308	не знает	6	4
309	быть понято	2	4
310	но все	2	4
311	для его	2	4
312	для второго	2	4
313	к целому	3	4
314	но для	3	4
315	из них	6	4
316	как она	3	4
317	уже в	4	4
318	несмотря на	3	4
319	жизни и	2	4
320	в других	2	4
321	из этого	3	4
322	это и	3	4
323	не дает	2	4
324	тем что	12	4
325	еще и	3	3
326	все более	4	3
327	увидим в	2	3
328	находятся в	3	3
329	в действительности	6	3
330	как чисто	2	3
331	между этими	3	3
332	следующей главе	2	3
333	является как	2	3
334	само собой	3	3
335	по своей	7	3
336	но если	7	3
337	конце концов	2	3
338	что система	2	3
339	он еще	3	3
340	тогда когда	10	3
341	и при	4	3
342	в виде	3	3
343	в целом	8	3
344	мы говорили	5	3
345	с тем	9	3
346	как это	11	3
347	общего с	3	3
348	они не	7	3
349	потому что	40	3
350	том числе	2	3
351	по самой	4	3
352	во втором	2	3
353	по законам	3	3
354	благодаря этому	2	3
355	все основные	7	3
356	ответ на	3	3
357	что оно	9	3
358	между собой	17	3
359	в следующей	4	3
360	одной и	3	3
361	мы видим	6	3
362	в научном	5	3
363	и по	5	3
364	не на	5	3
365	они являются	2	3
366	имеет место	4	3
367	родного языка	11	3
368	числе и	2	3
369	к которым	2	3
370	одно и	2	3
371	мысли в	5	3
372	более и	3	3
373	лежит в	5	3
374	в систему	2	3
375	но это	4	3
376	можно было	11	3
377	с их	4	3
378	этими двумя	3	3
379	речи но	3	3
380	в этот	4	3
381	друг с	10	3
382	мы увидим	3	3
383	и той	3	3
384	на первый	2	3
385	мы встречаем	2	3
386	как процесс	4	3
387	и чужого	3	3
388	должен был	3	3
389	его и	4	3
390	но они	2	3
391	в тот	4	3
392	одновременно с	4	3
393	на протяжении	2	3
394	не с	2	3
395	на нее	2	3
396	на этот	9	3
397	чтобы понять	2	3
398	также и	2	3
399	и история	2	3
400	прежде чем	2	3
401	он может	5	3
402	с другом	10	3
403	со стороны	3	3
404	является для	2	3
405	в своих	5	3
406	когда он	3	3
407	в которых	2	3
408	приводит к	10	3
409	из которых	3	3
410	еще в	3	3
411	если он	4	3
412	для первого	2	3
413	совпадает с	4	3
414	учение о	3	3
415	речи он	2	3
416	к жизни	7	3
417	находится в	2	3
418	что эта	7	3
419	говорить о	3	3
420	что было	2	3
421	и есть	8	3
422	и только	4	3
423	на слово	2	3
424	первый план	2	3
425	эта проблема	4	3
426	из основных	7	3
427	один и	5	3
428	с ним	6	3
429	этих двух	4	3
430	на все	7	3
431	того как	6	3
432	и других	7	3
433	в системе	4	3
434	деле если	2	2
435	он должен	9	2
436	тем самым	13	2
437	сложные и	2	2
438	указывает на	3	2
439	его на	2	2
440	не совпадает	2	2
441	в голове	2	2
442	как наиболее	2	2
443	образом в	2	2
444	ближайшим образом	2	2
445	это будет	2	2
446	в состоянии	6	2
447	момента в	3	2
448	и поэтому	2	2
449	восприятия и	3	2
450	и притом	2	2
451	иное как	2	2
452	ли не	2	2
453	родной язык	3	2
454	того в	2	2
455	не делает	2	2
456	оказывается в	2	2
457	к выводу	3	2
458	неизбежно должно	2	2
459	в современной	3	2
460	в процессах	3	2
461	друг от	5	2
462	в частности	9	2
463	эта работа	2	2
464	же мы	2	2
465	речь как	2	2
466	на развитие	6	2
467	а с	3	2
468	собой но	2	2
469	самое слово	2	2
470	к ним	2	2
471	эти три	2	2
472	является одним	2	2
473	из сказанного	2	2
474	в прошлом	2	2
475	вопросу о	2	2
476	без всякой	2	2
477	для одного	4	2
478	к этой	3	2
479	а только	8	2
480	для всех	2	2
481	могли бы	15	2
482	в лучшем	3	2
483	а потому	3	2
484	мы это	2	2
485	возможно только	2	2
486	какой степени	2	2
487	оно должно	2	2
488	быть в	3	2
489	мы его	4	2
490	совершенно иначе	2	2
491	не то	5	2
492	не умеет	6	2
493	на его	4	2
494	он делает	3	2
495	же как	9	2
496	на которое	2	2
497	то как	3	2
498	что с	7	2
