N	2gram	Propp_Isto	Formalny
1	и в	41	95
2	т е	34	94
3	и не	12	78
4	может быть	19	66
5	в этом	19	61
6	не может	19	57
7	и пр	2	53
8	вовсе не	6	53
9	таким образом	15	52
10	и его	11	51
11	так и	8	50
12	точки зрения	4	47
13	в нем	12	42
14	в его	4	42
15	прежде всего	6	41
16	как и	8	39
17	и т	29	37
18	не в	12	35
19	в самом	2	35
20	а не	9	34
21	но и	20	33
22	то же	12	32
23	не только	30	30
24	в том	14	26
25	если бы	3	26
26	то что	12	25
27	при этом	7	24
28	в своей	4	24
29	в ней	4	23
30	связи с	3	23
31	было бы	4	23
32	в то	6	22
33	и ее	6	22
34	как бы	8	21
35	что в	21	21
36	и с	4	21
37	в их	4	20
38	не менее	5	20
39	и от	5	20
40	с тем	8	20
41	как мы	6	20
42	не могут	3	19
43	все это	9	19
44	т д	25	19
45	по себе	2	19
46	все же	14	18
47	и все	6	18
48	все эти	8	18
49	в связи	3	18
50	должна быть	3	18
51	с его	4	18
52	только в	10	18
53	как в	17	17
54	так же	6	16
55	во всяком	3	16
56	с другой	20	16
57	потому что	13	16
58	всяком случае	3	16
59	его в	7	15
60	все время	2	15
61	но в	7	15
62	так как	21	15
63	во всех	8	15
64	в литературе	2	15
65	именно в	2	15
66	и на	12	15
67	что он	29	14
68	только на	2	14
69	в целом	2	14
70	в ее	3	14
71	в своем	3	14
72	еще не	13	14
73	в жизни	2	14
74	в этой	2	14
75	жизни и	3	14
76	вместе с	17	14
77	со стороны	3	13
78	того что	7	13
79	а в	12	13
80	что же	2	13
81	могут быть	3	13
82	что и	13	13
83	сводится к	3	13
84	независимо от	3	13
85	она не	3	13
86	тем что	11	13
87	ни в	4	13
88	как его	2	13
89	в действительности	2	12
90	по отношению	3	12
91	как это	6	12
92	там где	7	12
93	и здесь	13	12
94	к тому	4	12
95	отношению к	3	12
96	оно не	2	12
97	уже не	8	12
98	никогда не	16	11
99	они не	4	11
100	в основе	2	11
101	но не	8	11
102	что они	5	11
103	зависимости от	4	11
104	друг друга	2	10
105	здесь и	3	10
106	и др	4	10
107	формы и	2	10
108	в зависимости	3	10
