N	2gram	Propp_Isto	NovoeSre
1	а не	13	17
2	и в	43	16
3	не может	8	16
4	и не	16	11
5	и есть	3	10
6	что в	29	9
7	жизни и	2	8
8	как не	2	8
9	в том	13	8
10	он не	11	8
11	может быть	22	7
12	средние века	2	7
13	как и	9	7
14	в этом	25	7
15	никогда не	9	6
16	ни в	2	6
17	не в	9	6
18	не знает	2	6
19	но это	5	6
20	не только	28	5
21	в жизни	3	5
22	все это	4	5
23	в нем	11	5
24	с ее	2	5
25	в ней	3	5
26	и к	4	5
27	в них	6	4
28	и для	3	4
29	не имеет	3	4
30	прежде всего	3	4
31	не менее	6	4
32	не было	2	4
33	и потому	2	4
34	то что	20	4
35	о том	4	4
36	это не	10	4
37	потому что	8	4
38	и все	4	4
39	тому как	3	3
40	но и	24	3
41	к жизни	2	3
42	подобно тому	3	3
43	с другой	10	3
44	она не	4	3
45	к тому	9	3
46	и пр	19	3
47	в своей	4	3
48	еще не	15	3
49	перейти к	2	3
50	эти формы	2	3
51	должна быть	2	3
52	как в	6	3
53	конечно не	3	3
54	не есть	3	3
55	сказать что	5	3
56	вопрос о	4	3
57	наряду с	4	3
58	с тем	3	3
59	в средние	2	3
60	в одну	3	2
61	время как	2	2
62	в себе	2	2
63	к богу	2	2
64	что она	8	2
65	к более	2	2
66	как будто	2	2
67	и с	10	2
68	одна из	2	2
69	себя в	2	2
70	но не	10	2
71	и от	3	2
72	в русском	3	2
73	роль в	2	2
74	и это	5	2
75	хотя бы	3	2
76	же как	8	2
77	а в	13	2
78	все время	2	2
79	но в	15	2
80	том что	12	2
81	и на	7	2
82	с этим	13	2
83	и что	6	2
84	ли это	2	2
85	все эти	8	2
86	мы не	3	2
87	и было	2	2
88	вот почему	3	2
89	не имеют	2	2
90	можно было	3	2
91	это и	4	2
92	у него	4	2
93	равно как	3	2
94	не знал	2	2
95	уже не	11	2
96	по существу	3	2
97	как это	5	2
98	другой стороны	10	2
99	так же	16	2
100	так и	6	2
101	в религии	3	2
102	могут быть	9	2
103	но для	2	2
104	одной стороны	2	2
105	такой же	3	2
106	но она	2	2
107	в то	2	2
108	не могла	3	2
109	хотя и	4	2
110	связана с	4	2
111	должно было	2	2
112	с одной	2	2
113	и даже	4	2
114	вместе с	12	2
115	я не	3	2
