N	3gram	Bakhtin_Pr	Problemy
1	с точки зрения	21	39
2	то же время	13	33
3	в то же	13	33
4	по отношению к	12	32
5	к себе самому	4	24
6	не может быть	8	22
7	в этом смысле	12	20
8	до сих пор	9	19
9	в большинстве случаев	10	19
10	в романах достоевского	6	19
11	в том что	6	18
12	человека из подполья	3	18
13	о себе самом	12	17
14	с самим собою	2	17
15	на самом деле	4	15
16	в творчестве достоевского	5	14
17	и не может	6	14
18	друг с другом	3	14
19	но в то	7	13
20	на чужое слово	12	12
21	в конце концов	7	12
22	в пределах одного	6	12
23	в его целом	6	12
24	человек из подполья	4	12
25	можно сказать что	2	11
26	о том что	2	11
27	в самом деле	6	11
28	и в этом	5	11
29	во всяком случае	4	10
30	в произведениях достоевского	6	10
31	и в то	2	10
32	мы уже говорили	3	10
33	в мире достоевского	4	10
34	в отношении к	3	10
35	в этом отношении	3	10
36	с другой стороны	6	10
37	слово о себе	5	9
38	сама по себе	5	9
39	можно было бы	3	9
40	как мы сказали	3	9
41	как мы уже	2	9
42	по замыслу достоевского	2	9
43	в отличие от	4	9
44	в одной плоскости	7	9
45	как бы в	6	8
46	по крайней мере	2	8
47	в зависимости от	5	8
48	записок из подполья	2	8
49	как раз и	5	7
50	большей или меньшей	2	7
51	в полифоническом романе	2	7
52	более или менее	4	7
53	зрения на мир	4	7
54	как и все	4	7
55	к нему и	2	7
56	в его творчестве	3	7
57	в романе достоевского	6	7
58	нам кажется что	3	7
59	как и в	3	7
60	подобно тому как	3	7
61	на свой предмет	6	7
62	бы то ни	3	6
63	в большей или	2	6
64	в бедных людях	4	6
65	полифоническом романе достоевского	2	6
66	так и в	2	6
67	и наконец в	2	6
68	романа в его	3	6
69	стиль и тон	2	6
70	хотя и не	3	6
71	герой из подполья	2	6
72	бы он ни	2	6
73	том что он	5	6
74	же время не	3	6
75	видения и изображения	6	6
76	дело идет не	2	6
77	но все же	3	6
78	идет не об	2	6
79	сами по себе	4	6
80	с их мирами	6	6
81	человека и его	2	6
82	я ведь и	4	6
83	или меньшей степени	2	6
84	и в нем	2	6
85	именно потому что	2	6
86	то перед нами	7	6
87	он ни был	2	6
88	последняя смысловая инстанция	5	5
89	с чужим словом	5	5
90	сам по себе	2	5
91	может быть и	2	5
92	хотя бы и	3	5
93	литературы о достоевском	5	5
94	к тому же	2	5
95	самого героя и	3	5
96	то ни было	2	5
97	к одному знаменателю	2	5
98	героя и его	3	5
99	себе самом и	5	5
100	и сам знаю	3	5
101	в одном из	2	5
102	чужое слово и	4	5
103	друг на друга	2	5
104	а не как	5	5
105	в той же	3	5
106	не входит в	4	5
107	на устную речь	5	5
108	человека в человеке	4	5
109	как нам кажется	3	5
110	в данном случае	2	5
111	и до конца	2	5
112	ну что ж	3	5
113	между тем как	5	5
114	одной плоскости с	4	5
115	все то что	3	5
116	ивана карамазова и	3	5
117	сам знаю что	3	5
118	многопланность и противоречивость	5	5
119	художественного видения и	3	5
120	это вовсе не	2	5
121	к чужому слову	6	5
122	в одном слове	3	4
123	тем не менее	2	4
124	то что было	4	4
125	сознаний с их	5	4
126	авторской точки зрения	2	4
127	проявляется и в	2	4
128	видения и понимания	4	4
129	по себе еще	4	4
130	достоевский прежде всего	2	4
131	ведь и сам	3	4
132	для него самого	2	4
133	в одном сознании	2	4
134	потому что она	3	4
135	что ж тут	3	4
136	как если бы	3	4
137	глубины души человеческой	3	4
138	себе еще не	4	4
139	на этот вопрос	2	4
140	а вовсе не	2	4
141	в монологическом мире	3	4
142	из подполья и	3	4
143	вполне понятно что	2	4
144	что он есть	2	4
145	по ту сторону	2	4
146	пределах одного контекста	4	4
147	в то время	2	4
148	на чужую речь	4	4
149	кругозор самого героя	3	4
150	что может быть	3	4
151	слово у достоевского	3	4
152	романа достоевского в	2	4
153	точку зрения на	3	4
154	в кругозор самого	3	4
155	само по себе	4	4
156	же как и	2	4
157	и в целом	2	4
158	героя о себе	4	4
159	в его произведениях	2	4
160	и в других	2	4
161	утвердить чужое я	4	4
162	такой как и	4	4
163	с ним и	2	4
164	не только в	2	4
165	в его мире	2	4
166	разновидности третьего типа	4	4
167	не как объект	4	4
168	здесь конечно не	2	4
169	они уже не	3	4
170	из одного куска	4	4
171	типа а не	2	4
172	перед нами в	2	4
173	дело идет о	4	4
174	ни в одном	3	4
175	и в сущности	2	4
176	а в то	2	3
177	произведений достоевского мы	2	3
178	для него в	2	3
179	самом деле такого	3	3
180	я не как	3	3
181	и его слово	2	3
182	объект а как	3	3
183	он дескать переписывает	3	3
184	как чужое слово	3	3
185	достоевского как мы	3	3
186	достоевского в этом	2	3
187	а как другой	3	3
188	как мы увидим	3	3
189	доминанта в построении	2	3
190	чужого слова в	3	3
191	нести в произведении	3	3
192	но это не	2	3
193	в художественном мире	3	3
194	чужое слово как	3	3
195	ж тут в	2	3
196	на то что	2	3
197	такого что переписываю	3	3
198	как художественная доминанта	2	3
199	не изображаются они	2	3
200	не сливается с	2	3
201	в приведенном отрывке	2	3
202	он только так	2	3
203	я немного делаю	3	3
204	художественном мире достоевского	3	3
205	таким образом и	2	3
206	не значит конечно	2	3
207	прямым авторским словом	3	3
208	автора о герое	2	3
209	его видения и	2	3
210	материале произведений достоевского	3	3
211	как объект а	3	3
212	же и нет	2	3
213	и в пародии	3	3
214	на мир и	2	3
215	полифонический роман достоевского	2	3
216	но это ничего	2	3
217	приведенном нами отрывке	2	3
218	в лучшем случае	2	3
219	входит в замысел	2	3
220	из этих трех	3	3
221	отношения к чужому	2	3
222	деле такого что	3	3
223	а следовательно и	2	3
224	чужого слова с	2	3
225	на вопрос кто	2	3
226	жизнь слова в	3	3
227	в скрытой полемике	3	3
228	в этой форме	2	3
229	была для него	3	3
230	это не значит	3	3
231	его художественного видения	2	3
232	то же что	3	3
233	авторское слово не	2	3
234	той же основной	2	3
235	становления единого духа	3	3
236	в себе его	2	3
237	да ведь это	2	3
238	немного делаю тем	2	3
239	значит конечно что	2	3
240	знаю что я	3	3
241	автора и как	2	3
242	как и герой	3	3
243	тут в самом	3	3
244	в направлении его	3	3
245	точек зрения и	3	3
246	раскольникова ивана карамазова	2	3
247	но при этом	2	3
248	тем что переписываю	2	3
249	самосознание как художественная	2	3
250	и это не	3	3
251	что она не	3	3
252	делаю тем что	2	3
253	оно должно быть	2	3
254	вопрос кто он?	2	3
255	и понимания мира	3	3
256	этой точки зрения	2	3
257	сознании и в	2	3
258	никогда не может	2	3
259	видеть и изображать	3	3
260	чужое слово в	3	3
261	к своему предмету	2	3
262	того и другого	2	3
263	для достоевского не	3	3
264	как не выдуман	3	3
265	как другой субъект	3	3
266	с другими сознаниями	3	3
267	да и только	2	3
268	точки зрения монологического	3	3
269	с авторским словом	2	3
270	перебой голосов в	3	3
271	в самой структуре	2	3
272	в том и	2	3
273	в самом построении	2	3
274	стиля и тона	3	3
275	и в словах	2	3
276	друг против друга	2	3
277	рядом с другими	3	3
278	в самом предмете	3	3
279	речь макара девушкина	3	3
280	мир и на	2	3
281	последней разновидности третьего	3	3
282	в письме к	2	3
283	и в романе	2	3
284	в пределы одного	2	3
285	у него в	2	3
286	в одном голосе	2	3
287	мысли в точку	2	3
288	чужое я не	3	3
289	то время как	2	3
290	бы ни были	2	3
291	слово с оглядкой	2	3
292	слово о мире	2	3
293	конечно не в	2	3
294	разнонаправленное двуголосое слово	3	3
295	но и не	2	3
296	отношению к чужому	2	3
297	и в стилизации	3	3
298	пределы одного сознания	2	3
299	типов и разновидностей	3	3
300	чужого слова и	3	3
301	чужим словом в	3	3
302	резко отличается от	2	3
303	самом и о	4	3
304	в чужом слове	3	3
305	личного стиля и	3	3
306	что я немного	3	3
307	лишает их всякой	2	2
308	чужая мысль не	2	2
309	с другими чертами	2	2
310	и окружающий его	2	2
311	художественного видения достоевского	2	2
312	быть никому в	2	2
313	таким художником и	2	2
314	добытый законно и	2	2
315	в авторский контекст	2	2
316	что вот дескать	2	2
317	для него не	2	2
318	чужое слово не	2	2
319	слово в скрытой	2	2
320	том же предмете	2	2
321	достоевский был бы	2	2
322	как можно больше	2	2
323	слово может быть	2	2
324	почвы и земли	2	2
325	в его мировоззрении	2	2
326	слова о нем	2	2
327	и изображения мира	2	2
328	что переписываю что	2	2
329	он может быть	2	2
330	из авторского замысла	2	2
331	хлеба есть свой	2	2
332	кусок хлеба есть	2	2
333	отраженное чужое слово	2	2
334	зрения на него	2	2
335	как и благодаря	2	2
336	только так себе	2	2
337	идеи в нем	2	2
338	макар девушкин ну	2	2
339	и не служит	2	2
340	ну так вы	2	2
341	то будет господствовать	2	2
342	переписывать что ли?	2	2
343	в критической литературе	2	2
344	композиционное замещение авторского	2	2
345	рядом с авторским	2	2
346	и благодаря чему	2	2
347	и реплика диалога	2	2
348	роман с идеей	2	2
349	слово не воспроизводится	2	2
350	не нарушает строгой	2	2
351	сочетаются в единстве	2	2
352	разобранные нами явления	2	2
353	есть я пожалуй	2	2
354	в плоскости одного	2	2
355	никак не представлен	2	2
356	что грех переписывать	2	2
357	в жизненно-практической речи	2	2
358	хозяин и работник	2	2
359	эти композиционные приемы	2	2
360	как в дантовском	2	2
361	на то пошло	2	2
362	изображения и не	2	2
363	и входит в	2	2
364	как бы дана	2	2
365	в которых может	2	2
366	для него нет	2	2
367	нашу точку зрения	2	2
368	для своих целей	2	2
369	ведь что же	2	2
370	даже там где	2	2
371	его героев и	2	2
372	установку на устную	2	2
373	в разрезе данного	2	2
374	не во времени	2	2
375	и в большинстве	2	2
376	потому что хоть	2	2
377	объектности чужого слова	2	2
378	трудами добытый законно	2	2
379	самосознания и самовысказывания	2	2
380	в литературной речи	2	2
381	в узком смысле	2	2
382	большинстве случаев сказ	2	2
383	а не слово	2	2
384	может быть или	2	2
385	он не только	2	2
386	достоевского в процессе	2	2
387	не может найти	2	2
388	чужому слову о	2	2
389	и о своем	3	2
390	установки на чужое	2	2
391	все эти композиционные	2	2
392	перестает быть идеей	2	2
393	своего прямого предметного	2	2
394	и отчетливого выражения	2	2
395	ведь он не	2	2
396	звенья единого диалектического	2	2
397	живым существом и	2	2
398	во всех явлениях	2	2
399	как будто и	2	2
400	прямое авторское слово	3	2
401	достоевского в его	3	2
402	непосредственное выражение в	3	2
403	делать я ведь	2	2
404	как один из	2	2
405	все же не	3	2
406	те изменения которые	2	2
407	как и всякое	2	2
408	авторская идея может	2	2
409	множественность неслиянных сознаний	2	2
410	в пределах отдельных	2	2
411	что ли? он	2	2
412	слова делая его	2	2
413	о нем в	2	2
414	приходит в столкновение	2	2
415	определяет авторское слово	2	2
416	художественного мира но	2	2
417	в кругозор героя	2	2
418	по чужому слову	2	2
419	кусок хлеба подчас	2	2
420	лишь одним из	2	2
421	перед нами уже	2	2
422	может быть более	2	2
423	герой достоевского не	2	2
424	может быть лишь	2	2
425	даже черствый но	2	2
426	пародия может быть	2	2
427	романов достоевского и	2	2
428	может почему же	2	2
429	точка зрения как	2	2
430	в пределах монологического	2	2
431	в себя как	2	2
432	принципом видения и	2	2
433	не только не	2	2
434	большинстве случаев в	2	2
435	роман роман с	2	2
436	и все он	2	2
437	но с другой	2	2
438	зрения монологического понимания	2	2
439	быть более или	2	2
440	не в одном	2	2
441	той сложнейшей и	2	2
442	в скрытой же	2	2
443	лишь для героев	2	2
444	остается в пределах	2	2
445	за пределы одного	2	2
446	становится живым существом	2	2
447	том или другом	2	2
448	и среди них	2	2
449	одна общая черта	2	2
450	уже не могут	2	2
451	положение в котором	2	2
452	в результате такого	2	2
453	я пожалуй и	2	2
454	в его романе	2	2
455	идея здесь действительно	2	2
456	с начала и	2	2
457	жизнь идеи в	2	2
458	его личного стиля	2	2
459	авантюрный сюжет не	2	2
460	не согласиться с	2	2
461	не есть конечно	2	2
462	характера типа и	2	2
463	слова с оглядкой	2	2
464	от характера типа	2	2
465	точка зрения на	2	2
466	не нужно быть	2	2
467	достоевского но все	2	2
468	беспрерывно постановляется на	2	2
469	слово здесь двуголосое	2	2
470	хлеба подчас даже	2	2
471	никогда не довлеет	2	2
472	скрытой же полемике	2	2
473	себе а то	2	2
474	творчестве достоевского но	2	2
475	самой этой комнате	2	2
476	определение романа достоевского	2	2
477	нами в пределах	2	2
478	кто он у	2	2
479	то пошло то	2	2
480	ли? он дескать	2	2
481	отчетливого теоретического осознания	2	2
482	да все-таки я	2	2
483	двух точек зрения	2	2
484	так как не	2	2
485	перегородкой живу но	2	2
486	и таинственный смысл	2	2
487	героя а не	2	2
488	меня кусок хлеба	2	2
489	пределах одного монологического	2	2
490	и завершающим авторским	2	2
491	сказе установки на	2	2
492	хоть и предположить	2	2
493	его о себе	2	2
494	и человек из	2	2
495	в сказе установки	2	2
496	а не во	2	2
497	романа достоевского как	3	2
498	отношению к нему	2	2
499	в мировоззрении достоевского	2	2
500	речи героя в	2	2
501	а то такой	2	2
502	в пространстве а	2	2
503	так себе а	2	2
504	литературе о нем	2	2
505	иное и таинственный	2	2
506	отпечаток его личного	2	2
507	идеологии достоевского не	2	2
508	чужим словом но	2	2
509	в творческий замысел	2	2
510	утверждение гроссмана что	2	2
511	в этих случаях	2	2
512	поэтому слово о	2	2
513	он есть а	2	2
514	этого мира в	2	2
515	является лишь одним	2	2
516	же основной особенности	2	2
517	переписываю что грех	2	2
518	разрезе данного мгновения	2	2
519	стиль можно пародировать	2	2
520	впрочем ведь что	2	2
521	направлено на свой	2	2
522	самой структуре романа	2	2
523	в дантовском мире	2	2
524	постановке идеи в	2	2
525	на твердом фоне	2	2
526	человека но не	2	2
527	не существенно и	2	2
528	только в этой	2	2
529	вовсе не как	2	2
530	словом первого типа	2	2
531	усиления чужого акцента	2	2
532	слово направлено на	2	2
533	то есть я	2	2
534	и сюжетно-прагматическими функциями	2	2
535	и разновидностей слова	2	2
536	от автора и	2	2
537	дело далеко не	2	2
538	сочетается с ним	2	2
539	свое своеобразие и	2	2
540	прислушивается к каждому	2	2
541	слово героя о	2	2
542	в плоскости их	2	2
543	лишь там где	2	2
544	но потому что	2	2
545	что в большинстве	2	2
546	аристократ бульварного романа	2	2
547	все он только	2	2
548	пространстве а не	2	2
549	предвосхищением чужого слова	2	2
550	девушкин оглядывается на	2	2
551	мы увидим дальше	2	2
552	например у тургенева	2	2
553	у меня кусок	2	2
554	как предмет изображения	2	2
555	полемике и в	2	2
556	в плоскости сосуществования	2	2
557	по мере усиления	2	2
558	скрытой полемике и	2	2
559	критической литературы о	2	2
560	имеют первостепенное значение	2	2
561	мира в его	2	2
562	я этим горжусь	2	2
563	отрицаемая чужая мысль	2	2
564	его самосознания в	2	2
565	растворяет в себе	2	2
566	слово первого типа	2	2
567	на пьедестал будущий	2	2
568	в столкновение с	2	2
569	сосредоточить в одном	2	2
570	формулы и категории	2	2
571	ну давай рассуждать	2	2
572	с оглядкой на	2	2
573	в самом произведении	2	2
574	глубокий отпечаток его	2	2
575	пародийное слово может	2	2
576	так вы и	2	2
577	там где видели	2	2
578	и не думайте	2	2
579	сосуществование и взаимодействие	2	2
580	уже не как	2	2
581	чужое слово о	2	2
582	авторского изображения и	2	2
583	ни один элемент	2	2
584	слова он сам	2	2
585	нужно быть никому	2	2
586	что-нибудь такое иное	2	2
587	слово такого героя	2	2
588	все-таки я этим	2	2
589	отношению к себе	2	2
590	себе самом с	2	2
591	третьего типа слов	2	2
592	в тягость у	2	2
593	есть трудами добытый	2	2
594	простой кусок хлеба	2	2
595	одного монологического контекста	2	2
596	как точка зрения	2	2
597	не в тягость	2	2
598	таинственный смысл какой	2	2
599	до конца может	2	2
600	он тоже может	2	2
601	они не умеют	2	2
602	разнороднейший материал достоевского	2	2
603	достоевского утвердить чужое	2	2
604	нарушает строгой определенности	2	2
605	переписываю да все-таки	2	2
606	начала и до	2	2
607	индивидуального волевого акта	2	2
608	только то что	2	2
609	последнее слово о	2	2
610	направленное на свой	2	2
611	целом ряде других	2	2
612	сознания с их	2	2
613	этой комнате за	2	2
614	в каждом атоме	2	2
615	словесных типов и	2	2
616	при понижении объектности	2	2
617	в одном времени	2	2
618	во всей его	2	2
619	друг за другом	2	2
620	должно быть раскрыто	2	2
621	пользуется чужим словом	2	2
622	пределах отдельных сознаний	2	2
623	пафоса личности в	2	2
624	единство полифонического романа	2	2
625	сознания о нем	2	2
626	никому в тягость	2	2
627	приводит к распадению	2	2
628	единого диалектического ряда	2	2
629	свой предмет слово	2	2
630	в самом романе	2	2
631	уж на то	2	2
632	авторской художественной воли	2	2
633	герой интересует достоевского	2	2
634	в самой этой	2	2
635	их основе идеями	2	2
636	этом смысле глубоко	2	2
637	лежащие в основе	2	2
638	в авторском замысле	3	2
639	ставит нас перед	2	2
640	и безукоризненно употребляемый	2	2
641	как звенья единого	2	2
642	и в самой	2	2
643	такое иное и	2	2
644	которые были бы	2	2
645	был что вот	2	2
646	пародийный стиль у	2	2
647	входит в творческий	2	2
648	конца может развить	2	2
649	с горы скатились	2	2
650	лежащими в их	2	2
651	лентяй да ведь	2	2
652	первых произведениях достоевского	2	2
653	строится так чтобы	2	2
654	в основе построения	2	2
655	нет отчего же	2	2
656	какой был что	2	2
657	тягость у меня	2	2
658	художественного изображения героя	2	2
659	тут что-нибудь такое	2	2
660	среды почвы и	2	2
661	в каждом романе	2	2
662	на два слова	2	2
663	авторского слова но	2	2
664	своего социального круга	2	2
665	в их основе	2	2
666	равноправных сознаний с	2	2
667	установки на устную	2	2
668	то такой как	2	2
669	в него как	2	2
670	оно может быть	2	2
671	пожалуй и в	2	2
672	ведь такой как	2	2
673	грех переписывать что	2	2
674	я никому не	2	2
675	таким образом все	2	2
676	в разрезе одного	2	2
677	как композиционное замещение	2	2
678	вы и не	2	2
679	и не входит	2	2
680	как в музыке	2	2
681	замещение авторского слова	2	2
682	чужой человек да	2	2
683	множественность равноправных сознаний	2	2
684	сделаны из одного	2	2
685	никому не в	2	2
686	может быть осмысленно	2	2
687	утверждение чужого сознания	2	2
688	комнате за перегородкой	2	2
689	типа и темперамента	2	2
690	за перегородкой живу	2	2
691	на материале произведений	2	2
692	другой стороны и	3	2
693	человека по отношению	2	2
694	самом построении романа	2	2
695	которая как мы	2	2
696	девушкин ну что	2	2
697	в одно высказывание	2	2
698	героя и здесь	2	2
699	точки зрения своего	2	2
700	своим убеждениям и	2	2
701	чтобы тут что-нибудь	2	2
702	под его влиянием	2	2
703	же время оно	2	2
704	словом но в	2	2
705	художественного задания достоевского	2	2
706	что такое чужой	2	2
707	пьедестал будущий человек	2	2
708	здесь не место	2	2
709	превращается в единство	2	2
710	направлении его собственных	2	2
711	одно сознание и	2	2
712	в себе и	2	2
713	отчего же и	2	2
714	принцип мировоззрения достоевского	2	2
715	не проникает внутрь	2	2
716	что переписываю да	2	2
717	тоже может почему	2	2
718	слово как слово	2	2
719	должно ощущаться как	2	2
720	о том же	2	2
721	рядом с собой	2	2
722	достоевского не в	2	2
723	и о мире	2	2
724	материал его самосознания	2	2
725	ту же тему	2	2
726	тело и душа	2	2
727	законно и безукоризненно	2	2
728	на друга и	2	2
729	не выдуман герой	2	2
730	живу но это	2	2
731	в первых произведениях	2	2
732	он ведь такой	2	2
