N	3gram	Vygotskiy_	Dialekti
1	с точки зрения	34	46
2	сама по себе	3	26
3	в том что	30	25
4	не может быть	8	18
5	само по себе	3	16
6	сам по себе	3	16
7	то же время	2	15
8	в то же	2	14
9	только тогда когда	4	13
10	одно и то	2	12
11	и то же	2	12
12	о том что	10	12
13	с другой стороны	10	12
14	на то что	9	11
15	в самом деле	5	10
16	подобно тому как	2	9
17	не только не	2	8
18	только то что	2	8
19	в то время	5	8
20	в этом смысле	3	8
21	то время как	4	8
22	той или иной	2	7
23	можно сказать что	5	7
24	не потому что	2	7
25	и в частности	3	7
26	точно так же	2	7
27	в связи с	3	7
28	для того чтобы	19	6
29	во всяком случае	5	6
30	как и все	2	6
31	в зависимости от	8	6
32	с одной стороны	14	6
33	на самом деле	3	5
34	на первый план	3	5
35	есть прежде всего	2	5
36	от того что	2	5
37	до сих пор	4	5
38	одной и той	2	5
39	и той же	2	5
40	к тому что	3	5
41	потому что он	3	5
42	по сравнению с	9	5
43	то же самое	4	4
44	из того что	7	4
45	так же как	6	4
46	в данном случае	5	4
47	этой точки зрения	2	4
48	одной стороны и	3	4
49	в этом отношении	6	4
50	я не могу	2	4
51	можно было бы	6	4
52	и тем более	2	4
53	в силу этого	4	3
54	же как и	4	3
55	с самого начала	9	3
56	как и в	2	3
57	если бы мы	3	3
58	речь идет о	4	3
59	ни в какой	2	3
60	на точку зрения	2	3
61	то же что	2	3
62	когда мы говорим	2	3
63	что он не	2	2
64	мы не можем	3	2
65	друг к другу	2	2
66	на деле же	2	2
67	не то же	2	2
68	вместе с ним	3	2
69	что с точки	2	2
70	вопрос о том	2	2
71	друг с другом	6	2
72	к выводу что	5	2
73	мы только что	2	2
74	мы говорим об	2	2
75	друг от друга	4	2
76	в сущности это	2	2
77	в последнее время	3	2
78	том что в	3	2
79	в собственном смысле	8	2
80	не в состоянии	2	2
81	так как он	3	2
82	дело в том	2	2
83	и в отношении	3	2
84	в свою очередь	3	2
