N	2gram	Voloshinov	Vvedenie
1	в том	2	38
2	в этом	2	35
3	и в	13	35
4	том что	2	30
5	может быть	8	30
6	не только	6	26
7	таким образом	6	21
8	не может	8	19
9	то что	6	19
10	только в	6	16
11	так как	3	15
12	языка и	5	15
13	в общем	2	14
14	и не	8	13
15	что в	3	13
16	в самом	2	13
17	в нем	2	13
18	в их	3	12
19	точки зрения	7	12
20	в его	7	12
21	в данном	2	11
22	то же	4	11
23	в ее	3	11
24	не в	3	10
25	прежде всего	9	10
26	но в	4	10
27	между тем	2	10
28	все же	5	9
29	не менее	2	9
30	с другой	2	8
31	и то	3	7
32	самом деле	3	7
33	как и	3	7
34	как бы	6	7
35	смысле слова	2	7
36	но и	3	7
37	было бы	4	7
38	истории языка	2	6
39	хотя бы	5	6
40	иное как	2	6
41	о языке	2	6
42	тем что	2	6
43	а в	2	6
44	могут быть	2	6
45	и его	12	6
46	и историей	2	6
47	все это	4	6
48	вовсе не	2	6
49	данном случае	2	5
50	не что	2	5
51	и т.д	5	5
52	и тем	2	5
53	а как	2	5
54	с этой	2	5
55	что иное	2	5
56	в течение	2	5
57	от этого	2	5
58	в г	2	5
59	есть не	2	5
60	другой стороны	2	5
61	в них	2	5
62	уже в	2	5
63	в целом	2	5
64	говорить о	3	5
65	а не	2	5
66	да и	3	4
67	еще и	4	4
68	одной стороны	2	4
69	и ее	2	4
70	в области	2	4
71	по отношению	3	4
72	в каждом	4	4
73	связана с	3	4
74	но ведь	5	4
75	наукой о	3	4
76	отношению к	3	4
77	в чем	2	4
78	с одной	2	4
79	к тому	2	4
80	и для	3	4
81	не имеет	2	4
82	в одном	3	4
83	в себе	3	4
84	с точки	5	4
85	в своей	4	4
86	никогда не	3	3
87	отношений между	2	3
88	в отношении	2	3
89	а также	2	3
90	с этим	3	3
91	с историей	2	3
92	так же	2	3
93	не как	3	3
94	в другом	2	3
95	если бы	2	3
96	зависимости от	2	3
97	понятно что	3	3
98	истории литературы	2	3
99	себе что	2	3
100	как в	2	3
101	со всей	3	3
102	литературное произведение	2	3
103	в ней	2	3
104	входит в	2	3
105	и к	2	3
106	своего рода	2	3
107	что же	3	3
108	нуждается в	2	3
109	вряд ли	3	3
110	при этом	2	3
111	в зависимости	2	3
112	и уже	3	3
113	все эти	2	3
114	чем же	2	3
115	одно и	3	2
116	не исчерпывается	2	2
117	в языке	2	2
118	мы должны	6	2
119	бы в	2	2
120	в этот	2	2
121	в связи	2	2
122	и при	2	2
123	так и	3	2
124	и др	2	2
125	и должно	2	2
126	языка как	3	2
127	и истории	2	2
128	мог бы	2	2
129	в своих	2	2
130	соответствии с	2	2
131	не столько	3	2
132	мы можем	4	2
133	языка но	2	2
134	несмотря на	2	2
135	мы не	4	2
136	в тех	2	2
137	что они	2	2
138	не мог	2	2
139	во всем	2	2
140	художественных произведений	2	2
141	учение о	2	2
142	мы уже	2	2
143	с помощью	2	2
