N	2gram	Vygotskiy_	VLabPisa
1	таким образом	39	32
2	в этом	32	29
3	не только	29	26
4	и в	37	26
5	может быть	19	23
6	хотя бы	7	20
7	и не	15	20
8	объективной действительности	2	19
9	в процессе	19	17
10	не может	16	17
11	в том	47	15
12	в его	16	15
13	этом отношении	6	14
14	в силу	8	14
15	прежде всего	12	13
16	все это	9	13
17	вот что	2	12
18	в частности	8	12
19	как это	6	12
20	в качестве	12	12
21	что в	25	11
22	с другой	16	11
23	из них	4	11
24	то же	12	10
25	но и	23	10
26	и др	5	10
27	о том	14	10
28	по этому	4	10
29	к этому	7	9
30	об этом	6	9
31	для него	5	9
32	как видим	3	9
33	в своем	10	8
34	том что	42	8
35	на основании	6	8
36	могут быть	5	8
37	другой стороны	10	8
38	все эти	6	8
39	было бы	12	8
40	только в	8	8
41	вместе с	14	8
42	очевидно что	4	7
43	это не	5	7
44	из этих	6	7
45	из современных	2	7
46	во всех	4	7
47	по отношению	12	7
48	то что	32	7
49	действительности и	4	7
50	отношению к	11	7
51	тому что	6	7
52	как и	20	7
53	их в	6	7
54	в нем	2	7
55	в конечном	4	7
56	главным образом	2	7
57	а не	5	7
58	не в	9	6
59	в то	7	6
60	в себе	8	6
61	все же	6	6
62	том же	4	6
63	у него	2	6
64	думается что	7	6
65	так и	12	6
66	приводит к	8	6
67	один из	3	6
68	в зависимости	8	6
69	и его	10	6
70	бы и	4	6
71	между тем	10	6
72	никогда не	8	5
73	даже в	4	5
74	сказать что	16	5
75	показывают что	3	5
76	в одном	5	5
77	конечном счете	4	5
78	перед нами	7	5
79	в результате	7	5
80	как говорит	2	5
81	зависимости от	8	5
82	в их	5	5
83	не является	16	5
84	и при	2	5
85	к тому	10	5
86	он говорит	2	5
87	как бы	16	5
88	в них	5	5
89	в целом	29	5
90	связи с	7	5
91	вот почему	5	5
92	же время	2	5
93	и есть	2	5
94	на основе	7	5
95	по поводу	5	4
96	в сознании	2	4
97	и ее	9	4
98	силу этого	4	4
99	одном из	3	4
100	только что	7	4
101	в виду	5	4
102	ее в	3	4
103	что он	16	4
104	по существу	8	4
105	с тем	8	4
106	что все	8	4
107	следующим образом	2	4
108	что для	8	4
109	когда он	5	4
110	должен быть	6	4
111	отнюдь не	2	4
112	в самом	16	4
113	приведенных выше	2	4
114	как раз	8	4
115	в ее	3	4
116	в своей	7	4
117	является не	2	4
118	в связи	3	4
119	можно сказать	6	4
120	в этой	13	4
121	чем же	2	4
122	не удивительно	5	4
123	с его	7	4
124	и от	4	3
125	при помощи	2	3
126	говорит в	2	3
127	и к	9	3
128	с этим	8	3
129	этой проблемы	10	3
130	мы имеем	2	3
131	так же	18	3
132	вслед за	3	3
133	всех этих	2	3
134	бы в	5	3
135	но даже	2	3
136	в значительной	2	3
137	в конце	2	3
138	и как	7	3
139	тому как	3	3
140	если бы	10	3
141	подобно тому	2	3
142	фактического материала	3	3
143	как он	7	3
144	как о	2	3
145	для того	19	3
146	что говорит	2	3
147	и их	5	3
148	как на	5	3
149	в другую	2	3
150	утверждает что	3	3
151	его не	3	3
152	мы знаем	3	3
153	моментов в	2	3
154	того что	28	3
155	мы видели	8	3
156	этот вопрос	6	3
157	имеет свою	2	3
158	видели что	6	3
159	что у	3	3
160	она не	3	3
161	а в	4	3
162	в котором	6	3
163	именно в	8	3
164	точки зрения	49	3
165	мира и	2	3
166	в которых	6	3
167	что оно	6	3
168	естественно что	2	3
169	между ними	2	3
170	опыта и	3	3
171	человека и	6	3
172	что не	2	3
173	жизни и	2	3
174	того чтобы	23	3
175	что и	3	3
176	и по	3	3
177	или в	2	3
178	что они	5	3
179	в слове	2	3
180	вовсе не	5	3
181	в противоположность	3	3
182	в книге	3	2
183	от его	5	2
184	на эти	3	2
185	или иной	3	2
186	показывает что	4	2
187	и потому	3	2
188	как например	2	2
189	которые в	2	2
190	к этим	3	2
191	с другими	5	2
192	только то	2	2
193	то это	2	2
194	другом месте	6	2
195	а к	2	2
196	о чем	2	2
197	одной стороны	15	2
198	можно было	6	2
199	этого рода	2	2
200	который по	2	2
201	должно быть	4	2
202	этого положения	3	2
203	что она	6	2
204	начиная с	2	2
205	в другом	7	2
206	и даже	5	2
207	от того	7	2
208	в самых	4	2
209	вообще и	2	2
210	мышления в	17	2
211	связана с	4	2
212	в области	4	2
213	только для	6	2
214	и наконец	3	2
215	понятно что	2	2
216	в которой	6	2
217	в течение	4	2
218	а для	2	2
219	в известной	2	2
220	в чем	5	2
221	сих пор	4	2
222	с одной	14	2
223	же самое	4	2
224	воображение и	2	2
225	что даже	2	2
226	заключается в	12	2
227	этом процессе	2	2
228	не с	2	2
229	как известно	8	2
230	эта теория	2	2
231	одной из	4	2
232	что его	6	2
233	в жизни	2	2
234	от них	2	2
235	к ним	2	2
236	том чтобы	6	2
237	но не	6	2
238	и для	3	2
239	стороны и	3	2
240	также и	2	2
241	на него	3	2
242	только с	2	2
243	но в	9	2
244	на то	11	2
245	он может	2	2
246	в общем	5	2
247	могло бы	2	2
248	он в	6	2
249	зависит от	2	2
250	в своих	6	2
251	фактический материал	2	2
252	короче говоря	2	2
253	себе и	3	2
254	в ней	2	2
255	в сфере	4	2
256	и заключается	2	2
257	на вопрос	6	2
258	к его	3	2
259	но для	2	2
260	этой точки	2	2
261	показывает как	2	2
262	нам остается	2	2
263	на этом	3	2
264	к сожалению	2	2
265	тогда когда	8	2
266	из которых	6	2
267	не столько	4	2
268	что мы	9	2
269	смысле слова	6	2
270	только не	2	2
271	представить себе	5	2
272	по себе	9	2
273	всяком случае	5	2
274	от до	4	2
275	действительность в	3	2
276	может не	4	2
277	и обобщения	3	2
278	а затем	5	2
279	же как	8	2
280	должны быть	2	2
281	он сам	3	2
282	числе и	3	2
283	говорить о	4	2
284	по его	2	2
285	он не	11	2
286	и сам	2	2
287	во всей	8	2
288	из основных	3	2
289	ту же	3	2
290	но с	3	2
291	в пользу	6	2
292	что при	3	2
293	который в	7	2
294	на язык	2	2
295	как процесс	3	2
296	хотя и	2	2
297	лишь в	9	2
298	том числе	3	2
299	во всяком	6	2
300	до сих	4	2
301	того как	6	2
