N	2gram	Vygotskiy_	Literetu
1	а не	18	50
2	и не	24	47
3	не только	25	46
4	и в	55	44
5	может быть	35	43
6	при этом	28	41
7	но и	12	41
8	в том	55	39
9	в этом	21	38
10	том что	30	32
11	в частности	6	30
12	то что	47	29
13	в качестве	3	27
14	состоит в	5	26
15	то же	17	26
16	как и	25	23
17	в то	8	23
18	не в	19	22
19	так и	6	22
20	того что	15	22
21	не может	30	22
22	х годов	5	21
23	же время	2	21
24	в себе	6	20
25	прежде всего	5	19
26	как бы	11	18
27	то есть	44	17
28	точки зрения	32	17
29	в его	8	17
30	с другой	7	17
31	в этой	5	16
32	в жизни	5	16
33	тем самым	2	15
34	со стороны	5	15
35	не менее	9	15
36	произведение искусства	9	15
37	в целом	8	15
38	в стихах	2	15
39	только в	18	15
40	что он	17	14
41	однако в	2	14
42	и даже	11	14
43	в своем	3	13
44	как это	8	13
45	эстетического объекта	2	13
46	с одной	6	13
47	но не	5	13
48	уже не	3	13
49	и его	14	13
50	в своей	6	12
51	еще не	2	12
52	о том	11	12
53	одной стороны	7	12
54	никогда не	13	11
55	отличие от	6	11
56	с его	3	11
57	и сам	3	11
58	как в	17	11
59	в отличие	4	11
60	а в	10	11
61	в конечном	6	11
62	столь же	6	11
63	в основе	13	11
64	вместе с	10	11
65	даже в	2	10
66	этом отношении	7	10
67	для себя	2	10
68	в области	12	10
69	что в	39	10
70	отнюдь не	11	10
71	в ее	7	10
72	конечном счете	6	10
73	из них	4	10
74	и на	6	10
75	потому что	27	10
76	жизни и	5	10
77	одно из	2	9
78	к тому	8	9
79	один из	6	9
80	в поэзии	5	9
81	связи с	2	9
82	с этой	8	9
83	искусства и	24	9
84	что я	4	9
85	представляет собой	2	9
86	вплоть до	3	8
87	одна из	5	8
88	в конце	6	8
89	едва ли	5	8
90	ли не	2	8
91	быть может	2	8
92	все же	9	8
93	в искусстве	24	8
94	по существу	6	8
95	но в	5	8
96	того же	3	8
97	уже в	3	8
98	что не	2	8
99	исходит из	5	8
100	и как	9	8
101	тем что	7	8
102	в своих	12	8
103	той же	9	8
104	с точки	12	8
105	как раз	4	8
106	художественного творчества	6	8
107	до конца	9	7
108	из того	2	7
109	для всех	5	7
110	в их	4	7
111	не как	3	7
112	наконец в	2	7
113	и тем	5	7
114	и других	4	7
115	в художественном	9	7
116	другой стороны	7	7
117	и для	9	7
118	по преимуществу	2	7
119	у нас	4	7
120	в самом	18	7
121	и с	5	7
122	в одном	4	7
123	тому как	10	7
124	в нем	5	7
125	он не	8	7
126	тому же	4	7
127	его в	3	6
128	в виду	6	6
129	казалось бы	4	6
130	самом деле	19	6
131	при всем	3	6
132	было бы	14	6
133	не было	5	6
134	например в	5	6
135	поэзии и	8	6
136	и то	4	6
137	то в	2	6
138	то и	2	6
139	во всех	4	6
140	в каждом	5	6
141	с ее	3	6
142	и наконец	2	6
143	далеко не	7	6
144	подобно тому	7	6
145	произведения искусства	4	6
146	в ней	3	6
147	и только	5	6
148	у него	4	6
149	как на	6	6
150	как будто	10	6
151	в слове	3	6
152	тем же	4	6
153	этом как	2	5
154	идет о	2	5
155	вслед за	10	5
156	так как	28	5
157	от себя	4	5
158	как он	4	5
159	одном из	2	5
160	так что	8	5
161	к этой	2	5
162	между тем	6	5
163	несмотря на	8	5
164	этой точки	7	5
165	что и	27	5
166	себя и	3	5
167	в сущности	15	5
168	в связи	3	5
169	обращается к	2	5
170	хотя бы	4	5
171	по выражению	2	5
172	должно быть	2	5
173	мы не	15	5
174	тем не	6	5
175	эстетическое переживание	3	5
176	ни было	2	5
177	в уме	2	5
178	в силу	4	5
179	том чтобы	9	5
180	в себя	3	5
181	свое собственное	2	5
182	и если	4	5
183	и к	5	5
184	об искусстве	2	5
185	к жизни	2	5
186	не к	2	5
187	сознания к	2	4
188	доверие к	2	4
189	в свою	3	4
190	очевидно что	7	4
191	себе и	2	4
192	для нас	5	4
193	нуждается в	3	4
194	не является	5	4
195	как к	2	4
196	искусство не	2	4
197	все время	6	4
