N	2gram	Tiupa_Hudo	Vladivir
1	и в	34	116
2	то что	13	71
3	и не	15	67
4	не только	22	65
5	у него	13	65
6	в этом	22	53
7	в том	24	52
8	том что	31	51
9	что в	8	48
10	но и	13	47
11	в конце	5	41
12	в его	17	40
13	и с	10	39
14	л м	2	36
15	сказать что	3	36
16	и даже	4	36
17	там же	2	35
18	так что	3	35
19	потому что	7	33
20	еще и	2	32
21	что он	14	32
22	не может	10	31
23	о том	21	30
24	только в	8	30
25	никогда не	8	29
26	как мы	5	29
27	для него	15	29
28	вовсе не	2	27
29	а в	11	27
30	не было	8	26
31	в то	12	25
32	но в	6	25
33	в себе	19	25
34	и то	2	25
35	и его	8	25
36	а также	4	24
37	точки зрения	7	23
38	может быть	12	23
39	он не	8	23
40	что же	4	23
41	в виде	2	22
42	так как	2	22
43	об этом	8	22
44	ни в	5	22
45	в своей	15	21
46	вместе с	2	21
47	в своем	9	20
48	прежде всего	12	20
49	для нас	4	20
50	и что	3	20
51	и потому	3	19
52	так и	19	19
53	м м	4	19
54	не менее	9	19
55	как раз	7	19
56	в дальнейшем	2	19
57	по поводу	3	19
58	тем не	7	19
59	не в	16	18
60	как это	8	18
61	как и	16	18
62	хотя и	3	18
63	с его	9	18
64	едва ли	6	17
65	что и	3	17
66	в этой	11	17
67	а не	23	17
68	уже не	12	16
69	все же	5	16
70	того что	5	16
71	было бы	8	16
72	к тому	11	16
73	и все	10	16
74	для себя	9	16
75	в котором	5	16
76	до конца	3	15
77	в связи	3	15
78	но это	2	15
79	это было	2	15
80	несмотря на	7	15
81	то же	14	15
82	в своих	4	15
83	и к	6	15
84	в москве	2	14
85	уже в	2	14
86	же касается	2	14
87	все эти	4	14
88	его жизни	6	14
89	и на	6	14
90	раз и	2	14
91	мы уже	7	14
92	так же	3	13
93	можно сказать	9	13
94	да и	5	13
95	и от	6	13
96	что это	2	13
97	в результате	2	13
98	дело в	2	13
99	жизни и	10	13
100	и у	3	12
101	только на	6	12
102	ничего не	11	12
103	в нем	5	12
104	и по	3	12
105	связи с	4	12
106	содержит в	2	12
107	то в	6	12
108	и это	7	12
109	по себе	3	12
110	еще в	4	11
111	и о	8	11
112	я не	8	11
113	при этом	21	11
114	все это	2	11
115	никак не	3	11
116	в данном	3	11
117	хотя бы	2	11
118	в которой	2	11
119	он уже	4	11
120	него в	2	11
121	на то	4	11
122	даже в	4	10
123	такого рода	4	10
124	о нем	4	10
125	к нему	2	10
126	в ней	6	10
127	что все	3	10
128	в качестве	13	10
129	можно было	6	10
130	еще не	10	10
131	но не	7	10
132	в самом	7	10
133	отнюдь не	4	10
134	он и	2	10
135	с точки	5	10
136	здесь не	2	10
137	с ним	6	10
138	это не	12	9
139	но как	3	9
140	о чем	9	9
141	мы знаем	4	9
142	а с	5	9
143	а только	4	9
144	своей жизни	6	9
145	в целом	2	9
146	в начале	3	9
147	с этим	3	9
148	и сам	3	9
149	ни с	2	9
150	с другой	4	9
151	именно в	9	9
152	же время	11	9
153	это время	2	9
154	но он	3	9
155	свое время	2	8
156	отношение к	3	8
157	не столько	4	8
158	тоже не	2	8
159	себя в	11	8
160	как бы	11	8
161	из этих	3	8
162	и он	6	8
163	должно быть	2	8
164	тем что	6	8
165	с этой	3	8
166	в этих	7	8
167	как в	11	8
168	и для	5	8
169	когда он	2	8
170	со стороны	6	8
171	в это	4	8
172	которой он	2	8
173	который был	2	7
174	как он	4	7
175	не имеет	2	7
176	в я	4	7
177	к этой	4	7
178	себе и	3	7
179	а а	2	7
180	мы читаем	2	7
181	на его	2	7
182	того чтобы	6	7
183	о его	2	7
184	же в	3	7
185	бы и	2	7
186	то и	5	7
187	к концу	2	7
188	если бы	7	7
189	к ней	2	7
190	но все	2	7
191	в одном	3	7
192	в таком	3	7
193	в нашем	2	7
194	в них	3	7
195	нам представляется	3	7
196	данном случае	3	6
197	его в	5	6
198	на себя	3	6
199	есть и	3	6
200	к своему	2	6
201	что на	4	6
202	тому что	8	6
203	так или	3	6
204	жизнь и	2	6
205	о боге	2	6
206	по своему	3	6
207	что она	10	6
208	по мнению	6	6
209	на него	3	6
210	не раз	2	6
211	мысли и	2	6
212	но у	2	6
213	для того	3	6
214	же и	3	6
215	такой же	3	6
216	мы не	2	6
217	не с	2	6
218	в жизни	9	6
219	или иначе	3	6
220	той же	3	6
221	видно что	3	6
222	по своей	5	6
223	он сам	3	6
224	поскольку в	2	6
225	по его	4	6
226	но мы	2	5
227	а и	2	5
228	а вот	2	5
229	однако здесь	2	5
230	вопрос о	2	5
231	что бы	2	5
232	друг друга	5	5
233	тех кто	2	5
234	и тем	2	5
235	в их	2	5
236	в частности	10	5
237	говорит в	2	5
238	для своего	2	5
239	она не	6	5
240	а то	2	5
241	он в	2	5
242	заметить что	2	5
243	один из	6	5
244	место в	3	5
245	то ни	2	5
246	бытия и	4	5
247	что они	4	5
248	однако и	5	5
249	сводится к	7	5
250	нет ничего	4	5
251	во всех	2	5
252	по преимуществу	6	5
253	со своим	5	5
254	жизни в	12	5
255	что я	4	5
256	с с	4	5
257	и так	3	5
258	что у	4	5
259	из них	5	5
260	со своей	3	5
261	говорит о	4	5
262	и только	2	5
263	как на	2	5
264	не о	3	4
265	на самом	2	4
266	перед нами	13	4
267	тем самым	2	4
268	о которых	2	4
269	для нее	6	4
270	человека и	4	4
271	в духе	6	4
272	ясно что	2	4
273	наряду с	4	4
274	как к	4	4
275	это и	2	4
276	как у	2	4
277	мы с	3	4
278	что даже	2	4
279	одной из	5	4
280	любви к	2	4
281	бы на	2	4
282	и т	15	4
283	что можно	2	4
284	так в	2	4
285	одной стороны	4	4
286	в такой	2	4
287	себя и	4	4
288	в сущности	2	4
289	него и	2	4
290	и н	5	4
291	или не	3	4
292	когда мы	2	4
293	тех же	2	4
294	как например	2	4
295	и эта	3	4
296	же это	2	4
297	не все	2	4
298	т д	5	4
299	во второй	7	4
300	себе в	2	4
301	только что	4	4
302	лишь в	5	4
303	ни к	2	4
304	этом отношении	4	4
305	и другие	5	4
306	с и	2	4
307	нас в	2	4
308	с одной	4	4
309	и более	2	4
310	том чтобы	2	4
311	нет и	2	4
312	всей своей	2	4
313	их в	2	4
314	н я	2	4
315	знаем что	2	4
316	я в	2	4
317	и стал	2	4
318	на этом	5	4
319	только не	3	4
320	пока еще	3	4
321	ему в	3	4
322	же самое	4	4
323	у которого	2	4
324	о которой	3	4
325	но с	3	4
326	по своим	2	4
327	так сказать	3	3
328	в первую	2	3
329	второй половине	2	3
330	не стал	2	3
331	ни о	3	3
332	не имеют	3	3
333	от него	3	3
334	ему не	3	3
335	и ее	3	3
336	именно так	2	3
337	не как	3	3
338	в другом	3	3
339	в силу	2	3
340	наконец в	2	3
341	отношениях с	2	3
342	говоря о	2	3
343	который в	2	3
344	в следующем	3	3
345	роль в	2	3
346	между ними	2	3
347	казалось бы	12	3
348	от своего	2	3
349	самом деле	6	3
350	теперь же	4	3
351	на вопрос	2	3
352	только потому	2	3
353	с того	4	3
354	человеческой жизни	9	3
355	не нужно	3	3
356	что не	4	3
357	не могла	4	3
358	и она	2	3
359	не была	3	3
360	с такой	3	3
361	же как	4	3
362	о своей	3	3
363	когда в	4	3
364	первую очередь	2	3
365	сам он	3	3
366	все еще	3	3
367	интерес к	5	3
368	с ними	3	3
369	ее на	3	3
370	в свои	2	3
371	в литературе	3	3
372	это в	4	3
373	дело не	2	3
374	особенно в	3	3
375	бы в	2	3
376	о своем	2	3
377	том случае	2	3
378	с самим	2	3
379	я и	7	3
380	л н	6	3
381	на земле	2	3
382	как о	3	3
383	в изображении	2	3
384	же о	2	3
385	вот и	3	3
386	в тот	3	3
387	не могло	2	3
388	влияние на	2	3
389	в мире	10	3
390	ни на	2	3
391	это была	2	3
392	в состоянии	3	3
393	все что	4	3
394	будто бы	6	3
395	а по	2	3
396	этой книги	2	3
397	в настоящем	2	3
398	и м	2	3
399	в сторону	2	3
400	к жизни	6	3
401	но когда	2	3
402	от нее	2	3
403	только о	2	3
404	как будто	7	3
405	была бы	3	3
406	один и	2	3
407	он все	2	2
408	человека в	10	2
409	в действительности	5	2
410	путь к	2	2
411	и сама	3	2
412	у его	2	2
413	том как	5	2
414	для всего	3	2
415	еще раз	2	2
416	приходит к	3	2
417	в ответ	3	2
418	бытия как	3	2
419	как было	2	2
420	только для	4	2
421	она жила	2	2
422	одна из	4	2
423	к себе	8	2
424	на свои	2	2
425	с той	2	2
426	личности с	3	2
427	не могу	3	2
428	и а	7	2
429	не по	2	2
430	по адресу	2	2
431	он будет	3	2
432	у вас	3	2
433	жизни так	4	2
434	но именно	3	2
435	своего времени	3	2
436	то о	2	2
437	н толстого	4	2
438	на месте	2	2
439	как уже	3	2
440	любви и	3	2
441	говорить об	2	2
442	может и	3	2
443	на том	3	2
444	они не	2	2
445	рядом с	5	2
446	на себе	3	2
447	жизнью и	3	2
448	было ни	2	2
449	однако в	4	2
450	о двух	4	2
451	же не	3	2
452	он говорил	2	2
453	он себе	2	2
454	то чего	2	2
455	в ее	16	2
456	всю ночь	3	2
457	ответить на	2	2
458	первый раз	2	2
459	и личность	3	2
460	все равно	2	2
461	например в	3	2
462	в двух	2	2
463	в основе	3	2
464	жизни с	3	2
465	этот момент	3	2
466	их как	2	2
467	если в	4	2
468	они были	2	2
469	с такими	2	2
470	разговора о	2	2
471	с другими	2	2
472	все было	3	2
473	его личности	3	2
474	под ред	2	2
475	в первой	6	2
476	в душе	6	2
477	на это	2	2
478	о котором	2	2
479	поэтому и	2	2
480	случае если	2	2
481	с ее	7	2
482	а о	2	2
483	от этого	2	2
484	этом и	2	2
485	и тот	2	2
486	дело с	2	2
487	за ним	3	2
488	в первый	2	2
489	но еще	3	2
490	та же	5	2
491	все они	2	2
492	со всей	2	2
493	она в	5	2
494	во сне	3	2
495	его и	2	2
496	чем не	2	2
497	нечто иное	2	2
498	сих пор	3	2
499	н а	2	2
500	в глазах	11	2
501	перед смертью	2	2
502	к той	3	2
503	какая же	2	2
504	в г	3	2
505	но тем	2	2
506	говорится о	2	2
507	думал о	2	2
508	в самой	2	2
509	в третьей	2	2
510	в русской	4	2
511	уже знаем	2	2
512	всего мира	2	2
513	в другой	2	2
514	и мне	3	2
515	личности и	3	2
516	а другие	2	2
517	этих двух	2	2
518	личности в	9	2
519	и поэтому	2	2
520	внимание на	3	2
521	которая была	2	2
522	казалось что	6	2
523	можно назвать	2	2
524	к числу	3	2
525	и уже	3	2
526	говорить о	4	2
527	и об	3	2
528	в себя	3	2
529	с какой	3	2
530	все в	2	2
531	жизнь в	3	2
532	до сих	3	2
