N	3gram	Voloshinov	Myshleni
1	в том что	9	133
2	с точки зрения	15	89
3	для того чтобы	3	78
4	заключается в том	2	51
5	мы могли бы	2	48
6	по отношению к	11	42
7	с одной стороны	2	39
8	с самого начала	5	36
9	то же самое	2	31
10	в этом отношении	4	30
11	в собственном смысле	3	26
12	о том что	3	25
13	не может быть	14	23
14	к тому что	2	22
15	в высшей степени	6	22
16	в зависимости от	4	22
17	можно сказать что	5	21
18	в самом деле	10	19
19	в отличие от	2	18
20	во всяком случае	8	18
21	в этом смысле	2	18
22	до сих пор	3	17
23	как мы видели	8	17
24	одной и той	3	15
25	в данном случае	4	15
26	и той же	3	15
27	на этот вопрос	3	14
28	мы видели что	3	14
29	в свою очередь	4	14
30	а с другой	2	13
31	в другом месте	2	13
32	тем не менее	4	12
33	на первый план	4	12
34	и тот же	3	12
35	один и тот	3	12
36	мы не можем	3	11
37	как мы уже	5	11
38	то обстоятельство что	2	11
39	но вместе с	2	10
40	с помощью которых	4	10
41	внутренней речи мы	2	10
42	на самом деле	4	9
43	с помощью которого	2	9
44	в конечном счете	3	9
45	ни в какой	2	9
46	том что он	2	9
47	сам по себе	4	8
48	не могут быть	4	8
49	что и в	2	8
50	к тому чтобы	3	7
51	благодаря тому что	2	7
52	то что мы	2	6
53	тот же предмет	2	6
54	и не может	3	6
55	в этот период	3	6
56	только то что	3	6
57	в конце концов	2	5
58	мы знаем что	6	5
59	в то же	6	5
60	мы никогда не	2	5
61	что все эти	3	5
62	мы увидим что	4	4
63	его отношение к	2	4
64	таким образом в	2	4
65	так и в	3	4
66	если бы он	3	4
67	с помощью которой	3	4
68	в какой степени	2	4
69	бы то ни	3	3
70	то ни было	2	3
71	нет и не	3	3
72	по ту сторону	4	3
73	том что она	2	3
74	в связь с	2	3
75	как раз и	2	3
76	в применении к	2	3
77	но мы знаем	2	3
78	а следовательно и	2	3
79	хотя бы и	2	3
80	не чем иным	2	3
81	но если мы	2	3
82	то же время	6	3
83	чем иным как	2	3
84	один из них	2	3
85	в настоящей главе	2	3
86	у нас в	2	3
87	но мы не	2	2
88	не в его	3	2
89	в следующей главе	3	2
90	ни в каком	2	2
91	зависимости от того	2	2
92	вовсе не в	2	2
93	и может быть	2	2
94	не отличается от	2	2
95	в большинстве случаев	5	2
96	на самом же	2	2
97	самом же деле	2	2
98	в чем же	2	2
99	выходит за пределы	2	2
100	и до конца	4	2
101	и внешней речи	3	2
102	и по отношению	2	2
103	во всех областях	2	2
104	по отношению ко	2	2
