N	2gram	Tiupa_Hudo	Problema
1	и в	23	182
2	то есть	26	165
3	и не	16	152
4	вовсе не	2	145
5	то что	5	144
6	не только	20	104
7	потому что	3	89
8	в этом	12	88
9	может быть	19	82
10	том что	9	81
11	в том	20	81
12	не просто	2	80
13	только в	7	73
14	сказать что	4	72
15	но и	14	70
16	по себе	2	64
17	не менее	5	58
18	о том	2	57
19	так и	12	56
20	тем не	3	56
21	а не	13	56
22	но в	10	55
23	ни в	5	51
24	отнюдь не	2	48
25	в себе	13	48
26	в своей	7	45
27	прежде всего	5	45
28	что в	7	44
29	в его	11	44
30	все эти	2	43
31	не в	9	43
32	таким образом	3	42
33	как раз	3	42
34	то же	12	42
35	а именно	3	42
36	если мы	2	42
37	и то	4	40
38	что он	5	40
39	и что	4	40
40	не может	9	39
41	в этой	2	39
42	такого рода	12	39
43	и тем	4	39
44	как бы	11	39
45	в стихотворении	3	38
46	той или	5	38
47	в данном	4	38
48	того что	5	37
49	в нем	6	37
50	еще не	4	36
51	точки зрения	11	36
52	в виду	5	34
53	как и	3	34
54	уже не	6	34
55	не является	5	33
56	или иной	9	33
57	в таком	3	33
58	в то	8	32
59	здесь не	2	32
60	но не	13	32
61	в своем	4	31
62	связи с	3	31
63	все это	2	31
64	что такое	2	31
65	так же	2	31
66	с другой	9	30
67	и для	3	30
68	об этом	2	29
69	в связи	3	29
70	можно сказать	6	29
71	и о	4	28
72	а в	13	28
73	и как	4	27
74	и это	2	27
75	хотя и	4	27
76	еще и	2	26
77	это не	4	26
78	другой стороны	6	26
79	и его	12	26
80	тем самым	5	25
81	с точки	3	25
82	и на	3	25
83	тем более	2	24
84	в нашем	2	24
85	и притом	3	23
86	а только	4	23
87	только и	2	23
88	таком случае	2	23
89	при этом	19	23
90	в качестве	31	23
91	по своему	3	23
92	никогда не	2	22
93	его в	4	22
94	что и	2	22
95	есть в	3	22
96	и к	3	22
97	и ее	3	21
98	а также	6	21
99	для себя	4	21
100	сама по	2	21
101	в самом	7	21
102	говорить о	4	21
103	и потому	2	20
104	но как	2	20
105	для того	5	20
106	именно в	2	20
107	о чем	3	20
108	несмотря на	2	20
109	или в	2	20
110	в отношении	4	19
111	в каком	2	19
112	того или	4	19
113	то в	2	19
114	если бы	3	19
115	но только	2	19
116	он не	4	19
117	с ним	2	19
118	самом деле	2	19
119	в них	2	19
120	как в	2	19
121	этом смысле	3	19
122	того же	3	18
123	не будет	3	18
124	того чтобы	5	18
125	в ее	6	18
126	в этих	4	18
127	это и	2	17
128	тех или	2	17
129	во всех	3	17
130	к тому	4	16
131	художественного произведения	4	16
132	в одно	2	16
133	далеко не	4	16
134	как это	7	16
135	случае не	2	16
136	что она	2	16
137	он и	2	16
138	в чем	2	15
139	и более	2	15
140	в частности	18	15
141	у него	2	15
142	в той	3	15
143	и сам	3	15
144	за пределы	2	14
145	искусства и	3	14
146	этого термина	2	14
147	с другими	5	14
148	то ни	2	14
149	только о	2	14
150	который в	2	13
151	или даже	3	13
152	из этого	2	13
153	в их	5	13
154	тому что	2	13
155	мы имеем	6	13
156	в области	8	13
157	или иного	4	13
158	при условии	2	12
159	так или	4	12
160	языкового знака	2	12
161	в которой	3	12
162	в другом	4	12
163	с одной	3	12
164	в самой	2	12
165	значения и	2	12
166	в целом	3	12
167	в литературе	2	12
168	или иначе	5	12
169	или иных	2	11
170	одной стороны	3	11
171	бы то	2	11
172	жизни в	2	11
173	к нему	3	11
174	заключается в	2	11
175	в искусстве	9	11
176	один из	2	10
177	однако в	4	10
178	быть и	2	10
179	отличается от	2	10
180	слова и	2	10
181	собственно говоря	2	10
182	в одном	3	10
183	художественного творчества	6	10
184	или менее	6	10
185	бы не	2	10
186	художественное произведение	3	10
187	более или	6	10
188	в году	2	10
189	из которых	2	10
190	но он	3	10
191	человеческой жизни	3	9
192	знака к	5	9
193	в художественном	5	9
194	не вполне	2	9
195	их в	3	9
196	это тоже	2	9
197	известного рода	2	9
198	и другие	2	9
199	в жизни	3	9
200	между собой	2	8
201	и по	2	8
202	никто не	3	8
203	для него	5	8
204	не все	2	8
205	с этой	3	8
206	в силу	4	8
207	входит в	4	8
208	и особенно	2	8
209	для искусства	2	8
210	к его	3	8
211	тот или	3	8
212	из этих	3	8
213	и больше	2	8
214	во всей	3	8
215	с ее	6	8
216	ни было	2	8
217	времени и	2	7
218	определенным образом	2	7
219	а с	2	7
220	одной из	2	7
221	в основе	7	7
222	с самим	2	7
223	в значительной	2	7
224	в какой	2	7
225	оно не	2	7
226	в случае	2	7
227	даже в	3	7
228	не на	5	7
229	жизни а	2	7
230	была бы	3	7
231	мира и	2	7
232	к другому	2	7
233	по преимуществу	3	7
234	ее в	2	7
235	и который	2	7
236	не обязательно	3	7
237	для которого	2	6
238	не как	2	6
239	в известном	2	6
240	тем или	2	6
241	по своей	7	6
242	ни к	2	6
243	этого слова	2	6
244	имеем в	3	6
245	в порядке	2	6
246	и того	3	6
247	не знает	4	6
248	чтобы не	2	6
249	для меня	2	6
250	не всегда	2	6
251	могут быть	5	6
252	из тех	2	6
253	и может	2	6
254	с его	6	6
255	но она	2	6
256	мышления и	2	6
257	дело не	2	6
258	нового времени	2	6
259	к своему	2	6
260	отношения к	4	6
261	в слове	4	6
262	человека и	2	5
263	одна из	2	5
264	отношение к	7	5
265	и прежде	3	5
266	он должен	3	5
267	тот кто	2	5
268	все прочие	3	5
269	одно и	3	5
270	ту или	2	5
271	о себе	2	5
272	лишь в	7	5
273	для обозначения	2	5
274	есть как	2	5
275	образом и	2	5
276	тому как	3	5
277	я не	2	5
278	сводится к	11	5
279	которого он	2	5
280	между тем	4	5
281	что может	2	5
282	том числе	3	5
283	и весьма	2	5
284	о его	2	5
285	по мысли	2	5
286	в противоположность	3	5
287	себя в	8	5
288	мира в	2	5
289	слова как	5	5
290	одним из	2	5
291	в пределах	3	5
292	подобно тому	3	5
293	которая не	2	5
294	с чем	2	4
295	на свою	2	4
296	должен быть	2	4
297	отличие от	7	4
298	одно из	2	4
299	во втором	4	4
300	рассматриваться в	2	4
301	числе и	2	4
302	себя и	3	4
303	человеческого я	3	4
304	не могли	2	4
305	теории литературы	2	4
306	таких случаях	2	4
307	другим и	2	4
308	всей его	2	4
309	или иную	2	4
310	я в	13	4
311	начиная с	2	4
312	коем случае	2	4
313	особого рода	8	4
314	в глаза	2	4
315	но на	2	4
316	отношение знака	3	4
317	на котором	2	4
318	xix века	2	4
319	в контексте	3	4
320	говорит и	3	4
321	этой точки	2	4
322	и др	2	4
323	например в	4	4
324	значение знака	2	4
325	с их	2	4
326	в коем	2	4
327	в свою	3	4
328	при всем	2	4
329	в русской	3	4
330	мог бы	3	4
331	человеческих отношений	2	4
332	имеем дело	2	4
333	одного и	3	3
334	от своего	2	3
335	рассказ о	2	3
336	в душе	9	3
337	времени в	2	3
338	в отличие	7	3
339	однако все	2	3
340	известном смысле	2	3
341	и возможность	2	3
342	превращается в	2	3
343	более не	2	3
344	общения людей	3	3
345	художественности и	4	3
346	делает его	2	3
347	было и	2	3
348	столь же	2	3
349	представляет собой	11	3
350	я на	2	3
351	со стороны	5	3
352	в романе	3	3
353	для такого	2	3
354	не входит	2	3
355	не столько	7	3
356	с ними	2	3
357	таковы например	2	3
358	жизни то	2	3
359	и состоит	3	3
360	говорит что	2	3
361	однако если	3	3
362	только лишь	2	3
363	а для	2	3
364	русской литературе	2	3
365	самим собою	2	3
366	всей своей	2	3
367	это отношение	3	3
368	знаков в	2	3
369	речь идет	2	3
370	на этом	2	3
371	произведения искусства	4	3
372	языка в	4	3
373	я и	7	3
374	место в	5	3
375	жизни но	2	3
376	этих двух	2	3
377	ни для	2	3
378	не сама	2	3
379	в системе	3	3
380	я с	5	2
381	между которыми	2	2
382	к действительности	3	2
383	искусства но	4	2
384	и мире	2	2
385	от себя	3	2
386	в момент	3	2
387	его внешней	8	2
388	даже самая	2	2
389	но чтобы	2	2
390	вещами и	2	2
391	в узком	3	2
392	своего рода	9	2
393	в комедии	2	2
394	виду не	3	2
395	единое целое	2	2
396	но во	2	2
397	в рассказе	3	2
398	том и	2	2
399	каждый такой	2	2
