N	2gram	Bakhtin_Fr	Problema
1	и в	73	182
2	то есть	36	165
3	и не	13	152
4	вовсе не	11	145
5	то что	12	144
6	не есть	2	113
7	не только	11	104
8	потому что	9	89
9	в этом	21	88
10	может быть	5	82
11	том что	8	81
12	в том	13	81
13	не просто	3	80
14	только в	7	73
15	сказать что	4	72
16	но и	15	70
17	в виде	2	69
18	у нас	4	68
19	также и	6	68
20	и даже	4	66
21	по себе	2	64
22	о том	13	57
23	так и	13	56
24	а не	2	56
25	но в	12	55
26	так что	2	52
27	ни в	7	51
28	для нас	2	50
29	и вообще	3	48
30	в себе	16	48
31	было бы	5	46
32	в своей	4	45
33	прежде всего	18	45
34	что в	14	44
35	в его	18	44
36	все эти	24	43
37	не в	12	43
38	таким образом	34	42
39	как раз	3	42
40	то же	16	42
41	а именно	2	42
42	если мы	2	42
43	так как	9	40
44	что мы	2	40
45	и то	3	40
46	что он	8	40
47	и что	5	40
48	не может	4	39
49	в этой	18	39
50	и тем	3	39
51	во всяком	2	39
52	как бы	15	39
53	в данном	3	38
54	того что	5	37
55	в нем	18	37
56	еще не	3	36
57	точки зрения	6	36
58	и все	19	36
59	в виду	4	34
60	и с	17	34
61	как и	19	34
62	уже не	2	34
63	в то	14	32
64	здесь не	2	32
65	в своем	13	31
66	в конце	9	31
67	связи с	5	31
68	все это	19	31
69	так же	11	31
70	но это	3	31
71	с другой	3	30
72	и для	8	30
73	как мы	19	29
74	перед нами	5	29
75	все же	2	29
76	об этом	2	29
77	в связи	3	29
78	и о	2	28
79	есть только	3	28
80	мы не	2	28
81	а в	10	28
82	и как	5	27
83	ничего не	4	27
84	и это	6	27
85	хотя и	5	27
86	еще и	2	26
87	в результате	7	26
88	вместе с	9	26
89	это не	7	26
90	другой стороны	2	26
91	и его	18	26
92	тем самым	3	25
93	с точки	4	25
94	и на	12	25
95	на самом	2	24
96	не имеет	4	24
97	с тем	2	24
98	в нашем	2	24
99	а только	2	23
100	только и	2	23
101	мы находим	3	23
102	есть не	2	23
103	при этом	5	23
104	конце концов	5	23
105	в качестве	11	23
106	по своему	3	23
107	никогда не	6	22
108	сам по	2	22
109	его в	3	22
110	и есть	3	22
111	только на	2	22
112	что и	6	22
113	и от	10	22
114	другими словами	2	22
115	всех этих	2	22
116	есть в	9	22
117	и к	6	22
118	и ее	2	21
119	а также	8	21
120	в самом	9	21
121	и потому	6	20
122	как о	5	20
123	именно в	4	20
124	о чем	2	20
125	можно было	4	20
126	несмотря на	3	20
127	или в	5	20
128	тем что	8	20
129	в отношении	6	19
130	как нечто	2	19
131	кроме того	6	19
132	но только	2	19
133	он не	4	19
134	с ним	6	19
135	уже в	9	19
136	самом деле	4	19
137	в них	14	19
138	как в	9	19
139	жизни и	6	19
140	того же	7	18
141	того чтобы	2	18
142	в ее	6	18
143	в этих	6	18
144	не было	4	18
145	в ней	10	18
146	мы уже	25	17
147	и здесь	5	17
148	но уже	3	17
149	совсем не	3	17
150	что они	2	17
151	во всех	13	17
152	к тому	2	16
153	но все	5	16
154	же в	2	16
155	между собою	3	16
156	далеко не	2	16
157	для этого	2	16
158	как это	2	16
159	он и	2	16
160	в чем	3	15
161	здесь в	9	15
162	в частности	2	15
163	у него	13	15
164	с этим	4	15
165	в той	8	15
166	и сам	2	15
167	нет никакой	2	14
168	что все	3	14
169	говорит о	2	14
170	в дальнейшем	3	14
171	людей и	3	14
172	сих пор	3	14
173	нас в	3	14
174	в котором	4	14
175	нас не	5	14
176	до сих	3	14
177	дело в	2	13
178	иной раз	2	13
179	в целях	2	13
180	здесь только	3	13
181	в других	2	13
182	или даже	2	13
183	из этого	2	13
184	в их	5	13
185	мы имеем	2	13
186	в области	3	13
187	мы в	2	13
188	из них	6	13
189	учение о	2	13
190	но именно	3	12
191	не будем	2	12
192	в которой	3	12
193	на первый	2	12
194	в другом	4	12
195	с одной	3	12
196	и очень	2	12
197	что это	9	12
198	в начале	4	12
199	в литературе	5	12
200	на земле	5	12
201	каждый раз	3	12
202	он сам	4	12
203	оказывается что	3	11
204	и во	4	11
205	и самого	2	11
206	в истории	3	11
207	мы говорим	2	11
208	тот же	3	11
209	в таких	2	11
210	не могут	3	11
211	одной стороны	3	11
212	и у	7	11
213	по этому	4	11
214	том или	2	11
215	и их	5	11
216	к нему	7	11
217	что его	2	11
218	свидетельствует о	3	11
219	в заключение	2	10
220	и сама	2	10
221	один из	5	10
222	все время	4	10
223	слова и	2	10
224	что у	3	10
225	в одном	5	10
226	и всякий	2	10
227	или менее	3	10
228	он в	2	10
229	внимание на	2	10
230	представление о	3	10
231	со всеми	4	10
232	на том	2	10
233	есть то	2	10
234	более или	3	10
235	в году	12	10
236	из которых	2	10
237	но он	8	10
238	находим в	2	9
239	здесь как	2	9
240	которые в	2	9
241	между прочим	2	9
242	и до	14	9
243	и наконец	6	9
244	то он	2	9
245	чем же	2	9
246	с собой	2	9
247	их в	5	9
248	не был	2	9
249	но эта	2	9
250	в которых	3	9
251	того как	7	9
252	что если	2	9
253	бы в	3	9
254	это было	4	9
255	о котором	5	9
256	поэтому и	5	9
257	и другие	3	9
258	жизнь и	3	9
259	как он	4	8
260	мы здесь	3	8
261	между собой	2	8
262	от этого	3	8
263	и по	4	8
264	никто не	11	8
265	для него	7	8
266	и нет	2	8
267	значение в	2	8
268	с этой	4	8
269	мы сейчас	2	8
270	себе и	2	8
271	еще в	4	8
272	и особенно	3	8
273	к его	2	8
274	для всех	3	8
275	том как	3	8
276	здесь нет	3	8
277	только с	2	8
278	и самый	2	8
279	он был	7	8
280	во всей	2	8
281	с самого	2	8
282	и он	4	8
283	с ее	3	8
284	ни было	2	8
285	это уже	3	8
286	и образ	6	8
287	во всем	5	8
288	конечно не	2	8
289	он есть	2	8
290	находятся в	2	7
291	времени и	2	7
292	может иметь	2	7
293	одной из	5	7
294	на этой	4	7
295	на землю	2	7
296	в основе	3	7
297	в эпоху	13	7
298	до нас	10	7
299	его как	3	7
300	в значительной	5	7
301	и так	2	7
302	все они	7	7
303	еще более	4	7
304	оно не	2	7
305	сливаются в	2	7
306	даже в	4	7
307	что их	2	7
308	во все	3	7
309	не на	5	7
310	в это	3	7
311	себе в	3	7
312	мира и	6	7
313	это в	4	7
314	не как	2	6
315	ведь и	3	6
316	людей в	3	6
317	на него	2	6
318	имеем в	2	6
319	именно на	2	6
320	что именно	2	6
321	первый план	2	6
322	не знает	4	6
323	но с	3	6
324	в античной	2	6
325	до конца	5	6
326	и всегда	2	6
327	и об	2	6
328	есть и	4	6
329	в отдельности	3	6
330	по существу	8	6
331	же мы	2	6
332	содержится в	2	6
333	и может	2	6
334	во время	12	6
335	вся эта	2	6
336	с его	5	6
337	одновременно и	2	6
338	дело не	2	6
339	особенно в	2	6
340	в него	4	6
341	себе все	3	6
342	мы еще	3	6
343	этом отношении	3	6
344	природы и	3	6
345	нового времени	5	6
346	не мог	2	6
347	но оно	3	6
348	в область	3	5
349	говорили что	4	5
350	в нее	3	5
351	человека и	3	5
352	одна из	7	5
353	отношение к	3	5
354	и прежде	2	5
355	бы его	2	5
356	но по	3	5
357	солнца и	2	5
358	из всех	2	5
359	к самому	2	5
360	или ином	2	5
361	нужно сказать	4	5
362	до того	3	5
363	одно и	2	5
364	лишь в	2	5
365	нет ни	3	5
366	сказать и	2	5
367	из земли	2	5
368	из самых	4	5
369	литературе и	2	5
370	все что	5	5
371	образом и	2	5
372	не знаем	2	5
373	которой он	2	5
374	я не	3	5
375	за то	4	5
376	оно и	3	5
377	для его	2	5
378	между тем	2	5
379	ведь это	3	5
380	и вся	3	5
