N	3gram	Losev_Prob	Istorich
1	и т д	20	142
2	с другой стороны	11	46
3	до сих пор	4	30
4	в этом случае	8	29
5	с одной стороны	2	28
6	так же как	3	27
7	в том что	17	25
8	не может быть	5	24
9	тем не менее	23	23
10	точно так же	5	22
11	о том что	8	22
12	не только в	2	19
13	в связи с	9	17
14	в данном случае	12	15
15	о том как	4	15
16	на то что	2	14
17	в то время	6	13
18	то время как	6	13
19	как мы видели	2	12
20	мы не будем	3	12
21	но и в	2	12
22	что иное как	6	11
23	не что иное	6	11
24	как и в	2	10
25	можно было бы	6	10
26	что и в	3	10
27	более или менее	2	9
28	в таких случаях	2	9
29	же как и	4	9
30	то же самое	17	8
31	подобно тому как	2	8
32	в зависимости от	3	8
33	и то что	8	8
34	во всяком случае	8	7
35	дело не в	4	7
36	что он не	2	7
37	в одном случае	4	7
38	на первый взгляд	3	7
39	сих пор мы	2	7
40	потому что он	6	7
41	и здесь мы	2	6
42	этой точки зрения	2	6
43	мы не можем	2	6
44	это значит что	8	6
45	и в других	2	6
46	на самом деле	5	5
47	для того чтобы	4	5
48	так и в	2	5
49	что это за	3	5
50	есть не что	6	5
51	в отличие от	2	5
52	т д и	5	5
53	иметь в виду	2	4
54	содержит в себе	13	4
55	то это значит	3	4
56	это и есть	3	4
57	можно сказать что	2	4
58	с точки зрения	9	4
59	и может быть	2	4
60	сами по себе	8	4
61	и тем не	6	4
62	в чистом виде	3	4
63	так или иначе	2	4
64	только то что	4	4
65	и то же	5	3
66	бы то ни	5	3
67	так что он	2	3
68	никак не может	3	3
69	то ни было	4	3
70	до того что	2	3
71	не только не	5	3
72	дело в том	4	3
73	так же и	3	3
74	как будто бы	7	3
75	в другом случае	2	3
76	и тем что	2	3
77	и тем самым	3	3
78	для нас не	4	3
79	само по себе	5	3
80	в том смысле	4	3
81	только в связи	2	3
82	по сравнению с	3	3
83	что не только	2	2
84	сам по себе	10	2
85	может быть и	3	2
86	не значит что	2	2
87	не просто как	2	2
88	ничего общего с	2	2
89	об этом мы	2	2
90	сама по себе	11	2
91	по себе а	3	2
92	мы не знаем	2	2
93	по себе но	2	2
94	то ясно что	2	2
95	здесь перед нами	2	2
96	друг от друга	3	2
97	так как иначе	6	2
98	хотя и не	2	2
99	на самом же	7	2
100	самом же деле	7	2
101	очень много и	2	2
102	это уже не	2	2
103	и тем более	4	2
104	и прежде всего	3	2
105	на первый план	3	2
106	том что он	2	2
107	вовсе не в	2	2
108	это было бы	2	2
109	только в том	2	2
110	одно и то	4	2
111	потому что мы	2	2
112	в таком случае	7	2
113	только потому что	3	2
114	мы имеем дело	2	2
115	а может быть	2	2
116	равно как и	2	2
117	дело вовсе не	2	2
