N	2gram	Trubetskoy	VeschiIm
1	не есть	4	79
2	и не	9	57
3	не только	10	48
4	то что	18	48
5	не может	18	46
6	и в	24	45
7	может быть	17	39
8	потому что	9	25
9	было бы	3	24
10	в себе	5	23
11	что она	2	23
12	только в	6	23
13	и что	9	22
14	как бы	10	20
15	и ее	2	19
16	что это	5	19
17	но и	11	19
18	что же	2	19
19	есть только	2	18
20	все же	15	18
21	в этом	13	18
22	и это	3	17
23	прежде всего	3	17
24	так как	7	17
25	что мы	4	17
26	того что	7	16
27	таким образом	34	16
28	в том	31	15
29	как и	10	15
30	в ней	3	15
31	не в	9	14
32	и то	4	14
33	том что	20	13
34	а и	8	13
35	не будет	5	13
36	и для	6	13
37	в самом	8	13
38	то ни	4	13
39	в себя	2	13
40	но если	2	12
41	совершенно не	4	12
42	что в	9	12
43	точки зрения	14	12
44	что и	7	12
45	что они	2	12
46	то же	4	12
47	ни было	3	12
48	еще не	6	12
49	между собою	5	12
50	о том	7	12
51	если мы	4	12
52	и с	5	12
53	бы то	3	12
54	в то	6	11
55	не менее	7	11
56	вовсе не	2	11
57	тем не	4	11
58	и их	5	11
59	также и	2	11
60	и только	2	11
61	что оно	3	10
62	с ее	2	10
63	ясно что	8	10
64	это не	3	9
65	так что	6	9
66	в своем	12	9
67	то и	2	9
68	она не	2	9
69	другими словами	2	9
70	должно быть	5	9
71	хотя бы	4	9
72	бы в	3	9
73	в результате	9	9
74	у нас	3	9
75	на то	9	9
76	но не	3	9
77	говорить о	2	9
78	и его	2	9
79	с ним	6	9
80	его в	5	8
81	и потому	3	8
82	что он	7	8
83	но в	5	8
84	себя и	2	8
85	все это	13	8
86	это есть	4	8
87	должна быть	6	8
88	по сравнению	5	8
89	отличается от	6	8
90	если бы	8	8
91	с тем	4	8
92	для него	2	8
93	с другой	6	8
94	отнюдь не	2	8
95	не потому	2	7
96	от того	3	7
97	из них	5	7
98	самом деле	12	7
99	а в	3	7
100	можно ли	2	7
101	все эти	19	7
102	в сущности	2	7
103	я не	2	7
104	с этой	3	7
105	сравнению с	5	7
106	никогда не	4	6
107	вопрос о	3	6
108	независимо от	2	6
109	для себя	2	6
110	и все	9	6
111	так или	5	6
112	в нем	3	6
113	для всякого	2	6
114	между ними	2	6
115	в разных	3	6
116	должны быть	3	6
117	и до	3	6
118	как мы	3	6
119	одна из	2	6
120	и вообще	3	6
121	в данном	3	6
122	на почве	3	6
123	или иначе	5	6
124	этот вопрос	2	6
125	их в	2	6
126	из себя	10	6
127	несмотря на	6	6
128	жизни и	2	6
129	с точки	8	6
130	и если	6	5
131	мы должны	4	5
132	а это	2	5
133	как к	5	5
134	должен быть	2	5
135	но тогда	3	5
136	свою очередь	2	5
137	ничем не	5	5
138	вместе с	7	5
139	того же	9	5
140	на себе	2	5
141	и без	5	5
142	между прочим	2	5
143	тогда когда	3	5
144	в его	5	5
145	хотя и	4	5
146	быть и	5	5
147	для этого	7	5
148	во всех	10	5
149	в которой	5	5
150	в жизни	3	5
151	что у	2	5
152	что для	4	5
153	все что	10	5
154	в свою	2	5
155	только не	2	5
156	если же	3	5
157	о них	2	4
158	так же	8	4
159	в силу	7	4
160	в конце	4	4
161	отношение к	4	4
162	и у	4	4
163	при помощи	3	4
164	в их	4	4
165	так и	10	4
166	только тогда	2	4
167	что все	5	4
168	в этой	7	4
169	более или	8	4
170	то время	2	4
171	не то	3	4
172	же не	3	4
173	так чтобы	2	4
174	того чтобы	8	4
175	не было	2	4
176	тот же	3	4
177	во всяком	2	4
178	с ними	2	4
179	в основе	2	4
180	и от	5	4
181	веры в	2	4
182	то в	2	4
183	с этим	12	4
184	есть в	2	4
185	только то	2	4
186	мы можем	6	4
187	на него	2	4
188	во имя	3	4
189	по своей	7	4
190	и более	2	4
191	что только	3	4
192	говорить что	3	4
193	в котором	2	4
194	если это	2	4
195	образом и	2	4
196	на этом	2	4
197	или менее	8	4
198	может не	3	4
199	сводится к	2	4
200	же время	2	4
201	он не	4	4
202	и сам	2	4
203	о которой	2	4
204	а следовательно	2	4
205	из того	4	3
206	для меня	4	3
207	но как	2	3
208	но даже	3	3
209	в другом	2	3
210	состоит из	4	3
211	в виде	4	3
212	в частности	2	3
213	если он	2	3
214	а с	4	3
215	по существу	7	3
216	мы видели	2	3
217	это может	2	3
218	к нему	2	3
219	к тому	8	3
220	с в	3	3
221	одной стороны	2	3
222	другой стороны	5	3
223	в целом	5	3
224	же как	3	3
225	тогда как	6	3
226	то с	2	3
227	заключается в	3	3
228	и может	3	3
229	в истории	3	3
230	только один	2	3
231	тем более	3	3
232	только что	3	3
233	для того	8	3
234	с одной	3	3
235	всех прочих	2	3
236	но все	5	3
237	у него	5	3
238	не имеет	2	3
239	в своих	2	3
240	в самой	2	3
241	самой сущности	3	3
242	я в	2	3
243	чтобы быть	2	3
244	из которых	4	3
245	однако это	2	3
246	из этого	7	3
247	на нас	3	3
248	этих двух	2	3
249	мы будем	3	3
250	в а	2	3
251	мы уже	4	3
252	данном случае	3	2
253	тем самым	3	2
254	ее и	4	2
255	следовательно и	2	2
256	помнить что	2	2
257	тому что	2	2
258	то есть	2	2
259	в одно	2	2
260	очевидно что	3	2
261	конце концов	4	2
262	в виду	2	2
263	тех кто	5	2
264	на все	5	2
265	за ними	3	2
266	что если	3	2
267	у них	6	2
268	точку зрения	2	2
269	в с	3	2
270	на вопрос	4	2
271	сказали что	3	2
272	одно из	3	2
273	не так	4	2
274	на этой	3	2
275	гораздо более	2	2
276	с другом	9	2
277	ту же	2	2
278	а потому	5	2
279	что на	2	2
280	всяком случае	2	2
281	к такому	2	2
282	же касается	2	2
283	между собой	4	2
284	а затем	2	2
285	на более	2	2
286	связи с	4	2
287	при чем	6	2
288	в связи	3	2
289	мы сказали	4	2
290	что эти	2	2
291	признать что	4	2
292	то ясно	4	2
293	в состоянии	5	2
294	в одну	4	2
295	только мы	2	2
296	самого себя	4	2
297	все то	2	2
298	что эта	4	2
299	в начале	3	2
300	к этому	5	2
301	о котором	7	2
302	друг с	9	2
303	как не	2	2
304	в в	4	2
305	жизнь и	3	2
306	не стоит	2	2
307	почти все	2	2
308	на нее	2	2
309	именно потому	2	2
310	том чтобы	2	2
311	и так	2	2
312	далеко не	5	2
313	именно в	5	2
314	не вполне	3	2
315	и к	5	2
316	но для	2	2
317	но на	2	2
318	о которых	7	2
319	для нас	3	2
320	на такой	2	2
321	и на	6	2
322	совершенно ясно	2	2
323	ближе к	3	2
324	то очевидно	3	2
325	и того	3	2
326	от нее	2	2
327	и уже	2	2
328	конечно не	3	2
329	из предыдущего	2	2
330	как будто	5	2
331	только одно	3	2
332	во всем	3	2
333	только те	3	2
334	но с	2	2
335	той же	2	2
336	мы говорили	8	2
337	во втором	2	2
338	тем же	2	2
