N	3gram	Vygotskiy_	Morfolog
1	и т д	10	60
2	мы видим что	4	11
3	не может быть	14	9
4	в связи с	2	9
5	с точки зрения	12	6
6	тем не менее	6	6
7	подобно тому как	7	5
8	с другой стороны	7	5
9	на самом деле	6	4
10	в том что	21	4
11	к тому что	2	4
12	не могут быть	2	4
13	о том что	9	3
14	если мы не	2	3
15	бы то ни	2	3
16	то время как	6	3
17	в том случае	3	3
18	в настоящее время	2	3
19	собственном смысле слова	2	3
20	состоит в том	3	3
21	в то время	6	3
22	как и в	5	3
23	для того чтобы	11	3
24	на то что	12	3
25	в собственном смысле	3	3
26	том случае если	2	2
27	во всяком случае	7	2
28	мы увидим что	2	2
29	не что иное	2	2
30	что иное как	2	2
31	но так как	2	2
32	более или менее	3	2
33	в этом отношении	7	2
34	и таким образом	4	2
35	и тем не	2	2
36	должны рассматриваться как	2	2
37	точно так же	6	2
38	хотя и не	2	2
39	можно было бы	2	2
40	с одной стороны	6	2
