N	2gram	Potebnia_M	Hudozhes
1	то есть	69	26
2	в мире	3	24
3	и в	58	23
4	не только	32	20
5	в том	38	20
6	может быть	47	19
7	при этом	17	19
8	и не	34	16
9	тогда как	10	15
10	но и	26	14
11	а в	11	13
12	в себе	22	13
13	но не	19	13
14	а не	38	13
15	то же	13	12
16	в этом	18	12
17	и его	7	12
18	так и	17	12
19	как бы	12	11
20	точки зрения	8	11
21	в его	7	11
22	но в	12	10
23	по отношению	15	10
24	отношению к	13	10
25	не в	23	9
26	в душе	28	9
27	том что	21	9
28	не может	30	9
29	с другой	13	9
30	в то	6	8
31	в самом	5	7
32	по своей	2	7
33	лишь в	2	7
34	в своей	3	7
35	только в	36	7
36	же время	4	7
37	что в	34	7
38	не столько	3	7
39	более или	6	6
40	уже не	4	6
41	другой стороны	7	6
42	в нем	26	6
43	с ее	2	6
44	в ее	2	6
45	с его	3	6
46	или менее	6	6
47	тем самым	6	5
48	ни в	2	5
49	с другими	3	5
50	могут быть	17	5
51	между ними	2	5
52	место в	3	5
53	для того	8	5
54	того чтобы	4	5
55	в виду	2	5
56	а на	2	5
57	со стороны	11	5
58	в их	3	5
59	что он	5	5
60	не на	3	5
61	то что	24	5
62	не менее	10	5
63	прежде всего	8	5
64	того что	15	5
65	для него	13	5
66	в слове	21	4
67	и то	4	4
68	сказать что	5	4
69	его в	3	4
70	далеко не	4	4
71	это не	10	4
72	для себя	4	4
73	а только	8	4
74	так в	4	4
75	к тому	5	4
76	речи и	11	4
77	из которого	3	4
78	между тем	7	4
79	во втором	6	4
80	в другом	3	4
81	деятельности в	2	4
82	однако в	4	4
83	и как	11	4
84	еще не	9	4
85	к которому	5	4
86	и тем	5	4
87	и что	13	4
88	языка в	6	4
89	сознания в	2	4
90	в этих	10	4
91	он не	4	4
92	не следует	6	4
93	и о	3	4
94	отношения к	2	4
95	например в	4	4
96	в себя	2	4
97	в своем	3	4
98	хотя и	6	4
99	от себя	2	3
100	в жизни	5	3
101	к нему	2	3
102	и для	8	3
103	и притом	6	3
104	внешнего мира	3	3
105	как и	16	3
106	того же	13	3
107	их в	2	3
108	говоря о	3	3
109	потому что	89	3
110	одной стороны	6	3
111	слова в	7	3
112	что можно	3	3
113	в целом	3	3
114	в противоположность	2	3
115	в свою	8	3
116	во всех	12	3
117	одного и	6	3
118	тем не	11	3
119	субъекта и	4	3
120	из этих	8	3
121	связи с	6	3
122	и на	8	3
123	мог бы	5	3
124	с языком	2	3
125	тому как	8	3
126	на деле	6	3
127	если бы	23	3
128	не будет	2	3
129	с точки	4	3
130	и того	6	3
131	он должен	2	3
132	подобно тому	7	3
133	или даже	3	3
134	себя и	3	3
135	с этой	3	3
136	в связи	2	3
137	таким образом	21	3
138	в таком	7	3
139	есть в	4	3
140	в которой	5	3
141	никто не	3	3
142	была бы	3	3
143	этом смысле	4	3
144	в одном	13	3
145	с одной	7	3
146	но он	3	3
147	имеет место	4	3
148	никогда не	7	2
149	о том	6	2
150	жизни но	2	2
151	в каком	7	2
152	вытекает из	3	2
153	одна из	4	2
154	как в	18	2
155	чтобы не	3	2
156	начиная с	2	2
157	не могли	2	2
158	одно из	5	2
159	и наоборот	10	2
160	не от	4	2
161	и это	3	2
162	могла бы	5	2
163	тому что	4	2
164	и потому	7	2
165	значительной степени	3	2
166	то в	6	2
167	в самой	5	2
168	слова не	2	2
169	столь же	6	2
170	в чем	6	2
171	что такое	3	2
172	или в	4	2
173	существования в	2	2
174	для меня	4	2
175	именно в	2	2
176	но как	4	2
177	все эти	3	2
178	тем более	2	2
179	не всегда	2	2
180	человека и	2	2
181	мы легко	2	2
182	не все	3	2
183	ни был	2	2
184	вслед за	2	2
185	времени и	3	2
186	образом и	2	2
187	оно не	4	2
188	что она	3	2
189	должен быть	2	2
190	за пределы	4	2
191	этой точки	2	2
192	не как	4	2
193	но она	3	2
194	так же	7	2
195	может служить	2	2
196	свою очередь	8	2
197	но на	3	2
198	другим и	3	2
199	и по	8	2
200	в известном	2	2
201	один из	2	2
202	собственно говоря	2	2
203	в них	7	2
204	по себе	24	2
205	сама по	4	2
206	не могло	3	2
207	несмотря на	5	2
208	противном случае	3	2
209	есть как	2	2
210	таком случае	4	2
211	но во	3	2
212	на этом	3	2
213	в основании	3	2
214	слова и	7	2
215	все это	3	2
216	быть названо	5	2
217	к другому	2	2
218	с ними	2	2
219	бы не	11	2
220	о его	2	2
221	из этого	2	2
222	что и	16	2
223	в противном	3	2
224	во внутренней	3	2
225	то ни	3	2
226	от своего	2	2
227	имеет дело	2	2
228	ни было	4	2
229	в одно	5	2
230	одним из	2	2
231	и может	5	2
232	только о	2	2
233	в формах	3	2
234	самом деле	2	2
235	и более	3	2
236	этого слова	5	2
237	в нашем	2	2
238	в этой	3	2
239	но только	2	2
240	из виду	2	2
241	с ним	7	2
242	превращается в	2	2
243	для обозначения	2	2
244	при котором	3	2
245	в какой	2	2
246	ни для	2	2
247	духовной жизни	2	2
248	вовсе не	13	2
249	заключается в	3	2
250	если мы	5	2
251	том и	2	2
252	у него	3	2
253	бы то	2	2
254	не с	2	2
255	здесь не	2	2
