N	2gram	Ircho_Kome	Istorich
1	и в	40	181
2	и т	11	160
3	т д	4	142
4	т е	14	133
5	может быть	16	115
6	не только	12	114
7	что он	11	111
8	что в	12	90
9	но и	14	85
10	в этом	9	81
11	так как	6	75
12	то что	8	73
13	таким образом	13	72
14	вместе с	8	71
15	и не	19	67
16	все же	7	65
17	в этих	5	64
18	еще не	7	63
19	не может	3	61
20	так же	4	57
21	то же	7	56
22	в том	19	53
23	том что	19	53
24	с другой	7	52
25	а в	9	52
26	потому что	8	52
27	что и	10	51
28	и что	2	51
29	и здесь	6	51
30	мы видели	2	49
31	о том	12	48
32	связь с	2	47
33	его в	6	47
34	не в	8	47
35	другой стороны	6	46
36	но в	6	44
37	это не	2	43
38	и его	17	43
39	мы знаем	5	42
40	в нем	8	42
41	только в	6	42
42	как в	8	42
43	представление о	3	41
44	или в	5	39
45	в его	8	38
46	тем что	5	38
47	и на	9	38
48	так и	17	37
49	он не	5	37
50	как и	12	37
51	мы можем	6	36
52	здесь мы	3	35
53	с тем	5	35
54	что они	4	35
55	мы не	4	35
56	не всегда	2	34
57	во время	11	34
58	что это	5	34
59	но не	3	34
60	связи с	3	34
61	у него	6	34
62	представления о	2	33
63	же как	3	33
64	об этом	2	33
65	сих пор	3	32
66	в качестве	8	32
67	так в	6	31
68	ничего не	4	31
69	прежде всего	8	31
70	один из	9	31
71	то это	3	31
72	с этим	5	30
73	до сих	3	30
74	с одной	5	30
75	к нему	5	30
76	но все	4	29
77	как мы	5	29
78	одной стороны	5	29
79	но это	2	29
80	что она	3	28
81	и другие	3	28
82	и с	8	28
83	как он	2	27
84	так что	6	27
85	в образе	4	27
86	могут быть	3	27
87	в ней	2	26
88	как это	7	26
89	на него	4	26
90	вопрос о	5	25
91	было бы	8	24
92	если бы	4	24
93	в виде	3	24
94	к этому	8	24
95	не менее	6	24
96	того как	3	24
97	все это	7	23
98	тем не	3	23
99	в доме	6	23
100	в частности	7	23
101	в этой	9	23
102	и это	3	23
103	как бы	3	23
104	при этом	5	22
105	и по	6	22
106	в одном	10	21
107	ее в	2	21
108	в другом	5	21
109	должны были	9	21
110	к тому	15	21
111	в связи	3	21
112	одна из	4	20
113	в других	3	20
114	из них	16	20
115	в силу	4	20
116	наряду с	7	20
117	из этих	5	20
118	а затем	4	19
119	и как	3	19
120	после того	3	19
121	что у	6	19
122	с собой	2	19
123	в тех	5	19
124	на то	3	19
125	но он	2	19
126	после этого	3	18
127	не все	2	18
128	вовсе не	3	18
129	в то	14	18
130	то и	3	17
131	в них	7	17
132	можно найти	2	17
133	возможно что	4	16
134	не вполне	2	16
135	со стороны	3	16
136	и все	4	16
137	в котором	6	16
138	во всех	4	16
139	в целом	6	15
140	на его	5	15
141	в своей	3	15
142	нет необходимости	2	15
143	даже в	3	15
144	друг друга	2	15
145	и даже	5	15
146	как будто	3	15
147	и тем	2	15
148	отношение к	3	14
149	у нас	3	14
150	а также	5	14
151	с этой	3	14
152	право на	2	14
153	можно было	5	14
154	отношению к	5	14
155	из которых	5	14
156	и ее	5	14
157	одной из	6	14
158	по отношению	5	14
159	но они	2	14
160	находится в	2	14
161	на себя	5	14
162	и для	4	13
163	все что	3	13
164	и от	2	13
165	на этом	3	13
166	в своем	6	13
167	время как	6	13
168	или на	2	13
169	и у	3	13
170	и если	2	13
171	в себе	3	13
172	с ними	2	13
173	в форме	2	13
174	по себе	2	13
175	то время	8	13
176	после смерти	6	13
177	у нее	2	12
178	в их	6	12
179	ответ на	2	12
180	и их	3	12
181	одним из	3	12
182	в более	4	12
183	между прочим	2	12
184	на землю	3	12
185	хотя бы	2	12
186	за ним	2	12
187	чаще всего	3	12
188	к ней	2	12
189	и вот	4	11
190	от этого	2	11
191	е в	2	11
192	никто не	3	11
193	и более	2	11
194	связанные с	2	11
195	относится к	2	11
196	в большом	2	11
197	главным образом	4	11
198	точки зрения	7	11
199	хотя и	6	11
200	уже в	9	11
201	человека в	2	11
202	же в	7	11
203	ясно что	9	11
204	к которому	4	11
205	такой же	2	11
206	восходит к	4	11
207	что же	2	10
208	в ее	2	10
209	почти всегда	2	10
210	известно что	4	10
211	но если	4	10
212	указывает на	2	10
213	вслед за	4	10
214	связанных с	2	10
215	за собой	3	10
216	как правило	5	10
217	три года	2	10
218	там же	4	10
219	не мог	4	10
220	в состоянии	3	10
221	и других	7	10
222	в которой	9	10
223	ни в	9	10
224	в греции	5	10
225	о чем	2	10
226	в это	3	10
227	а на	2	10
228	от них	3	10
229	себя в	2	10
230	и к	2	10
231	в истории	10	9
232	тот же	5	9
233	если это	2	9
234	в свою	2	9
235	которой он	2	9
236	из этого	2	9
237	в себя	3	9
238	означает что	2	9
239	на этот	5	9
240	жизни и	4	9
241	в первую	5	9
242	что на	4	9
243	или менее	2	9
244	и хотя	4	9
245	дома в	2	9
246	же не	2	9
247	только на	2	9
248	в чем	3	9
249	с его	4	9
250	в течение	5	9
251	целый ряд	2	9
252	ему в	2	9
253	роль в	2	8
254	доказывает что	2	8
255	здесь в	4	8
256	для этого	2	8
257	только что	2	8
258	именно в	5	8
259	во всяком	4	8
260	именно на	2	8
261	восходят к	2	8
262	из его	6	8
263	на это	3	8
264	большинстве случаев	2	8
265	большей частью	3	8
266	же самое	2	8
267	ни одной	3	8
268	также что	2	8
269	ту же	2	8
270	чем это	2	8
271	тут же	2	8
272	и из	2	8
273	с целью	2	8
274	которые в	3	8
275	от того	3	8
276	или по	3	8
277	его с	2	8
278	этим же	2	8
279	он был	4	8
280	и сам	5	8
281	независимо от	5	8
282	на нем	2	8
283	в конце	7	7
284	это видно	2	7
285	и о	3	7
286	с самого	3	7
287	однако в	4	7
288	того чтобы	4	7
289	если в	3	7
290	тех же	4	7
291	еще в	9	7
292	о которых	6	7
293	а сам	2	7
294	тому что	4	7
295	а то	3	7
296	одного из	7	7
297	в начале	7	7
298	также в	3	7
299	где он	2	7
300	по всему	3	7
301	в какой	2	7
302	того же	4	7
303	будто бы	2	7
304	со своим	6	7
305	всяком случае	4	7
306	по его	2	7
307	как на	2	7
308	между тем	9	7
309	в эту	2	7
310	и и	3	7
311	ли это	2	7
312	земли и	2	7
313	в области	3	7
314	образом в	2	7
315	этим объясняется	3	7
316	здесь и	2	7
317	не по	5	7
318	в большинстве	2	7
319	одну из	2	6
320	с той	2	6
321	для того	3	6
322	отличие от	4	6
323	почти не	2	6
324	и за	3	6
325	дело с	3	6
326	это еще	2	6
327	в середине	5	6
328	и уже	2	6
329	самого начала	2	6
330	той же	3	6
331	можно привести	2	6
332	к сожалению	2	6
333	не могла	2	6
334	даже не	4	6
335	молодых людей	5	6
336	видеть в	2	6
337	из всего	2	6
338	мог бы	3	6
339	более поздние	2	6
340	тому же	14	6
341	что по	3	6
342	такого рода	6	5
343	брак с	2	5
344	это уже	2	5
345	если они	3	5
346	это было	5	5
347	в своих	2	5
348	соответствии с	2	5
349	друг другу	2	5
350	это время	5	5
351	по своей	2	5
352	что из	3	5
353	по своему	5	5
354	том числе	4	5
355	для них	2	5
356	с дочерью	2	5
357	бы в	3	5
358	к концу	3	5
359	с ее	2	5
360	не означает	2	5
361	несмотря на	5	5
362	в виду	2	5
363	в один	2	5
364	еще более	2	5
365	со своей	3	5
366	или иначе	4	5
367	на все	3	5
368	нас не	2	5
369	и очень	2	5
370	ссылаясь на	2	5
371	да и	5	5
372	могла бы	2	5
373	в лице	2	5
374	в отличие	3	5
375	однако не	2	5
376	к этим	3	4
377	женщин и	2	4
378	см ниже	4	4
379	полагают что	2	4
380	и во	4	4
381	в древней	5	4
382	все время	2	4
383	можно сделать	3	4
384	столь же	9	4
385	во второй	4	4
386	каждый из	3	4
387	одном из	4	4
388	правда в	3	4
389	и дает	2	4
390	в результате	5	4
391	для этой	3	4
392	в греческой	2	4
393	что касается	5	4
394	подземного царства	4	4
395	как раз	4	4
396	в пользу	3	4
397	и формы	2	4
398	вывод что	3	4
399	в руках	4	4
400	так или	4	4
401	искать в	3	4
402	принадлежит к	2	4
403	который в	2	4
404	в литературе	2	4
405	по отдельным	2	4
406	в свои	4	4
407	нас в	3	4
408	в городе	2	4
409	путь к	2	4
410	отнюдь не	2	4
411	за то	4	4
412	в действительности	4	4
413	не раз	3	4
414	еще и	2	4
415	из трех	2	4
416	на море	4	4
417	когда в	3	4
418	о его	5	4
419	под названием	2	4
420	мы найдем	4	4
421	указывает что	2	4
422	не один	2	4
423	в самом	5	4
424	к их	2	4
425	по содержанию	5	4
426	что именно	3	4
427	как из	3	3
428	и поэтому	2	3
429	из числа	6	3
430	затем в	2	3
431	на основании	7	3
432	из всех	2	3
433	только при	3	3
434	не могли	2	3
435	этом же	2	3
436	одновременно с	3	3
437	представить себе	3	3
438	речь идет	6	3
439	только один	2	3
440	на всю	3	3
441	могли быть	2	3
442	переходит к	2	3
443	же она	2	3
444	как видно	4	3
445	обоих случаях	3	3
446	в эти	2	3
447	а у	3	3
448	этой же	3	3
449	и после	3	3
450	из других	3	3
451	собой и	2	3
452	ему и	2	3
453	казалось бы	3	3
454	мы находим	2	3
455	совсем не	2	3
456	и я	2	3
457	так называемых	3	3
458	бы то	4	3
459	в противоположность	2	3
460	собой в	2	3
461	ни было	4	3
462	меньшей мере	2	3
463	небом и	2	3
464	тем же	2	3
465	в соответствии	2	3
466	из двух	2	3
467	из того	2	3
468	всего в	5	3
469	пока же	2	3
470	то ни	4	3
471	ст в	2	3
472	в обоих	3	3
473	каждого из	2	3
474	что после	3	3
475	остановиться на	2	3
476	которые он	3	3
477	является не	2	3
478	в уже	4	3
479	к его	3	3
480	для всех	5	3
481	имеет в	2	3
482	их к	3	3
483	едва ли	16	3
484	тем как	2	3
485	видно из	4	3
486	а мы	2	3
487	больше чем	5	3
488	даже если	3	3
489	у других	4	3
490	в греческих	2	3
491	тех пор	2	3
492	знаем их	2	3
493	которые были	2	3
494	женщины в	2	2
495	в полном	2	2
496	все более	4	2
497	в каждом	2	2
498	поэтому мы	2	2
499	наконец в	3	2
500	к ее	2	2
501	друг от	2	2
502	материал для	2	2
503	обращает на	4	2
504	частности в	2	2
505	время от	4	2
506	именно потому	2	2
507	одному из	2	2
508	по которым	6	2
509	то ли	2	2
510	в нашем	2	2
511	от которой	2	2
512	событий в	2	2
513	этого рода	2	2
514	к свадьбе	2	2
515	т п	7	2
516	что к	2	2
517	из которой	2	2
518	на ее	2	2
519	греции и	3	2
520	в сущности	3	2
521	власть в	3	2
522	все остальные	3	2
523	и еще	5	2
524	по имени	7	2
525	источником для	2	2
526	жизнь и	2	2
527	при всем	3	2
528	в мире	3	2
529	похожи на	2	2
530	этим и	2	2
531	же когда	2	2
532	на войну	2	2
533	между небом	2	2
534	более чем	4	2
535	и можно	2	2
536	не к	2	2
537	и следовательно	2	2
538	это однако	2	2
539	и таким	2	2
540	можно судить	4	2
541	многие из	3	2
542	среди которых	2	2
543	участие в	4	2
544	с такой	2	2
545	по одному	2	2
546	из самых	2	2
547	из своей	2	2
548	за тем	2	2
549	по сообщению	3	2
550	при жизни	2	2
551	отказаться от	2	2
552	сказать о	2	2
553	этой цели	3	2
554	в самой	2	2
555	мы встречаем	5	2
556	от друга	2	2
557	по свидетельству	3	2
558	в поле	4	2
559	не более	2	2
560	не следует	2	2
561	в союзе	2	2
562	в состав	2	2
563	которых не	2	2
564	в развитии	2	2
565	которых мы	2	2
566	в рамках	3	2
567	за счет	3	2
568	в жены	2	2
569	жизни так	2	2
570	в форму	2	2
571	только потому	2	2
572	их было	2	2
573	место в	7	2
