N	3gram	Vygotskiy_	Formalny
1	с точки зрения	5	40
2	не может быть	4	29
3	на самом деле	8	21
4	и т д	6	19
5	и т п	5	18
6	по отношению к	2	12
7	в самом деле	8	11
8	в этом отношении	3	11
9	в зависимости от	7	10
10	с другой стороны	8	9
11	для того чтобы	41	8
12	до сих пор	9	8
13	вместе с тем	4	8
14	с одной стороны	15	8
15	сами по себе	2	7
16	и в этом	2	7
17	сам по себе	4	6
18	может быть и	2	6
19	в данном случае	3	6
20	в художественном произведении	2	6
21	не только не	4	6
22	с тем что	3	6
23	в том что	30	6
24	мы не можем	2	5
25	в этом смысле	3	5
26	в отличие от	3	5
27	к тому что	8	5
28	в конце концов	6	4
29	с самого начала	5	4
30	в лучшем случае	3	4
31	сводится к тому	3	4
32	сама по себе	3	4
33	то же самое	8	3
34	на первый план	2	3
35	и тот же	2	3
36	друг с другом	6	3
37	потому что он	3	3
38	нам кажется что	2	3
39	и в этой	4	3
40	мы увидим что	7	3
41	и в частности	2	3
42	именно в том	3	3
43	в том чтобы	6	3
44	равно как и	2	3
45	все то что	6	2
46	должно было бы	2	2
47	при таком понимании	2	2
48	зависимости от того	4	2
49	вовсе не в	2	2
50	это не так	3	2
51	из того что	3	2
52	иметь в виду	3	2
53	так же как	3	2
54	исходили из ложного	2	2
55	совершенно очевидно что	2	2
56	не может и	2	2
57	этой точки зрения	3	2
58	одним и тем	3	2
59	именно в этом	2	2
60	с этой точки	3	2
61	что это не	2	2
62	на этот вопрос	5	2
63	и тем же	3	2
64	друг от друга	2	2
65	не только в	5	2
66	именно потому что	3	2
67	в собственном смысле	2	2
68	в этом случае	2	2
69	и в том	2	2
70	что в нем	3	2
71	дело в том	2	2
72	в целом ряде	2	2
