N	2gram	Voloshinov	VLabPisa
1	таким образом	12	32
2	в этом	4	29
3	не только	4	26
4	и в	12	26
5	может быть	14	23
6	хотя бы	5	20
7	и не	10	20
8	художественного творчества	3	19
9	в процессе	6	17
10	не может	16	17
11	в том	6	15
12	в его	2	15
13	прежде всего	8	13
14	все это	3	13
15	как это	2	12
16	что в	2	11
17	с другой	4	11
18	то же	5	10
19	но и	3	10
20	и др	5	10
21	о том	3	10
22	в художественном	3	10
23	к этому	2	9
24	для него	3	9
25	в своем	2	8
26	том что	5	8
27	могут быть	2	8
28	другой стороны	2	8
29	все эти	3	8
30	только в	6	8
31	вместе с	2	8
32	это не	2	7
33	по отношению	11	7
34	художественное произведение	3	7
35	в основном	2	7
36	то что	5	7
37	отношению к	11	7
38	как и	5	7
39	в нем	6	7
40	а не	5	7
41	произведения и	3	7
42	не в	4	6
43	в то	2	6
44	в себе	3	6
45	художественного произведения	7	6
46	все же	4	6
47	так и	4	6
48	в зависимости	2	6
49	и его	13	6
50	между тем	3	6
51	никогда не	5	5
52	сказать что	7	5
53	в пределах	3	5
54	зависимости от	4	5
55	как бы	13	5
56	в них	3	5
57	и ее	3	4
58	в виду	5	4
59	когда он	3	4
60	отнюдь не	5	4
61	в самом	4	4
62	в своей	3	4
63	можно сказать	5	4
64	художественном произведении	3	4
65	с его	2	4
66	и к	4	3
67	мы имеем	2	3
68	так же	3	3
69	в форме	2	3
70	его в	4	3
71	если бы	9	3
72	как на	2	3
73	того что	3	3
74	она не	2	3
75	в котором	3	3
76	в творчестве	3	3
77	точки зрения	14	3
78	между ними	2	3
79	что не	4	3
80	жизни и	4	3
81	что и	2	3
82	и по	3	3
83	относится к	2	2
84	да и	3	2
85	на это	2	2
86	и потому	2	2
87	с другими	2	2
88	а к	2	2
89	одной стороны	2	2
90	этого положения	2	2
91	от того	4	2
92	бы не	2	2
93	все они	2	2
94	в особенности	2	2
95	и наконец	3	2
96	еще не	3	2
97	в чем	2	2
98	сих пор	3	2
99	рождается из	2	2
100	формы и	3	2
101	с одной	2	2
102	же самое	2	2
103	в жизни	5	2
104	к ним	2	2
105	но не	2	2
106	и для	3	2
107	искусства и	2	2
108	художественную форму	6	2
109	стороны и	2	2
110	не менее	3	2
111	на него	2	2
112	но в	5	2
113	зависит от	2	2
114	в ней	6	2
115	к его	2	2
116	но для	3	2
117	этой точки	3	2
118	тогда когда	2	2
119	что мы	5	2
120	по себе	3	2
121	идеологического творчества	2	2
122	он не	2	2
123	должна быть	5	2
124	в словесном	2	2
125	подчеркнуть что	2	2
126	до сих	3	2
