N	2gram	Propp_Russ	Morfolog
1	и т	13	62
2	может быть	14	61
3	т д	12	60
4	и пр	4	45
5	таким образом	10	26
6	т е	41	25
7	могут быть	3	21
8	так как	25	20
9	мы имеем	7	19
10	не может	6	19
11	в этом	18	18
12	в этих	3	17
13	представляет собой	5	17
14	и в	59	17
15	и не	6	16
16	представляют собой	13	16
17	мы видим	2	15
18	перед нами	2	14
19	с этим	4	14
20	прежде всего	2	14
21	по существу	7	13
22	и др	4	12
23	связи с	6	12
24	чаще всего	3	11
25	а не	3	11
26	заметить что	3	11
27	вопрос о	4	10
28	но если	2	10
29	составные части	2	10
30	мы увидим	8	10
31	то же	6	10
32	в том	33	10
33	не всегда	4	10
34	то что	10	10
35	так и	8	10
36	что в	35	10
37	что и	8	10
38	а затем	5	10
39	в связи	4	10
40	этом случае	9	10
41	все же	7	9
42	но и	20	9
43	не только	28	8
44	в тех	5	8
45	но не	7	8
46	а в	16	8
47	иногда в	2	8
48	мы не	11	8
49	в качестве	5	8
50	как мы	11	8
51	в лес	4	7
52	том что	33	7
53	если в	3	7
54	тем не	3	7
55	или же	2	7
56	не менее	3	7
57	как это	11	7
58	а также	6	7
59	и здесь	3	7
60	точки зрения	3	7
61	этот случай	2	7
62	один из	10	7
63	потому что	15	7
64	это не	14	6
65	но это	5	6
66	не все	4	6
67	во всех	6	6
68	и как	2	6
69	или в	7	6
70	во время	23	6
71	и другие	24	6
72	увидим ниже	3	6
73	подобно тому	3	6
74	в нашем	2	6
75	о том	14	6
76	в образе	3	6
77	с точки	3	6
78	в форме	3	6
79	как бы	18	6
80	одна из	12	5
81	ничего не	4	5
82	в поле	18	5
83	они и	2	5
84	и ее	3	5
85	не будем	5	5
86	мы можем	2	5
87	было бы	3	5
88	об этом	11	5
89	что он	2	5
90	как в	10	5
91	далеко не	5	5
92	тому что	4	5
93	к тому	4	5
94	из которых	2	5
95	между тем	9	5
96	в целом	2	5
97	видно что	8	5
98	главным образом	5	5
99	между собой	4	5
100	тому как	3	5
101	там где	3	5
102	в других	24	5
103	сюда же	2	5
104	все эти	5	5
105	что они	8	5
106	раньше чем	2	5
107	хотя и	3	5
108	на самом	3	4
109	его в	9	4
110	независимо от	3	4
111	так же	7	4
112	в то	3	4
113	значит что	2	4
114	можно было	3	4
115	в руки	2	4
116	к этому	7	4
117	в иных	2	4
118	есть и	2	4
119	их по	3	4
120	тем что	7	4
121	не является	2	4
122	еще не	7	4
123	из них	12	4
124	но в	5	4
125	но все	3	4
126	и для	3	4
127	следующим образом	9	4
128	как и	19	4
129	ни одна	2	4
130	входит в	4	4
131	уже не	9	4
132	есть формы	2	4
133	этот вопрос	4	4
134	и к	3	4
135	на этом	6	4
136	несмотря на	4	4
137	того чтобы	6	4
138	говорить о	2	4
139	в некоторых	11	4
140	мы уже	2	4
141	этого момента	3	3
142	в таких	3	3
143	некоторые из	2	3
144	или не	2	3
145	означает что	2	3
146	но эти	3	3
147	мы должны	3	3
148	а и	7	3
149	в настоящее	3	3
150	в которой	3	3
151	а на	8	3
152	что это	4	3
153	от другого	2	3
154	и их	4	3
155	и у	5	3
156	но есть	3	3
157	друг друга	3	3
158	в виде	10	3
159	не значит	2	3
160	для наших	2	3
161	на первый	3	3
162	кроме того	3	3
163	та же	4	3
164	он должен	2	3
165	не в	2	3
166	можно будет	3	3
167	для того	6	3
168	и при	2	3
169	с этой	2	3
170	у нас	11	3
171	в один	2	3
172	к ней	4	3
173	или с	4	3
174	в пределах	2	3
175	в какой	3	3
176	того что	6	3
177	из ряда	2	3
178	приводит к	4	3
179	здесь мы	3	3
180	из приведенных	3	3
181	так например	7	3
182	как уже	6	3
183	рассматриваться как	2	3
184	для этой	3	3
185	ее в	7	3
186	к нему	3	3
187	на то	2	3
188	состоит в	18	3
189	с собой	4	3
190	что при	2	3
191	в большинстве	2	3
192	настоящее время	3	3
193	большинстве случаев	2	3
194	встречается и	2	3
195	и что	8	3
196	то время	3	3
197	животных и	4	3
198	и по	10	3
199	же в	5	3
200	и его	2	3
201	или на	11	3
202	только в	4	3
203	значение и	2	3
204	что эти	2	3
205	в этой	4	3
206	и другим	3	3
207	по всему	2	3
208	данном случае	8	2
209	например на	2	2
210	с этого	7	2
211	решить вопрос	2	2
212	в доме	2	2
213	в россии	4	2
214	как например	6	2
215	в данном	7	2
216	иные формы	2	2
217	ряд других	2	2
218	в круг	3	2
219	из этих	6	2
220	дело не	2	2
221	ответ на	2	2
222	в глаза	3	2
223	иное как	3	2
224	не что	3	2
225	обычно в	2	2
226	также в	5	2
227	сразу же	2	2
228	тем временем	2	2
229	иногда и	7	2
230	что она	4	2
231	к другу	2	2
232	в числе	2	2
233	в середине	4	2
234	после чего	4	2
235	что именно	3	2
236	можно установить	2	2
237	не на	2	2
238	в частности	2	2
239	только для	3	2
240	или ее	3	2
241	одним из	2	2
242	нет но	2	2
243	их на	5	2
244	е а	2	2
245	и за	2	2
246	вывод что	5	2
247	наших целей	2	2
248	его и	2	2
249	относятся к	3	2
250	на берег	2	2
251	не означает	2	2
252	право на	2	2
253	что иное	3	2
254	ниже в	3	2
255	или просто	2	2
256	а с	6	2
257	и более	3	2
258	не с	5	2
259	увидим что	2	2
260	можно сделать	3	2
261	на этот	3	2
262	с тем	14	2
263	к вопросу	2	2
264	не имеет	9	2
265	в в	3	2
266	она не	4	2
