N	2gram	Vygotskiy_	Narrotol
1	не только	28	62
2	и не	18	50
3	при этом	9	47
4	но и	14	45
5	а не	14	38
6	в качестве	13	35
7	в частности	9	31
8	может быть	15	30
9	и в	33	30
10	в том	44	29
11	том что	41	28
12	тогда как	3	28
13	в этом	43	28
14	а в	5	27
15	состоит в	11	25
16	представляет собой	11	25
17	только в	21	25
18	в данном	4	24
19	как и	13	24
20	не в	10	23
21	то что	48	23
22	не может	31	20
23	данном случае	3	17
24	в себе	4	17
25	так и	8	17
26	со стороны	3	16
27	в его	15	16
28	но в	9	15
29	можно сказать	7	15
30	иначе говоря	2	15
31	к тому	14	15
32	и т.п	2	15
33	в жизни	2	14
34	и его	6	14
35	в своем	11	13
36	в своей	5	13
37	то же	12	13
38	у него	8	13
39	о том	13	13
40	все же	5	12
41	прежде всего	5	12
42	как в	7	12
43	на протяжении	2	12
44	как бы	11	12
45	тем самым	13	11
46	по отношению	19	11
47	и тем	5	11
48	отличие от	3	11
49	в нем	10	11
50	в этой	8	11
51	если бы	13	11
52	отношению к	19	11
53	в отличие	3	11
54	никогда не	10	10
55	в то	5	10
56	и т.д	6	10
57	ничего не	6	10
58	как это	11	10
59	один из	4	10
60	точки зрения	27	10
61	того что	34	10
62	не является	7	10
63	и все	2	10
64	но не	13	10
65	жизни и	2	10
66	тому же	3	10
67	между тем	5	10
68	с его	3	10
69	еще не	11	9
70	что он	40	9
71	что в	33	9
72	отнюдь не	2	9
73	для него	9	9
74	столь же	5	9
75	потому что	40	9
76	с ним	6	9
77	как раз	5	9
78	о чем	3	8
79	самом деле	9	8
80	но при	2	8
81	не менее	4	8
82	того чтобы	26	8
83	мы имеем	4	8
84	и он	3	8
85	этом отношении	7	8
86	у нас	4	8
87	и для	3	8
88	в самом	10	8
89	и к	7	8
90	в той	8	8
91	он не	13	8
92	в свою	5	7
93	это не	8	7
94	вслед за	3	7
95	в конце	3	7
96	едва ли	2	7
97	в чем	10	7
98	в ней	2	7
99	в целом	8	7
100	имеет место	4	7
101	же в	2	7
102	в речи	3	7
103	в силу	14	7
104	также и	2	7
105	с другой	11	7
106	в котором	2	7
107	и на	11	7
108	одной стороны	10	6
109	в современной	3	6
110	в сознании	5	6
111	они не	7	6
112	во втором	2	6
113	ответ на	3	6
114	в известном	9	6
115	между двумя	4	6
116	что и	11	6
117	представляют собой	4	6
118	сказать что	18	6
119	никак не	6	6
120	известном смысле	7	6
121	то в	7	6
122	то и	2	6
123	из этих	2	6
124	в результате	9	6
125	с одной	10	6
126	что у	4	6
127	в нашем	5	6
128	на то	6	6
129	слова в	3	6
130	к его	4	6
131	все что	2	6
132	в случае	2	6
133	таким образом	30	6
134	имеем дело	2	6
135	на самом	3	5
136	том как	3	5
137	в другом	7	5
138	дело с	2	5
139	к нему	4	5
140	место в	2	5
141	точка зрения	8	5
142	между собой	17	5
143	не столько	3	5
144	исходя из	2	5
145	было бы	18	5
146	мы не	6	5
147	свою очередь	4	5
148	я не	6	5
149	и здесь	2	5
150	и то	9	5
151	по поводу	3	5
152	и от	2	5
153	или не	2	5
154	с ними	4	5
155	в начале	2	5
156	тем более	5	5
157	в равной	4	5
158	себя в	4	5
159	этом и	2	5
160	и даже	3	5
161	в центре	2	5
162	только что	6	5
163	подобно тому	6	5
164	для того	20	5
165	в пределах	6	5
166	в какой	8	5
167	их в	3	5
168	именно в	8	5
169	в своих	5	5
170	но для	3	5
171	если не	3	5
172	еще в	3	5
173	из них	6	5
174	тому как	6	5
175	в одном	3	5
176	и того	8	5
177	он сам	2	5
178	как будто	2	5
179	и ее	2	4
180	в виду	4	4
181	в ходе	17	4
182	как он	7	4
183	в области	19	4
184	только на	3	4
185	не являются	2	4
186	по своему	4	4
187	в них	3	4
188	тому что	14	4
189	она не	2	4
190	на том	4	4
191	ему в	2	4
192	что на	2	4
193	представить себе	2	4
194	и по	5	4
195	не на	5	4
196	что они	8	4
197	в первом	4	4
198	который в	2	4
199	как мы	20	4
200	в основе	12	4
201	хотя бы	5	4
202	к этому	7	4
203	и как	7	4
204	не имеет	7	4
205	со всеми	2	4
206	ведет к	2	4
207	но они	2	4
208	не с	2	4
209	ли не	2	4
210	внутренней речи	7	4
211	раз в	4	4
212	зависит от	4	4
213	что я	4	4
214	и притом	2	4
215	в сфере	9	4
216	оно не	2	4
217	и с	7	4
218	по себе	8	4
219	несмотря на	3	4
220	всяком случае	2	4
221	по своей	7	4
222	к жизни	7	4
223	во всяком	4	4
224	не говорит	3	4
225	или даже	2	4
226	в себя	4	4
227	в обоих	2	4
228	вместе с	9	4
229	еще и	3	3
230	до конца	3	3
231	и потому	3	3
232	не подлежит	2	3
233	так же	22	3
234	сознания в	3	3
235	но как	6	3
236	с таким	4	3
237	которых он	2	3
238	за собой	4	3
239	с этой	8	3
240	как известно	7	3
241	в виде	3	3
242	на друга	2	3
243	и составляет	5	3
244	не знает	6	3
245	а с	3	3
246	одной из	5	3
247	к ним	2	3
248	как уже	5	3
249	и это	3	3
250	ни одного	2	3
251	между ними	5	3
252	что не	2	3
253	же как	9	3
254	все эти	9	3
255	той же	7	3
256	связи с	9	3
257	в связи	6	3
258	в зависимости	2	3
259	первом случае	2	3
260	все время	3	3
261	но это	4	3
262	можно было	11	3
263	в первой	2	3
264	на одном	2	3
265	только к	4	3
266	что она	3	3
267	дело не	2	3
268	в которой	8	3
269	по мере	6	3
270	зависимости от	3	3
271	во второй	4	3
272	должен был	3	3
273	в этих	7	3
274	все равно	2	3
275	сих пор	3	3
276	друг на	2	3
277	в памяти	2	3
278	на этот	9	3
279	приводит к	10	3
280	могли бы	15	3
281	что мы	11	3
282	только не	7	3
283	как она	3	3
284	в следующей	4	3
285	с точки	12	3
286	говорит о	4	3
287	и что	18	3
288	говорить о	3	3
289	что было	2	3
290	и только	4	3
291	как на	4	3
292	что именно	4	3
293	же самое	7	3
294	при которой	2	3
295	наряду с	3	3
296	чем он	5	3
297	нам в	2	3
298	но он	8	3
299	до сих	3	3
300	в каком	2	2
301	к одному	4	2
302	может идти	3	2
303	очевидно что	2	2
304	в действительности	6	2
305	в которых	2	2
306	той мере	3	2
307	выступает в	2	2
308	является его	2	2
309	является в	2	2
310	говоря о	2	2
311	эта фраза	2	2
312	что с	7	2
313	как показывает	6	2
314	в их	4	2
315	казалось бы	5	2
316	возникает в	3	2
317	так что	8	2
318	в момент	4	2
319	в детской	2	2
320	представления о	2	2
321	быть в	3	2
322	на основании	2	2
323	для другого	4	2
324	указывает на	3	2
325	для одного	4	2
326	он говорит	3	2
327	в более	2	2
328	те же	6	2
329	своей собственной	2	2
330	которая в	3	2
331	говорит об	2	2
332	могут быть	7	2
333	чего не	2	2
334	мы его	4	2
335	в процессе	37	2
336	что же	2	2
337	мере в	5	2
338	смысле можно	2	2
339	тем или	2	2
340	перехода от	3	2
341	своей природе	4	2
342	именно то	3	2
343	внимание и	3	2
344	и во	2	2
345	в сущности	17	2
346	никто не	2	2
347	принадлежит к	2	2
348	вовсе не	2	2
349	одно и	2	2
350	если в	4	2
351	только по	4	2
352	но все	2	2
353	обратиться к	2	2
354	другой стороны	9	2
355	не до	2	2
356	по аналогии	2	2
357	это в	2	2
358	сознания и	3	2
359	хотя в	2	2
360	должно быть	10	2
361	по мнению	2	2
362	бы в	6	2
363	в данной	2	2
364	в этот	4	2
365	мы можем	15	2
366	переход от	7	2
367	целый ряд	5	2
368	на первый	2	2
369	слова и	3	2
370	все это	2	2
371	тем что	12	2
372	не есть	4	2
373	и наконец	3	2
374	одного и	9	2
375	и есть	8	2
376	одним из	4	2
377	что иное	2	2
378	опирается на	4	2
379	его и	4	2
380	и наиболее	2	2
381	это всегда	2	2
382	как говорит	2	2
383	во всех	3	2
384	должна быть	7	2
385	всего на	2	2
386	и более	8	2
387	отношение к	12	2
388	на нее	2	2
389	есть в	2	2
390	иначе как	4	2
391	и является	6	2
392	но уже	2	2
393	в образовании	7	2
394	точек зрения	4	2
395	он может	5	2
396	и чужого	3	2
397	когда он	3	2
398	того же	13	2
399	в ряде	2	2
400	отношения между	3	2
401	или иным	2	2
402	к которому	7	2
403	с которым	2	2
404	из которых	3	2
405	иное как	2	2
406	раз и	3	2
407	к их	2	2
408	еще более	5	2
409	применительно к	2	2
410	в других	2	2
411	к другому	3	2
412	из него	3	2
413	чем это	2	2
414	это и	3	2
415	и делает	2	2
416	таким же	3	2
417	может оказаться	2	2
418	как только	4	2
419	совершенно иной	3	2
420	один и	5	2
421	но с	2	2
422	этих двух	4	2
423	мы будем	4	2
424	мы и	6	2
425	его собственной	2	2
426	и сами	2	2
427	не можем	2	2
428	в системе	4	2
429	с помощью	32	2
430	а потому	3	2
431	ясно что	2	2
