N	3gram	Vygotskiy_	Dialekti
1	это значит что	4	47
2	с точки зрения	12	46
3	сама по себе	4	26
4	в том что	33	25
5	не может быть	4	18
6	не что иное	2	18
7	что иное как	2	18
8	само по себе	2	16
9	только тогда когда	2	13
10	о том что	7	12
11	с другой стороны	8	12
12	на то что	5	11
13	есть не что	2	11
14	в самом деле	6	10
15	подобно тому как	6	9
16	не только не	7	8
17	только то что	2	8
18	в то время	4	8
19	в этом смысле	5	8
20	то время как	4	8
21	значит что он	3	7
22	того что он	3	7
23	можно сказать что	7	7
24	и в частности	3	7
25	в связи с	6	7
26	для того чтобы	20	6
27	во всяком случае	2	6
28	в зависимости от	2	6
29	с одной стороны	10	6
30	то и другое	2	5
31	на самом деле	3	5
32	на первый план	2	5
33	в конце концов	2	5
34	ничего общего с	3	5
35	от того что	6	5
36	до сих пор	3	5
37	одной и той	3	5
38	и той же	3	5
39	к тому что	5	5
40	потому что он	7	5
41	по сравнению с	9	5
42	то же самое	7	4
43	в меру того	2	4
44	из того что	4	4
45	одному тому что	2	4
46	так же как	9	4
47	то в чем	5	4
48	в данном случае	3	4
49	так как она	2	4
50	этой точки зрения	7	4
51	с этой точки	7	4
52	одной стороны и	2	4
53	в этом отношении	7	4
54	можно было бы	8	4
55	не могут быть	3	4
56	уже по одному	5	4
57	в одинаковой мере	2	4
58	по одному тому	2	4
59	и тем более	2	4
60	не может не	3	4
61	в чем заключается	2	3
62	мы говорим что	2	3
63	же как и	2	3
64	лежит в основе	2	3
65	так что в	2	3
66	с самого начала	8	3
67	несмотря на то	2	3
68	о том как	3	3
69	когда мы говорим	2	3
70	и не может	3	3
71	а потому что	2	3
72	принять во внимание	3	3
73	но все же	2	3
74	тех или иных	2	3
75	что он не	3	2
76	и что оно	2	2
77	мы не можем	2	2
78	друг к другу	3	2
79	если принять во	2	2
80	как это мы	2	2
81	это не имеет	2	2
82	вопрос о том	4	2
83	друг с другом	10	2
84	потому что и	2	2
85	тем что оно	2	2
86	к выводу что	3	2
87	хотя бы в	2	2
88	в обоих случаях	2	2
89	в лучшем случае	3	2
90	друг от друга	5	2
91	в сущности это	2	2
92	том что в	2	2
93	мы видим что	2	2
94	в собственном смысле	2	2
95	не в состоянии	6	2
96	в вопросе о	3	2
97	это не может	2	2
98	так как это	3	2
99	в свою очередь	4	2
100	мы имеем дело	2	2
101	как мы это	2	2
102	так же невозможно	2	2
103	и то что	6	2
