N	2gram	Vygotskiy_	KFilosof
1	может быть	33	45
2	в его	11	42
3	в нем	8	32
4	не может	17	29
5	и не	20	28
6	и в	65	28
7	в котором	7	24
8	в себе	9	21
9	и его	8	18
10	только в	9	18
11	в своем	8	17
12	в ее	9	17
13	а не	11	17
14	в этом	37	15
15	не в	12	13
16	для него	4	13
17	точки зрения	19	13
18	но не	3	12
19	и это	13	12
20	к нему	2	12
21	ни в	6	12
22	в своей	6	11
23	во всех	4	11
24	из себя	3	11
25	все эти	7	11
26	это не	7	10
27	в целом	8	10
28	и для	4	10
29	все это	12	10
30	с точки	11	10
31	и есть	3	10
32	в их	3	9
33	для нее	2	9
34	но и	6	9
35	как бы	29	9
36	и все	14	9
37	если бы	22	8
38	не было	4	8
39	со стороны	4	8
40	в мире	3	8
41	жизни и	6	8
42	было бы	22	8
43	и здесь	9	7
44	должен быть	4	7
45	совершенно не	8	7
46	то что	61	7
47	уже не	2	7
48	отнюдь не	2	7
49	конечно не	6	7
50	и только	8	7
51	что и	7	7
52	во всем	2	7
53	вовсе не	11	7
54	отношение к	2	6
55	но эта	3	6
56	в том	46	6
57	смысл и	8	6
58	но все	2	6
59	не имеет	8	6
60	место в	6	6
61	и их	2	6
62	и действительно	2	6
63	я не	9	6
64	но это	6	6
65	и я	3	6
66	он не	11	6
67	никогда не	9	5
68	его в	5	5
69	все же	10	5
70	не только	16	5
71	мы имеем	2	5
72	но как	3	5
73	бы быть	2	5
74	хотя бы	3	5
75	то же	17	5
76	ни одно	2	5
77	еще не	3	5
78	а в	9	5
79	но в	5	5
80	событие в	2	5
81	как и	12	5
82	именно в	3	5
83	в одном	9	5
84	там где	7	5
85	со всем	2	5
86	с ним	6	5
87	в основе	5	5
88	в каком	8	4
89	что это	19	4
90	тем самым	4	4
91	том что	28	4
92	нисколько не	3	4
93	что в	36	4
94	могла бы	6	4
95	не по	3	4
96	о нем	2	4
97	прежде всего	2	4
98	в чем	3	4
99	здесь мы	6	4
100	к ним	3	4
101	с другим	2	4
102	могло бы	4	4
103	в своих	6	4
104	места в	2	4
105	для нас	14	4
106	при этом	10	4
107	только как	2	4
108	из него	4	4
109	во всей	3	4
110	должна быть	5	4
111	между тем	10	4
112	до конца	5	3
113	или иного	2	3
114	ничего не	4	3
115	ясно и	3	3
116	того или	2	3
117	в то	5	3
118	на самом	3	3
119	от него	2	3
120	здесь не	3	3
121	всех этих	2	3
122	когда я	3	3
123	в другом	6	3
124	это и	4	3
125	события в	3	3
126	тем что	7	3
127	и тем	4	3
128	та же	6	3
129	бы не	5	3
130	для того	18	3
131	где он	3	3
132	самом деле	33	3
133	в виду	6	3
134	к чему	6	3
135	по своему	6	3
136	и этот	6	3
137	независимо от	2	3
138	о том	17	3
139	не могу	3	3
140	что этот	5	3
141	в ней	23	3
142	в свою	6	3
143	тогда когда	2	3
144	и та	3	3
145	и совершенно	9	3
146	и на	7	3
147	что не	5	3
148	того что	9	3
149	мы не	7	3
150	и может	5	3
151	был бы	4	3
152	тот же	5	3
153	бы и	2	3
154	ясно что	11	3
155	конечно в	3	2
156	и то	10	2
157	кажется что	2	2
158	чтобы не	2	2
159	для этого	9	2
160	смысла и	3	2
161	и мы	19	2
162	в данном	5	2
163	его к	2	2
164	ли это	3	2
165	же с	2	2
166	говорить о	3	2
167	и ее	4	2
168	и эта	3	2
169	и отсюда	2	2
170	к этому	5	2
171	дело не	3	2
172	это было	4	2
173	с ее	5	2
174	к себе	2	2
175	из нее	3	2
176	и конечно	3	2
177	как к	6	2
178	и как	10	2
179	оба эти	4	2
180	в виде	5	2
181	и других	5	2
182	все они	3	2
183	были бы	5	2
184	это только	4	2
185	а с	4	2
186	одного и	2	2
187	даны в	3	2
188	что он	23	2
189	из которых	6	2
190	нами в	3	2
191	со всеми	2	2
192	отказаться от	2	2
193	нее в	3	2
194	или как	2	2
195	так и	3	2
196	жизнь и	2	2
197	что только	3	2
198	едва ли	4	2
199	в жизни	6	2
200	с тем	14	2
201	вытекает из	2	2
202	как в	8	2
203	от этого	4	2
204	думать что	3	2
205	одна и	2	2
206	где она	3	2
207	разве не	3	2
208	тому что	10	2
209	она не	10	2
210	дело с	5	2
211	и она	4	2
212	он может	2	2
213	гораздо более	2	2
214	еще более	2	2
215	имеем в	3	2
216	есть именно	2	2
217	и ясно	2	2
218	один из	7	2
219	что за	4	2
220	себя как	3	2
221	это можно	2	2
222	по себе	5	2
223	потому что	26	2
224	она могла	2	2
225	совсем не	3	2
226	не будет	2	2
227	вступить в	2	2
228	того чтобы	21	2
229	и когда	8	2
230	что эта	8	2
231	и эти	2	2
232	именно на	3	2
233	и смерти	3	2
234	не следует	3	2
235	в качестве	2	2
236	ничего общего	3	2
237	человек и	2	2
238	это есть	3	2
239	быть не	2	2
240	этого слова	5	2
241	в этой	20	2
242	мы получим	4	2
243	котором я	3	2
244	с его	2	2
