N	2gram	Vygotskiy_	Freidism
1	и не	15	34
2	таким образом	39	34
3	точки зрения	49	31
4	не может	16	30
5	и пр	2	29
6	может быть	19	28
7	и в	37	28
8	в этом	32	28
9	прежде всего	12	26
10	в его	16	25
11	и его	10	22
12	мы можем	11	20
13	с помощью	16	20
14	как бы	16	19
15	как мы	11	18
16	то что	32	17
17	вовсе не	5	16
18	так как	11	15
19	жизни человека	2	15
20	точка зрения	3	15
21	с точки	34	15
22	все эти	6	15
23	самом деле	8	14
24	так и	12	14
25	в своей	7	14
26	с ним	3	14
27	во всех	4	13
28	и все	7	13
29	но в	9	13
30	как и	20	13
31	по отношению	12	13
32	точку зрения	8	12
33	и потому	3	12
34	том что	42	12
35	то же	12	12
36	что он	16	12
37	мы видели	8	12
38	психической жизни	3	12
39	ни в	6	12
40	в самом	16	12
41	и наконец	3	12
42	для него	5	12
43	все это	9	12
44	сказать что	16	11
45	отношению к	11	11
46	мы знаем	3	11
47	только в	8	11
48	никогда не	8	10
49	и с	10	10
50	все те	2	10
51	за пределы	4	10
52	не только	29	10
53	но и	23	10
54	не в	9	10
55	он не	11	10
56	в том	47	10
57	мы уже	7	10
58	все что	4	10
59	один из	3	10
60	что же	3	10
61	тот же	7	10
62	мы должны	11	9
63	могут быть	5	9
64	к этому	7	9
65	те же	2	9
66	и др	5	9
67	в чем	5	9
68	уже не	2	9
69	и на	8	9
70	мы не	13	9
71	а не	5	9
72	во всяком	6	9
73	с его	7	9
74	все же	6	8
75	с этим	8	8
76	было бы	12	8
77	по мнению	2	8
78	и вот	3	8
79	с другими	5	8
80	а в	4	8
81	в ней	2	8
82	на этом	3	8
83	всяком случае	5	8
84	при этом	6	8
85	в каком	3	7
86	в жизни	2	7
87	в то	7	7
88	в себе	8	7
89	что в	25	7
90	и ее	9	7
91	хотя бы	7	7
92	и для	3	7
93	не является	16	7
94	того что	28	7
95	на протяжении	3	7
96	но не	6	7
97	что все	8	7
98	более того	2	7
99	с самого	9	7
100	об этом	6	7
101	связь с	2	7
102	в нем	2	7
103	если мы	8	7
104	и к	9	7
105	из них	4	7
106	жизни и	2	7
107	в этой	13	7
108	у фрейда	2	6
109	одно из	3	6
110	на самом	4	6
111	для этого	7	6
112	в высшей	7	6
113	но мы	4	6
114	мы имеем	2	6
115	из этих	6	6
116	человека и	6	6
117	всех этих	2	6
118	сознания и	4	6
119	для того	19	6
120	и только	2	6
121	которой мы	3	6
122	о бессознательном	2	6
123	она не	3	6
124	к тому	10	6
125	не можем	3	6
126	можно сказать	6	6
127	чем же	2	6
128	в свою	4	6
129	как раз	8	6
130	и что	11	6
131	высшей степени	7	6
132	же время	2	6
133	учение о	4	6
134	в основе	9	6
135	по поводу	5	5
136	что это	8	5
137	ничего не	6	5
138	со стороны	4	5
139	в заключение	4	5
140	тех же	3	5
141	внешней речи	4	5
142	современной психологии	7	5
143	что она	6	5
144	с их	2	5
145	в которой	6	5
146	и по	3	5
147	от того	7	5
148	потому и	2	5
149	со всеми	2	5
150	на первый	3	5
151	и те	2	5
152	между ними	2	5
153	в этих	3	5
154	на основании	6	5
155	как это	6	5
156	что может	5	5
157	самого начала	9	5
158	увидим что	2	5
159	внутренней речи	14	5
160	что и	3	5
161	ее в	3	5
162	тому что	6	5
163	в общем	5	5
164	в более	3	5
165	в своих	6	5
166	только то	2	5
167	это не	5	5
168	той же	4	5
169	в процессе	19	5
170	отнюдь не	2	5
171	того чтобы	23	5
172	в ее	3	5
173	он сам	3	5
174	и до	5	5
175	говорить о	4	5
176	заключается в	12	5
177	в себя	2	5
178	вместе с	14	5
179	данном случае	5	4
180	и вообще	2	4
181	с которыми	2	4
182	все время	8	4
183	его к	3	4
184	так же	18	4
185	нисколько не	2	4
186	в развитии	31	4
187	в области	4	4
188	в собственном	8	4
189	мысли и	7	4
190	с ее	3	4
191	нашего сознания	3	4
192	в другом	7	4
193	внутренняя речь	7	4
194	речи мы	5	4
195	на него	3	4
196	этом отношении	6	4
197	если бы	10	4
198	мы увидим	3	4
199	в виду	5	4
200	нигде не	3	4
201	в психологии	11	4
202	но ведь	2	4
203	свою очередь	3	4
204	это как	2	4
205	у него	2	4
206	как в	7	4
207	между собой	5	4
208	в своем	10	4
209	только с	2	4
210	человека к	4	4
211	едва ли	5	4
212	в психоанализе	2	4
213	учения об	2	4
214	в котором	6	4
215	связанные с	2	4
216	потому что	11	4
217	именно в	8	4
218	помощью которых	2	4
219	этот вопрос	6	4
220	все основные	3	4
221	что оно	6	4
222	и т.п	5	4
223	этой теории	4	4
224	из тех	3	4
225	не существует	4	4
226	главным образом	2	4
227	мы находим	7	4
228	смысле слова	6	4
229	по себе	9	4
230	из которого	2	4
231	в целом	29	4
232	зависимости от	8	4
233	по ту	2	4
234	ту сторону	2	4
235	должны быть	2	4
236	в зависимости	8	4
237	сам по	3	4
238	мы и	3	4
239	в истории	7	4
240	всех своих	2	4
241	первый план	3	4
242	в данном	5	4
243	слова и	5	4
244	и речи	45	4
245	на язык	2	4
246	я не	4	4
247	и то	3	3
248	и от	4	3
249	социальной среды	6	3
250	психологии в	4	3
251	бы он	3	3
252	в сознании	2	3
253	тому чтобы	2	3
254	независимо от	10	3
255	нуждается в	2	3
256	конечном счете	4	3
257	в результате	7	3
258	о своих	2	3
259	к себе	2	3
260	на всем	3	3
261	и даже	5	3
262	научной психологии	4	3
263	психологической теории	3	3
264	и как	7	3
265	и таким	2	3
266	видели что	6	3
267	на место	2	3
268	этих двух	4	3
269	на все	5	3
270	не остается	3	3
271	и при	2	3
272	он пытается	2	3
273	в настоящей	5	3
274	и со	2	3
275	такой же	3	3
276	на две	3	3
277	одной и	2	3
278	связано с	3	3
279	как на	5	3
280	в детской	3	3
281	себе и	3	3
282	утверждает что	3	3
283	и той	2	3
284	сих пор	4	3
285	в какой	5	3
286	и следовательно	3	3
287	на этот	7	3
288	в поведении	4	3
289	в самых	4	3
290	значение в	4	3
291	и является	2	3
292	от всех	3	3
293	на этой	2	3
294	которое не	2	3
295	о том	14	3
296	один и	2	3
297	в совершенно	5	3
298	если это	2	3
299	человека с	3	3
300	другому человеку	2	3
301	собственном смысле	8	3
302	в конечном	4	3
303	к его	3	3
304	остается в	2	3
305	их в	6	3
306	но для	2	3
307	ответ на	4	3
308	мы называем	3	3
309	приводит к	8	3
310	для всех	8	3
311	в одном	5	3
312	ребенка в	17	3
313	целом и	6	3
314	в основу	3	3
315	что мы	9	3
316	свести к	5	3
317	в них	5	3
318	только не	2	3
319	уже в	8	3
320	и должны	2	3
321	сознания в	3	3
322	которой он	2	3
323	находится в	2	3
324	между двумя	2	3
325	мы видим	7	3
326	когда он	5	3
327	мир в	2	3
328	и есть	2	3
329	а следовательно	2	3
330	и сам	2	3
331	под влиянием	3	3
332	во всей	8	3
333	случае не	2	3
334	из основных	3	3
335	в нашем	3	3
336	о которой	2	3
337	ребенка к	4	3
338	до сих	4	3
339	между тем	10	3
340	на основе	7	3
341	в связь	2	2
342	в книге	3	2
343	в отношении	14	2
344	роли в	2	2
345	вопрос о	11	2
346	в изучении	2	2
347	к личности	2	2
348	выводу что	5	2
349	к этой	4	2
350	благодаря тому	3	2
351	о которых	4	2
352	или иной	3	2
353	когда мы	2	2
354	внешнего мира	2	2
355	с мыслью	2	2
356	нас к	10	2
357	которую можно	3	2
358	из того	7	2
359	к этим	3	2
360	эти понятия	2	2
361	его с	2	2
362	что как	4	2
363	не входит	2	2
364	из этой	2	2
365	другом месте	6	2
366	в одной	3	2
367	по пути	2	2
368	бы и	4	2
369	дело в	3	2
370	в состоянии	2	2
371	должно быть	4	2
372	и поэтому	2	2
373	из важнейших	2	2
374	бы в	5	2
375	превращается в	3	2
376	все другие	2	2
377	фактов и	5	2
378	этом вопросе	4	2
379	в отличие	3	2
380	в конце	2	2
381	и мысли	2	2
382	для себя	7	2
383	как по	2	2
384	друг друга	5	2
385	должен быть	6	2
386	в сновидении	2	2
387	в следующем	4	2
388	и которая	2	2
389	возникает вопрос	2	2
390	связана с	4	2
391	при помощи	2	2
392	и тем	8	2
393	или во	2	2
394	он должен	4	2
395	в их	5	2
396	только для	6	2
397	к своему	2	2
398	останавливаться на	3	2
399	а именно	2	2
400	нами выше	2	2
401	желания и	2	2
402	ничем не	3	2
403	для нас	4	2
404	в течение	4	2
405	всей его	5	2
406	отличие от	3	2
407	мы говорили	4	2
408	его не	3	2
409	опыта и	3	2
410	нас в	2	2
411	в такой	4	2
412	которые мы	2	2
413	анализу и	2	2
414	с одной	14	2
415	работы и	2	2
416	для ребенка	10	2
417	этих фактов	4	2
418	а с	8	2
419	может сказать	2	2
420	эти три	2	2
421	мы только	2	2
422	от этого	4	2
423	в эту	4	2
424	не имеет	5	2
425	значение для	3	2
426	те факты	2	2
427	также и	2	2
428	же что	2	2
429	с другой	16	2
430	только его	3	2
431	речи и	41	2
432	постановка вопроса	2	2
433	современная психология	2	2
434	он в	6	2
435	учения о	8	2
436	заметить что	3	2
437	зависит от	2	2
438	не выдерживает	2	2
439	личности не	3	2
440	у ребенка	17	2
441	на которой	4	2
442	но все	3	2
443	то обстоятельство	2	2
444	речь и	7	2
445	одной стороны	15	2
446	с таким	8	2
447	в применении	2	2
448	которые он	2	2
449	что между	4	2
450	является для	6	2
451	этом смысле	3	2
452	показали что	5	2
453	тогда когда	8	2
454	из которых	6	2
455	представляет собой	13	2
456	и их	5	2
457	не то	3	2
458	теории и	4	2
459	факты и	2	2
460	обстоятельство что	2	2
461	которых мы	2	2
462	она становится	2	2
463	и значение	2	2
464	но если	3	2
465	психологии мы	2	2
466	в тени	2	2
467	и теперь	2	2
468	там где	8	2
469	же как	8	2
470	но вместе	5	2
471	из этого	6	2
472	что с	6	2
473	для всего	3	2
474	связаны с	2	2
475	могли бы	10	2
476	в качестве	12	2
477	это есть	2	2
478	в первом	2	2
479	же самое	4	2
480	отношения к	3	2
481	как его	2	2
482	не к	3	2
483	что при	3	2
484	чем он	3	2
485	у самого	2	2
486	мы могли	11	2
487	ясно что	2	2
