N	2gram	Vygotskiy_	RusskieA
1	и в	37	79
2	в том	47	64
3	том что	42	59
4	что в	25	57
5	не только	29	41
6	так как	11	34
7	в этом	32	33
8	состоит в	4	32
9	как бы	16	31
10	но и	23	31
11	в других	2	30
12	как и	20	28
13	может быть	19	28
14	и на	8	28
15	о том	14	23
16	с в	4	23
17	при этом	6	22
18	это не	5	20
19	как мы	11	20
20	а в	4	20
21	из них	4	19
22	представляют собой	2	18
23	все это	9	18
24	с тем	8	17
25	потому что	11	17
26	показывает что	4	17
27	то что	32	17
28	об этом	6	17
29	таким образом	39	17
30	вместе с	14	17
31	мы не	13	16
32	один из	3	15
33	мы видели	8	14
34	для нас	4	14
35	в них	5	14
36	как это	6	14
37	и не	15	14
38	и с	10	14
39	и что	11	14
40	так что	2	13
41	и по	3	13
42	к этому	7	13
43	не может	16	13
44	как в	7	13
45	уже не	2	13
46	в которых	6	13
47	в виде	3	12
48	между собой	5	12
49	мы имеем	2	12
50	тем что	7	12
51	полагает что	7	12
52	что на	2	11
53	следующим образом	2	11
54	а затем	5	11
55	мы увидим	3	11
56	не имеет	5	11
57	и других	4	10
58	так и	12	10
59	по существу	8	10
60	между тем	10	10
61	все же	6	10
62	что и	3	10
63	в течение	4	10
64	том чтобы	6	10
65	представляет собой	13	10
66	или в	2	10
67	данном случае	5	9
68	о чем	2	9
69	том же	4	9
70	но в	9	9
71	и все	7	9
72	что они	5	9
73	того как	6	9
74	с ней	3	9
75	то же	12	9
76	но не	6	9
77	так же	18	8
78	того что	28	8
79	одно из	3	8
80	как уже	9	8
81	в данном	5	8
82	того чтобы	23	8
83	их в	6	8
84	связи с	7	8
85	не объясняет	2	8
86	представление о	7	8
87	что это	8	8
88	как например	2	8
89	во всех	4	8
90	подобно тому	2	8
91	ее в	3	8
92	для того	19	8
93	в этих	3	8
94	тому как	3	8
95	в своем	10	7
96	мы должны	11	7
97	ничего не	6	7
98	начиная с	2	7
99	в свете	5	7
100	не в	9	7
101	главным образом	2	7
102	должна была	2	7
103	а с	8	7
104	предположить что	2	7
105	по этому	4	7
106	животных и	2	7
107	было бы	12	7
108	для этого	7	7
109	из этих	6	7
110	и как	7	7
111	не можем	3	7
112	только в	8	7
113	связанные с	2	7
114	а не	5	7
115	с собой	5	6
116	в этой	13	6
117	должны были	6	6
118	и их	5	6
119	друг друга	5	6
120	на этом	3	6
121	в их	5	6
122	тому что	6	6
123	она не	3	6
124	к тому	10	6
125	что этот	2	6
126	в нем	2	6
127	же как	8	6
128	все эти	6	6
129	связаны с	2	6
130	в качестве	12	6
131	в одном	5	6
132	что она	6	6
133	что здесь	2	6
134	и пр	2	6
135	и более	6	6
136	на нее	2	6
137	видели что	6	6
138	приводит к	8	6
139	на самом	4	5
140	вопрос о	11	5
141	и потому	3	5
142	в тех	2	5
143	к себе	2	5
144	но если	3	5
145	нас к	10	5
146	тогда когда	8	5
147	что он	16	5
148	это представление	3	5
149	прежде всего	12	5
150	и др	5	5
151	эта теория	2	5
152	к ним	2	5
153	в свою	4	5
154	с этим	8	5
155	заметить что	3	5
156	в то	7	5
157	в целом	29	5
158	в связи	3	5
159	там где	8	5
160	тот же	7	5
161	в его	16	5
162	по поводу	5	5
163	то и	4	5
164	его с	2	5
165	можно было	6	5
166	только для	6	5
167	не с	2	5
168	и для	3	5
169	рассматриваться как	3	5
170	с другой	16	5
171	и к	9	5
172	отнюдь не	2	5
173	или даже	2	5
174	с ним	3	5
175	связь между	10	5
176	мы уже	7	5
177	показывают что	3	4
178	которые в	2	4
179	воздействовать на	2	4
180	и ее	9	4
181	и при	2	4
182	на две	3	4
183	связано с	3	4
184	таким же	4	4
185	только тогда	4	4
186	от них	2	4
187	полагая что	2	4
188	под именем	2	4
189	отличие от	3	4
190	не столько	4	4
191	могут быть	5	4
192	и до	5	4
193	во всей	8	4
194	этого слова	7	4
195	и другим	2	4
196	во всяком	6	4
197	в основе	9	4
198	и от	4	4
199	а к	2	4
200	по всей	2	4
201	несмотря на	6	4
202	приводит нас	3	4
203	такой же	3	4
204	в отличие	3	4
205	и из	2	4
206	но все	3	4
207	переход от	5	4
208	что у	3	4
209	что для	8	4
210	для объяснения	2	4
211	именно в	8	4
212	при рассмотрении	2	4
213	в котором	6	4
214	в своих	6	4
215	как они	2	4
216	этому же	2	4
217	этот вопрос	6	4
218	уже в	8	4
219	в ней	2	4
220	всяком случае	5	4
221	то время	5	4
222	рассматривается как	5	4
223	во всем	4	4
224	тем и	3	4
225	на этой	2	4
226	на основе	7	4
227	никогда не	8	3
228	всех этих	2	3
229	в изучении	2	3
230	очевидно что	4	3
231	его к	3	3
232	в одной	3	3
233	и поэтому	2	3
234	с той	3	3
235	может рассматриваться	4	3
236	на других	2	3
237	того в	2	3
238	в виду	5	3
239	на все	5	3
240	к выводу	10	3
241	как он	7	3
242	раньше чем	3	3
243	мы знаем	3	3
244	что все	8	3
245	относятся к	2	3
246	и это	3	3
247	точки зрения	49	3
248	связь с	2	3
249	живет в	3	3
250	с которой	2	3
251	к слову	6	3
252	и те	2	3
253	в области	4	3
254	ней в	2	3
255	в какой	5	3
256	в ее	3	3
257	но вместе	5	3
258	что с	6	3
259	в своей	7	3
260	в природе	4	3
261	содержится в	2	3
262	свою очередь	3	3
263	сомнений в	2	3
264	хотя и	2	3
265	увидим что	2	3
266	и то	3	3
267	на которых	4	3
268	выводу что	5	3
269	такое объяснение	3	3
270	независимо от	10	3
271	с другими	5	3
272	ее на	4	3
273	по отношению	12	3
274	и еще	2	3
275	в которой	6	3
276	которые не	4	3
277	от этого	4	3
278	на него	3	3
279	в эту	4	3
280	на каждом	2	3
281	к другу	3	3
282	если бы	10	3
283	на первый	3	3
284	увидим ниже	2	3
285	а именно	2	3
286	нами выше	2	3
287	представлений о	2	3
288	отношению к	11	3
289	сих пор	4	3
290	с одной	14	3
291	на этот	7	3
292	не к	3	3
293	на то	11	3
294	все что	4	3
295	своей книге	3	3
296	слова в	2	3
297	когда он	5	3
298	на которой	4	3
299	с таким	8	3
300	из которых	6	3
301	находится в	2	3
302	можно назвать	2	3
303	друг к	2	3
304	с точки	34	3
305	и его	10	3
306	по его	2	3
307	как на	5	3
308	как только	3	3
309	что именно	3	3
310	из основных	3	3
311	уже видели	2	3
312	до сих	4	3
313	во все	3	2
314	в заключение	4	2
315	к этим	3	2
316	и следовательно	3	2
317	могло бы	2	2
318	в себе	8	2
319	на эту	2	2
320	он показывает	4	2
321	падает и	2	2
322	и вообще	2	2
323	перед нами	7	2
324	в развитии	31	2
325	но даже	2	2
326	в силу	8	2
327	в конце	2	2
328	и наконец	3	2
329	что между	4	2
330	должен быть	6	2
331	и тем	8	2
332	он должен	4	2
333	между ними	2	2
334	останавливаться на	3	2
335	мы попытаемся	3	2
336	в частности	8	2
337	на основании	6	2
338	самом деле	8	2
339	на место	2	2
340	показать что	7	2
341	в один	4	2
342	утверждает что	3	2
343	но мы	4	2
344	только с	2	2
345	к этой	4	2
346	в ту	2	2
347	с другом	6	2
348	в другую	2	2
349	в более	3	2
350	точка зрения	3	2
351	ту же	3	2
352	тех случаях	2	2
353	одной стороны	15	2
354	ответ на	4	2
355	вот почему	5	2
356	между двумя	2	2
357	когда в	2	2
358	мы видим	7	2
359	те кто	2	2
360	под влиянием	3	2
361	случае не	2	2
362	что эти	3	2
363	в двух	3	2
364	можно сказать	6	2
365	значение в	4	2
366	который в	7	2
367	для него	5	2
368	так называемых	2	2
369	с его	7	2
370	сказать что	16	2
371	который по	2	2
372	он не	11	2
373	работа в	2	2
374	что если	3	2
375	когда мы	2	2
376	другой стороны	10	2
377	в начале	2	2
378	ту или	2	2
379	тем более	7	2
380	в равной	2	2
381	дело в	3	2
382	должно быть	4	2
383	формами мышления	2	2
384	с развитием	4	2
385	и даже	5	2
386	мы можем	11	2
387	друг с	6	2
388	свет на	2	2
389	в игре	2	2
390	целый ряд	6	2
391	настоящей работе	2	2
392	к вопросу	4	2
393	этом отношении	6	2
394	не является	16	2
395	как по	2	2
396	с этой	7	2
397	в настоящей	5	2
398	с и	3	2
399	нас в	2	2
400	не могло	5	2
401	как известно	8	2
402	о своих	2	2
403	в жизни	2	2
404	вытекает из	3	2
405	но тем	3	2
406	можно считать	2	2
407	и является	2	2
408	значение как	2	2
409	объяснения и	2	2
410	в чем	5	2
411	не связаны	2	2
412	если это	2	2
413	и если	4	2
414	в другой	2	2
415	но на	4	2
416	но что	3	2
417	по себе	9	2
418	и должны	2	2
419	должны будем	2	2
420	чтобы быть	2	2
421	ту сторону	2	2
422	и теперь	2	2
423	в стороне	2	2
424	также не	2	2
425	значения и	2	2
426	из этого	6	2
427	что эта	7	2
428	говорить о	4	2
429	у него	2	2
430	друг другу	4	2
431	в первые	2	2
432	как его	2	2
433	в нашем	3	2
434	но эта	3	2
435	о которой	2	2
436	что при	3	2
437	моментов в	2	2
438	значение слова	5	2
