N	2gram	Voloshinov	Mirosoze
1	и в	12	97
2	может быть	14	64
3	не только	4	63
4	в этом	4	55
5	но и	3	54
6	он не	2	53
7	а не	5	53
8	в нем	6	49
9	не может	16	49
10	и не	10	39
11	никогда не	5	38
12	в ней	6	37
13	не в	4	34
14	для него	3	31
15	не есть	2	30
16	прежде всего	8	29
17	как и	5	29
18	но в	5	27
19	в своей	3	25
20	и все	2	24
21	в своем	2	23
22	что в	2	23
23	в самом	4	21
24	в себе	3	20
25	отношение к	4	20
26	до конца	2	19
27	как бы	13	19
28	в его	2	18
29	и потому	2	17
30	того что	3	17
31	в том	6	16
32	том что	5	16
33	то что	5	16
34	и его	13	16
35	в котором	3	15
36	нет ничего	2	14
37	она не	2	14
38	так как	9	14
39	в творчестве	3	14
40	и на	4	13
41	это не	2	12
42	к нему	4	12
43	в них	3	12
44	все это	3	12
45	но не	2	12
46	но это	2	11
47	хотя бы	5	11
48	только в	6	11
49	как в	5	11
50	и для	3	11
51	уже не	4	11
52	и к	4	11
53	жизни и	4	11
54	так же	3	10
55	должна быть	5	10
56	то же	5	10
57	что и	2	9
58	есть уже	2	9
59	с ним	3	9
60	вместе с	2	9
61	ничего не	2	8
62	в этих	2	8
63	не так	2	8
64	что не	4	8
65	в отношении	2	8
66	с его	2	8
67	за пределы	4	8
68	отношении к	3	8
69	о том	3	8
70	и с	3	8
71	уже в	2	8
72	те же	2	7
73	точки зрения	14	7
74	себя и	2	7
75	в жизни	5	7
76	в нашем	11	7
77	его в	4	6
78	на все	2	6
79	и те	2	6
80	быть и	3	6
81	не способен	2	6
82	если бы	9	6
83	бы не	2	6
84	с этой	2	6
85	и более	3	6
86	и здесь	2	6
87	не к	3	6
88	оно не	2	5
89	в то	2	5
90	так и	4	5
91	все время	6	5
92	в атмосфере	2	5
93	сказать что	7	5
94	да и	3	5
95	еще не	3	5
96	сих пор	3	5
97	когда он	3	5
98	до сих	3	5
99	социальной среды	2	4
100	ее и	3	4
101	по отношению	11	4
102	от того	4	4
103	как к	3	4
104	он должен	3	4
105	в момент	2	4
106	в такой	3	4
107	в чем	2	4
108	место в	2	4
109	могут быть	2	4
110	тогда когда	2	4
111	все эти	3	4
112	и по	3	4
113	ни в	3	4
114	мы не	3	4
115	отношению к	11	4
116	и что	2	4
117	к его	2	3
118	не остается	2	3
119	все же	4	3
120	между тем	3	3
121	в виду	5	3
122	и та	2	3
123	человеческого общества	2	3
124	литературы и	4	3
125	и то	2	3
126	а к	2	3
127	в душе	2	3
128	к этому	2	3
129	конечно не	3	3
130	как не	2	3
131	и самое	2	3
132	от всех	2	3
133	для нас	7	3
134	но этот	2	3
135	из него	2	3
136	в пределах	3	3
137	но для	3	3
138	ко всем	2	3
139	на самом	4	2
140	в каком	3	2
141	его к	2	2
142	самом деле	3	2
143	тем как	2	2
144	была бы	2	2
145	любит и	2	2
146	не менее	3	2
147	от этой	2	2
148	по природе	2	2
149	между ними	2	2
150	и ее	3	2
151	делает его	2	2
152	относится к	2	2
153	его как	2	2
154	за его	2	2
155	смысл и	2	2
156	в какой	2	2
157	можно найти	2	2
158	с другой	4	2
159	что мы	5	2
160	по себе	3	2
161	и уже	3	2
162	им не	2	2
