N	2gram	Vygotskiy_	Freidism
1	и не	24	34
2	таким образом	38	34
3	точки зрения	32	31
4	не может	30	30
5	может быть	35	28
6	и в	55	28
7	в этом	21	28
8	прежде всего	5	26
9	в его	8	25
10	и его	14	22
11	мы можем	6	20
12	как бы	11	19
13	как мы	2	18
14	то что	47	17
15	вовсе не	7	16
16	так как	28	15
17	точка зрения	6	15
18	с точки	12	15
19	все эти	7	15
20	самом деле	19	14
21	так и	6	14
22	в своей	6	14
23	с ним	2	14
24	во всех	4	13
25	и все	8	13
26	но в	5	13
27	как и	25	13
28	точку зрения	3	12
29	и потому	2	12
30	том что	30	12
31	то же	17	12
32	что он	17	12
33	мы видели	2	12
34	ни в	9	12
35	в самом	18	12
36	и наконец	2	12
37	все это	11	12
38	сказать что	12	11
39	его в	3	11
40	мы знаем	8	11
41	только в	18	11
42	никогда не	13	10
43	и с	5	10
44	в сознание	2	10
45	за пределы	2	10
46	не только	25	10
47	но и	12	10
48	не в	19	10
49	он не	8	10
50	в том	55	10
51	все что	4	10
52	один из	6	10
53	что же	4	10
54	тот же	8	10
55	конечно не	2	10
56	мы должны	4	9
57	могут быть	15	9
58	к этому	5	9
59	те же	9	9
60	совершенно не	7	9
61	к нему	3	9
62	в чем	5	9
63	уже не	3	9
64	и на	6	9
65	мы не	15	9
66	а не	18	9
67	во всяком	9	9
68	с его	3	9
69	все же	9	8
70	с этим	7	8
71	душевной жизни	2	8
72	было бы	14	8
73	по мнению	2	8
74	с бессознательным	2	8
75	и вот	5	8
76	еще не	2	8
77	с другими	2	8
78	а в	10	8
79	знаем что	4	8
80	в ней	3	8
81	на этом	3	8
82	всяком случае	7	8
83	при этом	28	8
84	в каком	3	7
85	не могут	6	7
86	до конца	9	7
87	в жизни	5	7
88	в то	8	7
89	в себе	6	7
90	что в	39	7
91	и ее	4	7
92	хотя бы	4	7
93	и для	9	7
94	отношение к	3	7
95	роль в	4	7
96	не является	5	7
97	того что	15	7
98	и у	6	7
99	его жизни	3	7
100	но не	5	7
101	что все	10	7
102	об этом	3	7
103	в нем	5	7
104	если мы	21	7
105	и к	5	7
106	из них	4	7
107	жизни и	5	7
108	в этой	5	7
109	одно из	2	6
110	на самом	6	6
111	но мы	3	6
112	мы имеем	7	6
113	из этих	6	6
114	человека и	3	6
115	объективная психология	2	6
116	не менее	9	6
117	для того	12	6
118	в таком	5	6
119	и только	5	6
120	и о	4	6
121	которой мы	2	6
122	она не	6	6
123	к тому	8	6
124	не можем	3	6
125	что такое	2	6
126	можно сказать	2	6
127	чем же	2	6
128	в свою	3	6
129	зрения на	2	6
130	объективной психологии	4	6
131	совсем не	3	6
132	как раз	4	6
133	и что	28	6
134	же время	2	6
135	в основе	13	6
136	по поводу	3	5
137	что это	12	5
138	ничего не	4	5
139	со стороны	5	5
140	тех же	2	5
141	что она	11	5
142	в которой	6	5
143	и по	7	5
144	от того	6	5
145	со всеми	5	5
146	и те	5	5
147	между ними	2	5
148	в этих	6	5
149	на основании	7	5
150	как это	8	5
151	увидим что	3	5
152	что и	27	5
153	тому что	7	5
154	в общем	2	5
155	таким путем	6	5
156	далеко не	7	5
157	в своих	12	5
158	только то	3	5
159	той же	9	5
160	в процессе	7	5
161	отнюдь не	11	5
162	того чтобы	13	5
163	не было	5	5
164	в ее	7	5
165	с ними	2	5
166	и до	2	5
167	заключается в	15	5
168	в себя	3	5
169	вместе с	10	5
170	одна из	5	4
171	и вообще	3	4
172	в таких	2	4
173	все время	6	4
174	его к	2	4
175	так же	29	4
176	но это	3	4
177	в области	12	4
178	в собственном	4	4
179	мысли и	2	4
180	с ее	3	4
181	нашего сознания	3	4
182	тем не	6	4
183	эмпирической психологии	2	4
184	на него	2	4
185	этом отношении	7	4
186	если бы	10	4
187	таком случае	3	4
188	и может	3	4
189	мы увидим	4	4
190	в первый	3	4
191	именно и	2	4
192	в виду	6	4
193	нигде не	2	4
194	в психологии	13	4
195	это только	4	4
196	экспериментальная психология	2	4
197	не всегда	2	4
198	этой области	4	4
