N	2gram	Voloshinov	Problema
1	и в	16	182
2	и не	4	152
3	то что	3	144
4	не есть	2	113
5	не только	7	104
6	в этом	9	88
7	может быть	17	82
8	том что	3	81
9	в том	3	81
10	только в	4	73
11	сказать что	7	72
12	но и	4	70
13	и даже	4	66
14	не менее	2	58
15	о том	2	57
16	так и	4	56
17	но в	4	55
18	ни в	5	51
19	для нас	2	50
20	и вообще	2	48
21	отнюдь не	4	48
22	было бы	2	46
23	в своей	2	45
24	прежде всего	9	45
25	что в	3	44
26	в его	4	44
27	все эти	5	43
28	таким образом	9	42
29	то же	2	42
30	если мы	2	42
31	так как	4	40
32	что мы	2	40
33	что он	2	40
34	не может	8	39
35	в этой	4	39
36	во всяком	3	39
37	как бы	5	39
38	хотя бы	4	37
39	в нем	4	37
40	еще не	5	36
41	точки зрения	8	36
42	и все	4	36
43	и с	8	34
44	как и	2	34
45	едва ли	3	32
46	все это	4	31
47	что такое	5	31
48	так же	2	31
49	но это	2	31
50	и для	2	30
51	как мы	4	29
52	можно сказать	4	29
53	и о	2	28
54	мы не	2	28
55	а в	3	28
56	и как	3	27
57	и это	6	27
58	по крайней	3	26
59	вместе с	3	26
60	крайней мере	3	26
61	и его	8	26
62	с точки	6	25
63	и на	4	25
64	мы можем	9	25
65	всяком случае	3	25
66	на самом	4	24
67	и притом	3	23
68	только и	2	23
69	при этом	6	23
70	по своему	2	23
71	никогда не	2	22
72	его в	4	22
73	и есть	3	22
74	только на	3	22
75	что и	2	22
76	другими словами	2	22
77	есть в	2	22
78	и к	6	22
79	и ее	4	21
80	в самом	2	21
81	говорить о	2	21
82	и только	9	21
83	и потому	3	20
84	но как	2	20
85	в каком	2	19
86	он не	2	19
87	с ним	2	19
88	самом деле	6	19
89	в них	2	19
90	этом смысле	3	19
91	жизни и	3	19
92	того же	2	18
93	не будет	2	18
94	в этих	3	18
95	не существует	2	18
96	мы уже	2	17
97	совсем не	2	17
98	совершенно не	8	17
99	во всех	3	17
100	между собою	2	16
101	в одно	2	16
102	для этого	2	16
103	как это	3	16
104	в чем	5	15
105	в частности	2	15
106	у него	2	15
107	что не	2	15
108	с этим	2	15
109	за пределы	2	14
110	сих пор	3	14
111	с другими	3	14
112	об его	2	14
113	до сих	3	14
114	в области	3	13
115	учение о	3	13
116	на первый	2	12
117	что это	2	12
118	в начале	2	12
119	вообще не	2	11
120	не могут	2	11
121	и их	4	11
122	один из	2	10
123	в одном	3	10
124	художественного творчества	4	10
125	что оно	2	10
126	только то	2	10
127	со всеми	2	10
128	а может	2	9
129	только для	5	9
130	и наконец	4	9
131	их в	3	9
132	нет и	2	9
133	поэтому и	2	9
134	в жизни	2	9
135	между собой	2	8
136	и по	2	8
137	для него	6	8
138	с этой	2	8
139	для всех	4	8
140	из этих	2	8
141	во всей	2	8
142	с самого	4	8
143	и этот	2	8
144	с ее	4	8
145	но ведь	2	8
146	ни было	2	8
147	конечно не	6	8
148	что на	2	7
149	самого начала	4	7
150	и значение	3	7
151	может иметь	2	7
152	на этой	3	7
153	в основе	3	7
154	сознания и	2	7
155	и так	2	7
156	чем не	3	7
157	оно не	2	7
158	не на	2	7
159	в науке	2	7
160	даже не	3	7
161	мира и	3	7
162	же как	2	7
163	ее в	2	7
164	меньше всего	2	7
165	не можем	2	7
166	но отнюдь	2	6
167	не знает	2	6
168	для меня	2	6
169	есть и	2	6
170	понятия и	2	6
171	только как	3	6
172	в общем	3	6
173	могут быть	3	6
174	из тех	2	6
175	и может	4	6
176	во время	3	6
177	с его	7	6
178	в него	5	6
179	отношения к	3	6
180	но оно	3	6
181	в область	2	5
182	отношение к	5	5
183	нам кажется	2	5
184	но зато	2	5
185	все что	4	5
186	сводится к	2	5
187	оно и	2	5
188	этой теории	2	5
189	и вся	2	5
190	к этому	2	5
191	в этот	2	5
192	да еще	2	5
193	в пределах	2	5
194	они не	2	5
195	к другим	2	4
196	и она	3	4
197	себя и	2	4
198	существует только	2	4
199	кажется что	2	4
200	момент в	2	4
201	но мы	4	4
202	с нею	2	4
203	и др	3	4
204	можно назвать	2	4
205	войти в	2	4
206	по всему	2	4
207	образов и	2	4
208	в мир	2	4
209	с их	3	4
210	к ним	2	4
211	и пр	12	4
212	и чувств	2	3
213	в душе	2	3
214	а потому	4	3
215	нет никаких	2	3
216	сравнению с	3	3
217	нуждается в	5	3
218	по сравнению	3	3
219	связанные с	2	3
220	находится в	2	3
221	и других	2	3
222	с помощью	2	3
223	и говорить	2	3
224	в голову	2	3
225	всех других	2	3
226	с ними	4	3
227	мы видим	2	3
228	и действительно	2	3
229	и мы	2	3
230	потому и	2	3
231	мысли и	4	3
232	с историей	2	3
233	знаем что	2	3
234	на этом	3	3
235	и всех	2	3
236	я и	6	3
237	не нуждается	2	2
238	момента в	2	2
239	возникает в	2	2
240	на друга	2	2
241	в один	4	2
242	жизни человека	4	2
243	ту же	2	2
244	всей жизни	2	2
245	и художественного	3	2
246	на два	2	2
247	и вот	3	2
248	и таким	2	2
249	за счет	2	2
250	а на	2	2
251	от матери	2	2
252	быть это	3	2
253	в свое	2	2
254	сознание и	5	2
255	большинстве случаев	3	2
256	на них	2	2
257	на язык	3	2
258	нечего и	2	2
259	друг на	2	2
260	как с	2	2
261	чувства и	2	2
262	цели и	2	2
263	этой ступени	2	2
264	является по	2	2
265	на основе	2	2
