N	3gram	Losev_Prob	Myshleni
1	в том что	13	133
2	с точки зрения	13	89
3	для того чтобы	3	78
4	по отношению к	2	42
5	с одной стороны	5	39
6	с самого начала	3	36
7	то же самое	2	31
8	в этом отношении	4	30
9	можно было бы	2	28
10	с другой стороны	7	26
11	вместе с тем	5	26
12	о том что	14	25
13	на то что	2	25
14	не может быть	2	23
15	в то время	4	22
16	можно сказать что	4	21
17	то время как	4	20
18	во всяком случае	6	18
19	в этом смысле	4	18
20	этой точки зрения	2	17
21	до сих пор	3	17
22	в связи с	11	17
23	с этой точки	2	16
24	в данном случае	5	15
25	и то что	3	15
26	в свою очередь	2	14
27	потому что он	2	14
28	то и другое	5	13
29	а с другой	3	13
30	это значит что	2	13
31	точно так же	4	13
32	тем не менее	8	12
33	в том чтобы	2	12
34	только тогда когда	3	11
35	в том числе	2	10
36	то что в	2	10
37	на самом деле	2	9
38	сама по себе	2	9
39	ни в какой	4	9
40	том что он	3	9
41	сам по себе	3	8
42	той или иной	4	8
43	только в том	2	8
44	и вместе с	3	7
45	по этому поводу	4	7
46	ничего общего с	2	6
47	не что иное	3	6
48	что иное как	3	6
49	в том смысле	2	6
50	что перед нами	2	6
51	мы находим в	3	6
52	и в частности	4	6
53	в конце концов	7	5
54	но все же	2	5
55	в то же	2	5
56	и как бы	2	5
57	в какой мере	3	5
58	мы хотели бы	2	5
59	не только в	5	5
60	уже по одному	2	5
61	потому что оно	2	4
62	после того как	3	4
63	но и в	2	4
64	как это мы	2	4
65	в предисловии к	2	4
66	в настоящей работе	2	4
67	бы то ни	4	3
68	то ни было	2	3
69	потому что они	2	3
70	какой мере не	3	3
71	в значительной мере	3	3
72	тех или иных	2	3
73	мы видели выше	2	3
74	к тому же	5	3
75	и потому что	2	3
76	в настоящее время	7	3
77	никак не может	2	3
78	не чем иным	3	3
79	того или иного	2	3
80	чем иным как	3	3
81	дело в том	4	3
82	в результате чего	2	2
83	как мы его	2	2
84	все же не	3	2
85	что он должен	2	2
86	что в данном	2	2
87	и никогда не	2	2
88	само собой разумеется	2	2
89	это не имеет	2	2
90	с ним в	2	2
91	до некоторой степени	4	2
92	за то что	2	2
93	в той или	2	2
94	или иной мере	2	2
95	является для него	2	2
96	не только для	2	2
