N	2gram	Losev_Prob	Formalny
1	и в	48	95
2	и не	29	78
3	может быть	11	66
4	в этом	31	61
5	не может	6	57
6	вовсе не	18	53
7	таким образом	20	52
8	и его	11	51
9	так и	15	50
10	точки зрения	17	47
11	в нем	8	42
12	в его	19	42
13	прежде всего	15	41
14	с точки	13	40
15	как и	10	39
16	и т	2	37
17	не в	16	35
18	в самом	7	35
19	а не	7	34
20	но и	21	33
21	то же	6	32
22	самом деле	3	32
23	не только	28	30
24	в том	25	26
25	отнюдь не	14	26
26	если бы	2	26
27	то что	26	25
28	на самом	2	24
29	при этом	6	24
30	в своей	29	24
31	в ней	4	23
32	связи с	11	23
33	было бы	12	23
34	с помощью	2	23
35	в то	6	22
36	и ее	2	22
37	как бы	10	21
38	что в	12	21
39	и с	10	21
40	в их	4	20
41	не менее	8	20
42	и от	7	20
43	с тем	7	20
44	как мы	5	20
45	не могут	3	19
46	все это	8	19
47	хотя бы	11	19
48	по себе	5	19
49	все же	12	18
50	и все	12	18
51	все эти	12	18
52	в связи	11	18
53	с его	3	18
54	и их	7	18
55	только в	21	18
56	как в	3	17
57	как раз	7	17
58	так же	7	16
59	в искусстве	2	16
60	во всяком	7	16
61	с другой	8	16
62	потому что	21	16
63	всяком случае	6	16
64	его в	9	15
65	все время	5	15
66	но в	17	15
67	бы в	2	15
68	так как	10	15
69	во всех	2	15
70	в литературе	5	15
71	именно в	11	15
72	и на	9	15
73	что он	12	14
74	только на	2	14
75	в ее	6	14
76	в своем	16	14
77	еще не	4	14
78	в жизни	4	14
79	в этой	14	14
80	если мы	2	14
81	и потому	4	14
82	жизни и	7	14
83	вместе с	15	14
84	до конца	4	13
85	в настоящее	7	13
86	настоящее время	7	13
87	того что	8	13
88	а в	8	13
89	могут быть	2	13
90	для них	3	13
91	что и	8	13
92	в результате	11	13
93	тем что	2	13
94	ни в	17	13
95	по отношению	2	12
96	как это	5	12
97	того чтобы	3	12
98	к тому	7	12
99	отношению к	2	12
100	и для	11	12
101	уже не	12	12
102	никогда не	7	11
103	этом отношении	4	11
104	это и	4	11
105	в корне	2	11
106	они не	3	11
107	но не	12	11
108	то ни	4	11
109	что они	4	11
110	для него	2	11
111	между тем	2	11
112	не о	2	10
113	не есть	3	10
114	действительности и	4	10
115	не как	3	10
116	в художественном	2	10
117	мы не	7	10
118	не было	4	10
119	в дальнейшем	7	10
120	по существу	2	10
121	бы то	4	10
122	мы видели	2	10
123	другой стороны	8	10
124	не является	2	10
125	как о	6	10
126	и как	10	10
127	в своих	3	10
128	большинстве случаев	2	10
129	раз и	2	10
130	конечно не	2	10
131	он не	4	10
132	на фоне	2	10
133	тем же	4	10
134	ничего не	3	9
135	совсем не	4	9
136	здесь не	12	9
137	но это	7	9
138	и до	2	9
139	или иного	2	9
140	в каждом	2	9
141	и даже	24	9
142	у нас	17	9
143	еще более	4	9
144	в свою	4	9
145	ни было	2	9
146	это не	8	8
147	в других	5	8
148	была бы	3	8
149	до сих	3	8
150	одной стороны	5	8
151	в них	5	8
152	с одной	5	8
153	в области	3	8
154	для этого	2	8
155	что это	4	8
156	с этим	3	8
157	в данном	6	8
158	всех этих	3	8
159	сих пор	3	8
160	из этого	6	8
161	и является	6	8
162	должен быть	2	8
163	и к	9	8
164	для того	4	8
165	и речи	2	8
166	ясно что	11	8
167	том что	29	7
168	в себе	7	7
169	в одной	2	7
170	свою очередь	2	7
171	что именно	2	7
172	даже и	11	7
173	во втором	2	7
174	является для	3	7
175	не входит	2	7
176	значение и	2	7
177	сказать что	13	7
178	к этому	2	7
179	того или	3	7
180	время в	2	7
181	жизни в	7	7
182	и наконец	4	7
183	и только	4	7
184	в какой	5	7
185	и более	3	7
186	но все	6	7
187	искусства в	2	7
188	только и	9	7
189	из них	4	7
190	он и	5	7
191	в той	5	7
192	же и	2	7
193	от этого	4	7
194	данном случае	5	6
195	тем самым	2	6
196	в которой	7	6
197	в конце	10	6
198	отношение к	3	6
199	в россии	2	6
200	и тем	4	6
201	в частности	5	6
202	и это	3	6
203	тому что	2	6
204	в этих	3	6
205	его не	3	6
206	один из	2	6
207	нисколько не	7	6
208	он был	5	6
209	ее в	2	6
210	к его	5	6
211	его с	2	6
212	из этих	2	6
213	они и	2	6
214	кроме того	5	6
215	но для	2	6
216	от нее	2	6
217	жизнь и	6	6
218	нет и	3	6
219	о том	17	6
220	по преимуществу	2	6
221	в смысле	8	6
222	уже в	4	6
223	если он	4	6
224	сам по	3	6
225	именно на	2	6
226	с ним	4	6
227	учение о	4	6
228	даже в	2	5
229	должен был	2	5
230	что оно	2	5
231	или же	2	5
232	в виду	3	5
233	а как	2	5
234	мы уже	2	5
235	одной из	5	5
236	не так	4	5
237	а только	5	5
238	в такой	3	5
239	что не	3	5
240	в значительной	3	5
241	и по	2	5
242	можно сказать	10	5
243	хотя и	10	5
244	да и	5	5
245	и то	6	5
246	если в	2	5
247	в эпоху	5	5
248	то в	4	5
249	то и	7	5
250	его как	2	5
251	мы можем	5	5
252	с этой	4	5
253	для нас	14	5
254	к нему	3	5
255	то он	2	5
256	ни на	2	5
257	не имеет	3	5
258	в самой	5	5
259	в котором	5	5
260	в отношении	8	5
261	этом смысле	4	5
262	еще в	6	5
263	равно как	2	5
264	правда в	3	5
265	и что	9	5
266	же в	4	5
267	в нашем	5	5
268	однако не	2	5
269	вопрос о	2	5
270	и притом	8	4
271	или даже	4	4
272	для всего	2	4
273	но даже	6	4
274	конце концов	7	4
275	он должен	2	4
276	как он	2	4
277	но именно	2	4
278	тогда когда	4	4
279	в романе	2	4
280	себе в	2	4
281	он в	5	4
282	того же	7	4
283	не будет	4	4
284	здесь в	7	4
285	или в	7	4
286	самого начала	3	4
287	и во	2	4
288	и тогда	4	4
289	был бы	2	4
290	с самого	3	4
291	нем и	2	4
292	к ней	2	4
293	тем не	8	4
294	на него	3	4
295	едва ли	13	4
296	сама по	2	4
297	со всей	2	4
298	в таком	4	4
299	и другие	4	4
300	и о	9	4
301	под влиянием	3	4
302	от одного	4	4
303	в целях	3	4
304	не к	3	4
305	а наоборот	2	4
306	что для	2	4
307	или иначе	3	4
308	не для	2	4
309	к другому	5	4
310	отвлечься от	2	4
311	является не	2	4
312	но эта	2	4
313	это время	3	4
314	все в	3	4
315	мы и	2	4
316	в каких	3	4
317	и если	2	3
318	перед нами	14	3
319	во все	3	3
320	или иной	4	3
321	для всех	2	3
322	том как	2	3
323	есть только	4	3
324	остановиться на	2	3
325	проявляется в	3	3
326	начала и	2	3
327	вся эта	3	3
328	не всегда	5	3
329	в науке	2	3
330	в году	9	3
331	и при	2	3
332	так что	18	3
333	нас не	3	3
334	том смысле	2	3
335	со всеми	5	3
336	совсем другое	2	3
337	от них	2	3
338	но как	3	3
339	так или	3	3
340	при анализе	2	3
341	предисловии к	2	3
342	и своей	2	3
343	и совершенно	2	3
344	смысле слова	12	3
345	на его	4	3
