N	3gram	Vygotskiy_	StatiiOP
1	в том что	30	47
2	и т д	6	32
3	о том что	15	29
4	в этом отношении	3	24
5	для того чтобы	41	19
6	и т п	5	19
7	до сих пор	9	19
8	с точки зрения	5	14
9	с другой стороны	8	13
10	то обстоятельство что	2	11
11	не может быть	4	11
12	в самом деле	8	9
13	на то что	25	9
14	можно было бы	4	9
15	вместе с тем	4	9
16	дело в том	2	9
17	на самом деле	8	8
18	не только в	5	8
19	к тому что	8	8
20	том что он	4	7
21	в своей трагедии	2	7
22	в данном случае	3	7
23	по этому поводу	4	7
24	в конце концов	6	7
25	заключается в том	9	7
26	в то время	4	7
27	и в этом	2	7
28	по отношению к	2	6
29	так же как	3	6
30	вопрос о том	3	6
31	том что в	2	6
32	не только не	4	6
33	в этом смысле	3	6
34	за то что	3	5
35	с тем что	3	5
36	с самого начала	5	5
37	что он не	3	5
38	обратить внимание на	2	5
39	то время как	4	5
40	то что в	4	5
41	тот факт что	6	5
42	как раз в	2	5
43	в том чтобы	6	5
44	то что он	5	4
45	иметь в виду	3	4
46	сами по себе	2	4
47	и в самом	3	4
48	что в этой	3	4
49	с одной стороны	15	4
50	и в том	2	4
51	во всех этих	2	3
52	можно сказать что	3	3
53	таким образом в	2	3
54	только что в	2	3
55	одним и тем	3	3
56	что это не	2	3
57	может быть это	2	3
58	в этой трагедии	2	3
59	в лучшем случае	3	3
60	в этом случае	2	3
61	и тем же	3	3
62	а с другой	5	3
63	потому что он	3	3
64	состоит в том	2	3
65	сказать что в	2	3
66	принять во внимание	2	3
67	он должен был	2	3
68	в драме и	2	2
69	то же самое	8	2
70	это не так	3	2
71	связи которая существует	2	2
72	тех пор пока	2	2
73	должно было бы	2	2
74	вовсе не в	2	2
75	сам по себе	4	2
76	в целом ряде	2	2
77	если бы мы	5	2
78	и что он	2	2
79	ни в каком	2	2
80	может быть и	2	2
81	о том в	2	2
82	и в результате	3	2
83	той или иной	2	2
84	в отличие от	3	2
85	на этот вопрос	5	2
86	но он не	2	2
87	в зависимости от	7	2
88	во всех трех	2	2
89	до тех пор	2	2
90	что в этом	6	2
91	что в нем	3	2
92	и то что	4	2
93	но и это	2	2
94	что это есть	2	2
