N	2gram	Losev_Vlad	Russkaja
1	не может	12	22
2	и не	33	19
3	в том	26	17
4	в этом	30	17
5	и в	56	14
6	то что	30	13
7	точки зрения	4	11
8	то же	10	11
9	таким образом	6	11
10	в то	15	10
11	но и	26	10
12	же время	7	10
13	не только	35	9
14	том что	22	9
15	церкви и	2	9
16	может быть	12	9
17	в себе	5	9
18	во всяком	8	9
19	того чтобы	4	8
20	как на	2	8
21	прежде всего	5	8
22	к богу	2	7
23	и с	27	7
24	к тому	5	7
25	о том	13	7
26	мы должны	3	7
27	и если	8	7
28	отнюдь не	3	7
29	ни к	2	7
30	с тем	4	6
31	и для	4	6
32	к которой	2	6
33	для всех	2	6
34	в своих	7	6
35	в россии	7	6
36	и к	10	6
37	если бы	2	6
38	всяком случае	8	6
39	все это	7	6
40	для того	4	6
41	и при	2	6
42	что он	22	6
43	в своем	10	6
44	для него	16	6
45	а в	20	5
46	на то	7	5
47	в последние	3	5
48	было бы	7	5
49	хотя бы	5	5
50	и на	7	5
51	потому что	16	5
52	при этом	5	5
53	в нем	7	5
54	жизни в	3	5
55	в своей	7	5
56	конечно не	5	5
57	только в	11	5
58	никогда не	15	5
59	он не	13	5
60	последние дни	2	5
61	во всех	4	5
62	по существу	4	5
63	и то	13	4
64	что в	24	4
65	но не	5	4
66	его в	3	4
67	все же	11	4
68	себя в	6	4
69	не могут	2	4
70	к этой	4	4
71	не в	12	4
72	как и	7	4
73	более или	5	4
74	как бы	5	4
75	все что	2	4
76	так как	11	4
77	он будет	2	4
78	что же	11	4
79	которой он	7	4
80	жизни и	8	4
81	в его	18	4
82	со стороны	5	4
83	в их	2	4
84	на земле	2	4
85	то ни	2	4
86	во всем	4	4
87	в этой	4	4
88	себе и	2	4
89	вместе с	9	4
90	от того	2	4
91	бы то	2	4
92	или менее	5	4
93	одной из	2	3
94	был и	3	3
95	да и	6	3
96	то это	4	3
97	том чтобы	4	3
98	о котором	2	3
99	что все	2	3
100	что это	2	3
101	но мы	3	3
102	что для	5	3
103	и сейчас	2	3
104	именно в	4	3
105	из этих	5	3
106	что бы	2	3
107	только к	3	3
108	не есть	4	3
109	всех этих	3	3
110	в будущем	2	3
111	и потому	8	3
112	главным образом	5	3
113	в конце	22	3
114	из них	3	3
115	в самом	3	3
116	и как	7	3
117	несмотря на	7	3
118	знаем что	2	3
119	для них	2	3
120	что и	6	3
121	конце концов	6	3
122	лишь в	3	3
123	он сам	3	3
124	из этого	6	3
125	и во	3	3
126	и по	10	3
127	может только	2	3
128	связи с	7	3
129	еще не	2	3
130	в виде	4	3
131	того что	6	3
132	в качестве	7	3
133	что они	4	3
134	друг друга	3	3
135	не было	12	3
136	вселенской церкви	3	3
137	и ни	2	3
138	в вопросах	3	3
139	и т	3	3
140	тем что	2	3
141	россии и	4	3
142	то в	6	3
143	и о	6	2
144	любви к	2	2
145	в течение	13	2
146	и от	6	2
147	не к	2	2
148	но она	4	2
149	с этим	3	2
150	тем самым	2	2
151	для себя	6	2
152	к нему	6	2
153	указывает на	2	2
154	она не	3	2
155	но в	19	2
156	ни в	4	2
157	в котором	10	2
158	что такое	3	2
159	так же	4	2
160	их в	3	2
161	на себя	3	2
162	в начале	7	2
163	для нее	3	2
164	этого не	2	2
165	это в	2	2
166	в настоящее	2	2
167	даже и	12	2
168	больше чем	2	2
169	в ней	5	2
170	на эту	3	2
171	уже не	6	2
172	на это	2	2
173	время в	4	2
174	в результате	6	2
175	но даже	3	2
176	с самим	2	2
177	даже не	3	2
178	настоящее время	2	2
179	отношении к	2	2
180	если не	4	2
181	этом и	2	2
182	и даже	23	2
183	а не	5	2
184	и тот	2	2
185	и деятельности	2	2
186	для нас	9	2
187	по этому	3	2
188	на такой	2	2
189	по себе	3	2
190	от него	3	2
191	в порядке	2	2
192	нисколько не	4	2
193	говоря о	2	2
194	точно так	2	2
195	место в	2	2
196	к себе	2	2
197	в меру	2	2
198	бы его	2	2
199	и тем	2	2
200	и вот	5	2
201	и что	11	2
202	но это	6	2
203	что с	3	2
204	все эти	6	2
205	том же	4	2
206	совершенно не	2	2
207	и наконец	2	2
208	а с	5	2
209	в этих	5	2
210	народа и	2	2
211	только на	3	2
212	в частности	4	2
213	в таком	2	2
214	и есть	2	2
215	в россию	5	2
216	так что	13	2
217	во время	4	2
218	как будто	2	2
219	на основании	3	2
220	во многих	2	2
221	его и	2	2
222	отношения к	4	2
223	в области	3	2
224	за то	2	2
225	от нас	2	2
226	вся эта	3	2
227	с ним	10	2
228	у него	28	2
229	к той	2	2
230	мы уже	8	2
231	последнее время	2	2
232	ясно что	2	2
