N	2gram	Trubetskoy	Marksizm
1	точки зрения	11	69
2	может быть	9	64
3	и в	14	63
4	и не	19	55
5	как бы	4	53
6	не может	22	47
7	с точки	9	46
8	в этом	17	39
9	таким образом	11	38
10	лишь в	3	30
11	не только	9	29
12	в нем	5	28
13	то же	11	28
14	но и	10	27
15	самом деле	7	25
16	связи с	3	25
17	прежде всего	8	24
18	как и	4	24
19	в самом	3	24
20	только в	5	23
21	в том	17	22
22	то что	13	22
23	а не	2	22
24	при этом	5	20
25	для него	6	20
26	том что	9	19
27	не в	4	19
28	в его	4	19
29	если бы	6	19
30	на почве	2	19
31	но в	2	18
32	и для	6	18
33	все же	4	17
34	в то	10	16
35	по отношению	2	16
36	и как	3	16
37	что он	6	15
38	во всех	5	15
39	отнюдь не	7	15
40	же время	10	15
41	– не	2	15
42	в данном	7	14
43	хотя бы	5	14
44	так же	2	13
45	того чтобы	8	13
46	было бы	5	13
47	в своей	5	13
48	то ни	4	13
49	что в	4	13
50	в результате	2	12
51	а в	5	12
52	бы то	4	12
53	для того	6	12
54	является не	2	12
55	он не	5	12
56	между тем	5	12
57	на самом	6	11
58	друг друга	3	11
59	к нему	2	11
60	и на	5	11
61	в ней	2	11
62	сих пор	5	11
63	все эти	2	11
64	и от	2	11
65	так как	4	11
66	еще не	3	11
67	и что	2	11
68	мы уже	2	11
69	до сих	5	11
70	никогда не	5	10
71	его в	4	10
72	и потому	3	10
73	во всяком	9	10
74	одна из	3	10
75	в своем	6	10
76	совершенно не	2	10
77	именно в	3	10
78	конечно не	5	10
79	в таком	2	10
80	в большинстве	3	10
81	в себе	9	9
82	только на	2	9
83	одной из	3	9
84	к тому	7	9
85	большинстве случаев	2	9
86	что это	3	9
87	отношении к	2	9
88	и более	2	9
89	ни в	2	9
90	быть и	2	9
91	или иной	5	8
92	и т.д	4	8
93	в их	4	8
94	с этим	2	8
95	тому что	2	8
96	на этой	2	8
97	настоящее время	2	8
98	не будет	7	8
99	что и	3	8
100	в настоящее	2	8
101	и даже	2	8
102	мы можем	2	8
103	на то	5	8
104	и с	7	8
105	не было	3	8
106	сводится к	3	8
107	у него	2	8
108	ясно что	2	8
109	от него	2	7
110	того что	3	7
111	по себе	2	7
112	место в	2	7
113	и те	2	7
114	в качестве	3	7
115	в этой	4	7
116	в начале	2	7
117	в этих	2	7
118	о том	7	7
119	в котором	2	7
120	он сам	3	7
121	не есть	3	6
122	вопрос о	5	6
123	мы должны	7	6
124	она может	3	6
125	в другом	3	6
126	что же	4	6
127	все это	6	6
128	должна быть	2	6
129	из этих	3	6
130	уже не	2	6
131	этот вопрос	2	6
132	в корне	4	6
133	всяком случае	6	6
134	не к	2	6
135	в конце	3	5
136	от того	4	5
137	и тем	2	5
138	точку зрения	4	5
139	и вот	2	5
140	то в	3	5
141	или в	3	5
142	той или	3	5
143	этом случае	3	5
144	да и	3	5
145	себя в	4	5
146	должно быть	3	5
147	ее в	2	5
148	жизни в	5	5
149	она не	2	5
150	но не	4	5
151	и является	2	5
152	для себя	2	5
153	что такое	2	5
154	как на	8	5
155	вместе с	4	5
156	следовательно и	2	4
157	не могут	4	4
158	в области	2	4
159	так что	2	4
160	и к	6	4
161	что все	3	4
162	ведь в	2	4
163	что они	3	4
164	и то	4	4
165	только с	2	4
166	и тот	2	4
167	целый ряд	2	4
168	но для	2	4
169	точке зрения	3	4
170	из них	3	4
171	несмотря на	3	4
172	жизни и	4	4
173	в других	2	4
174	из этого	3	4
175	именно на	2	4
176	если же	2	4
177	тем что	3	4
178	не о	2	3
179	были бы	2	3
180	она будет	2	3
181	к себе	2	3
182	но если	3	3
183	в значительной	3	3
184	конце концов	3	3
