N	2gram	Bakhtin_Fr	Problemy
1	и в	67	106
2	и не	23	90
3	как бы	18	70
4	может быть	4	66
5	в его	17	56
6	в этом	27	52
7	в нем	20	51
8	не может	9	49
9	что он	7	44
10	как и	19	44
11	но и	23	40
12	точки зрения	7	40
13	для него	4	39
14	и его	19	39
15	а не	6	38
16	не только	23	36
17	то же	18	36
18	в пределах	2	35
19	то что	9	33
20	но в	20	33
21	прежде всего	19	32
22	в то	17	29
23	все это	15	29
24	он не	9	29
25	и все	18	28
26	не в	8	27
27	в одном	7	27
28	же время	14	26
29	к нему	5	25
30	в сущности	13	25
31	с точки	5	25
32	в самом	7	25
33	и с	18	25
34	самом деле	6	24
35	не как	3	24
36	вовсе не	19	24
37	рядом с	6	23
38	слова и	2	23
39	и на	12	23
40	таким образом	20	22
41	в каждом	3	22
42	как мы	16	21
43	там где	10	21
44	никогда не	6	20
45	все же	7	20
46	потому что	8	20
47	только в	6	20
48	что в	14	19
49	с его	11	19
50	на самом	8	18
51	в себе	3	18
52	о нем	2	18
53	все эти	12	18
54	еще не	5	18
55	но не	6	18
56	это не	5	17
57	в том	16	17
58	так и	14	17
59	а в	4	17
60	и к	7	17
61	с ним	6	17
62	так же	13	16
63	в другом	4	16
64	если бы	2	16
65	в своей	6	16
66	до конца	2	15
67	о мире	2	15
68	и наконец	5	15
69	и для	4	15
70	у него	4	15
71	в отношении	2	14
72	так как	16	14
73	в своем	13	14
74	в конце	12	14
75	лишь в	3	14
76	и сам	2	14
77	он и	6	14
78	себя самого	2	14
79	как раз	5	14
80	а как	3	14
81	его в	10	13
82	перед нами	6	13
83	в романе	15	13
84	и это	5	13
85	большинстве случаев	6	13
86	в целом	2	13
87	себя и	2	13
88	с другими	3	13
89	на него	2	13
90	но все	2	13
91	в большинстве	6	13
92	том что	13	12
93	в одной	3	12
94	даже в	5	12
95	в плане	5	12
96	ничего не	5	12
97	к тому	4	12
98	между тем	3	12
99	что и	8	12
100	при этом	5	12
101	было бы	5	12
102	так сказать	2	12
103	но это	10	12
104	за пределы	4	12
105	и даже	6	12
106	и как	7	12
107	и слово	3	12
108	как в	4	12
109	в котором	3	12
110	и что	3	12
111	не могут	3	11
112	в форме	2	11
113	дело идет	3	11
114	бы и	2	11
115	бы в	5	11
116	тем что	3	11
117	с другой	3	11
118	их в	2	11
119	более того	3	11
120	мы уже	13	11
121	как будто	2	11
122	что не	4	10
123	ведь и	3	10
124	самого начала	3	10
125	до сих	3	10
126	сих пор	3	10
127	далеко не	6	10
