N	2gram	Vygotskiy_	Freidism
1	и не	18	34
2	таким образом	30	34
3	точки зрения	27	31
4	не может	31	30
5	может быть	15	28
6	и в	33	28
7	в этом	43	28
8	прежде всего	5	26
9	в его	15	25
10	и его	6	22
11	мы можем	15	20
12	с помощью	32	20
13	как бы	11	19
14	как мы	20	18
15	то что	48	17
16	вовсе не	2	16
17	так как	20	15
18	точка зрения	8	15
19	с точки	12	15
20	все эти	9	15
21	самом деле	9	14
22	так и	8	14
23	в своей	5	14
24	с ним	6	14
25	во всех	3	13
26	и все	2	13
27	но в	9	13
28	как и	13	13
29	по отношению	19	13
30	и потому	3	12
31	том что	41	12
32	то же	12	12
33	что он	40	12
34	мы видели	10	12
35	в самом	10	12
36	и наконец	3	12
37	для него	9	12
38	все это	2	12
39	сказать что	18	11
40	его в	6	11
41	отношению к	19	11
42	мы знаем	5	11
43	только в	21	11
44	никогда не	10	10
45	и с	7	10
46	за пределы	4	10
47	не только	28	10
48	но и	14	10
49	не в	10	10
50	он не	13	10
51	в том	44	10
52	мы уже	4	10
53	все что	2	10
54	один из	4	10
55	что же	2	10
56	тот же	7	10
57	мы должны	13	9
58	могут быть	7	9
59	к этому	7	9
60	те же	6	9
61	совершенно не	5	9
62	к нему	4	9
63	в чем	10	9
64	и на	11	9
65	мы не	6	9
66	а не	14	9
67	во всяком	4	9
68	с его	3	9
69	все же	5	8
70	с этим	9	8
71	было бы	18	8
72	по мнению	2	8
73	еще не	11	8
74	а в	5	8
75	знаем что	2	8
76	в ней	2	8
77	на этом	8	8
78	всяком случае	2	8
79	при этом	9	8
80	в каком	2	7
81	не могут	7	7
82	до конца	3	7
83	в жизни	2	7
84	в то	5	7
85	в себе	4	7
86	что в	33	7
87	и ее	2	7
88	хотя бы	5	7
89	и для	3	7
90	отношение к	12	7
91	не является	7	7
92	того что	34	7
93	на протяжении	2	7
94	но не	13	7
95	что все	9	7
96	с самого	8	7
97	в нем	10	7
98	если мы	9	7
99	и к	7	7
100	из них	6	7
101	жизни и	2	7
102	в этой	8	7
103	на самом	3	6
104	для этого	3	6
105	в высшей	3	6
106	но мы	7	6
107	мы имеем	4	6
108	из этих	2	6
109	сознания и	3	6
110	не менее	4	6
111	для того	20	6
112	и только	4	6
113	если он	4	6
114	в пределах	6	6
115	в корне	2	6
116	она не	2	6
117	к тому	14	6
118	не можем	2	6
119	что такое	6	6
