N	2gram	Bakhtin_Fr	Psycholo
1	то что	9	193
2	и в	67	190
3	в том	16	163
4	что в	14	123
5	потому что	8	114
6	том что	13	113
7	и что	3	108
8	может быть	4	107
9	таким образом	20	102
10	в этом	27	100
11	то есть	49	97
12	все время	3	86
13	в самом	7	82
14	как бы	18	80
15	для того	8	78
16	того чтобы	9	78
17	что он	7	76
18	не только	23	75
19	на то	2	73
20	и не	23	73
21	что она	4	71
22	самом деле	6	70
23	точки зрения	7	69
24	не может	9	68
25	если мы	3	66
26	так как	16	63
27	так же	13	63
28	было бы	5	56
29	если бы	2	55
30	то же	18	54
31	о том	8	54
32	при этом	5	52
33	как и	19	51
34	что и	8	50
35	а не	6	50
36	что это	4	49
37	только в	6	46
38	в сущности	13	46
39	сказать что	12	46
40	в искусстве	3	45
41	к тому	4	45
42	не в	8	45
43	в этой	13	43
44	никогда не	6	42
45	и все	18	42
46	вместе с	5	41
47	как это	5	40
48	но и	23	40
49	как раз	5	39
50	того что	4	39
51	же самое	3	38
52	и это	5	37
53	мы видим	6	37
54	и как	7	36
55	с тем	3	35
56	вовсе не	19	34
57	и если	3	34
58	и его	19	34
59	как на	6	34
60	что все	4	33
61	когда он	2	33
62	все же	7	33
63	все это	15	32
64	в себе	3	32
65	в ней	10	31
66	мы не	6	31
67	в его	17	31
68	он не	9	31
69	никак не	3	30
70	как будто	2	30
71	как в	4	30
72	с одной	2	29
73	и для	4	29
74	с точки	5	29
75	одной стороны	2	29
76	в нем	20	29
77	что они	3	28
78	и то	2	28
79	мы можем	5	28
80	в основе	6	27
81	с другой	3	27
82	а в	4	27
83	все то	6	27
84	и на	12	27
85	и здесь	6	25
86	жизни и	11	25
87	до конца	2	24
88	в целом	2	24
89	до сих	3	24
90	тем что	3	24
91	в своем	13	23
92	сих пор	3	23
93	для этого	2	23
94	целый ряд	2	23
95	из этого	5	23
96	один из	6	23
97	и даже	6	22
98	что у	2	22
99	казалось бы	2	22
100	с этим	6	22
101	между тем	3	22
102	из них	5	22
103	в своей	6	21
104	как мы	16	21
105	и вот	4	21
106	в конце	12	21
107	ни в	5	21
108	в котором	3	21
109	в которых	3	21
110	что эта	3	21
111	той же	6	21
112	и только	2	21
113	все эти	12	20
114	в то	17	20
115	тот же	4	20
116	это не	5	20
117	несмотря на	3	20
118	там где	10	20
119	другой стороны	2	20
120	на этом	7	20
121	в ее	2	19
122	у него	4	19
123	в одном	7	19
124	мы уже	13	19
125	на самом	8	18
126	перед нами	6	18
127	видим что	2	18
128	но в	20	18
129	но не	6	18
130	можно было	5	18
131	и есть	5	18
132	в виду	2	17
133	у нас	3	17
134	из этих	4	17
135	но это	10	17
136	и о	8	17
137	мы все	2	17
138	так и	14	16
139	самого начала	3	16
140	та же	2	16
141	не имеет	4	16
142	тому как	2	16
143	и к	7	16
144	от того	3	16
145	же как	4	16
146	к этому	4	16
147	формы и	2	16
148	с самого	3	16
149	в таком	2	16
150	еще не	5	15
151	не могут	3	15
152	далеко не	6	15
153	в частности	4	15
154	в них	12	15
155	во всех	20	15
156	в результате	5	15
157	для него	4	15
158	что на	3	14
159	хотя бы	2	14
160	по существу	4	14
161	с ним	6	14
162	это и	10	14
163	прежде всего	19	14
164	в области	2	14
165	бы в	5	14
166	этом отношении	7	14
167	такой же	5	14
168	в жизни	4	14
169	то время	4	14
170	или в	3	14
171	но он	5	14
172	как он	3	13
173	именно в	5	13
174	и он	4	13
175	в той	2	13
176	и этот	2	12
177	того же	6	12
178	в самой	8	12
179	их в	2	12
180	ничего не	5	12
181	не менее	4	12
182	и другие	5	12
183	тогда когда	3	12
184	в основу	2	12
185	в поэзии	3	12
186	что не	4	12
187	и до	3	12
188	например в	6	12
189	что по	3	12
190	это в	3	12
191	об этом	5	12
192	и с	18	12
193	образом и	2	11
194	и поэтому	2	11
195	как к	2	11
196	он должен	2	11
197	отличие от	3	11
198	так например	3	11
199	и сейчас	2	11
200	подобно тому	2	11
201	не будет	2	11
202	думать что	2	11
203	и других	2	11
204	его в	10	11
205	по поводу	5	11
206	на все	4	11
207	мы видели	11	11
208	но мы	3	11
209	с его	11	11
210	есть в	5	11
211	на этот	4	11
212	раз в	2	11
213	не было	3	11
214	конечно не	5	11
215	данном случае	4	10
216	от него	2	10
217	все те	2	10
218	в другом	4	10
219	это было	4	10
220	и их	6	10
221	в одной	3	10
222	и у	7	10
223	в их	4	10
224	в данном	4	10
225	именно на	3	10
226	и от	6	10
227	тому же	5	10
228	бы не	2	9
229	и ее	2	9
230	именно это	2	9
231	ту же	3	9
232	и та	2	9
233	на его	2	9
234	и по	3	9
235	на него	2	9
236	и наконец	5	9
237	но все	2	9
238	должен быть	2	9
239	роль в	5	9
240	если же	2	9
241	мы говорили	2	9
242	мы будем	2	9
243	о чем	5	9
244	в чем	6	9
245	по своему	5	9
246	так сказать	2	9
247	что даже	2	9
248	можно сказать	4	9
249	из его	2	9
250	с ее	7	9
251	его и	2	9
252	в отличие	3	9
253	ссылается на	2	8
254	и другими	2	8
255	в трех	2	8
256	и во	4	8
257	кажется что	2	8
258	и эта	2	8
259	и тот	2	8
260	для выражения	2	8
261	он может	2	8
262	том как	2	8
263	бы и	2	8
264	о нем	2	8
265	в общем	5	8
266	с другом	2	8
267	он в	4	8
268	место в	3	8
269	во время	15	8
270	относится к	3	8
271	больше чем	2	8
272	по преимуществу	2	8
273	со всей	2	8
274	к нему	5	8
275	из области	5	8
276	жизнь и	5	8
277	друг с	2	8
278	и вообще	3	8
279	не как	3	7
280	что здесь	3	7
281	шекспира и	2	7
282	одно из	2	7
283	от этого	2	7
284	они не	5	7
285	для всех	4	7
286	здесь в	9	7
287	связи с	7	7
288	дело в	5	7
289	себя и	2	7
290	нас в	4	7
291	все что	3	7
292	в нашем	3	7
293	рассказывает о	2	7
294	а как	3	7
295	во все	2	7
296	и при	2	7
297	есть нечто	2	7
298	когда в	2	7
299	в качестве	5	7
300	признать что	2	7
301	к ним	2	7
302	и там	4	7
303	мысли и	6	7
304	как они	4	7
305	в особенности	7	7
306	времени и	4	7
307	со всеми	6	7
308	в течение	3	7
309	на том	2	7
310	в каждом	3	7
311	в отношении	2	6
312	в плане	5	6
313	нисколько не	4	6
314	и без	3	6
315	а потому	2	6
316	за пределы	4	6
317	из самых	3	6
318	почти все	6	6
319	слова и	2	6
320	не все	2	6
321	в себя	6	6
322	от всех	6	6
323	рядом с	6	6
324	или менее	2	6
325	мысль и	2	6
326	в сторону	2	6
327	у всех	2	6
328	не дает	2	6
329	самому существу	2	6
330	даже в	5	6
331	нуждается в	3	6
332	и вся	2	6
333	и ни	3	6
334	так в	3	6
335	почти всегда	3	6
336	он был	8	6
337	образом в	4	6
338	да и	2	6
339	очень часто	4	6
340	независимо от	3	6
341	всех этих	9	6
342	к ней	2	6
343	нами в	2	6
344	обратимся к	2	6
345	более или	2	6
346	заметить что	2	6
347	говорить о	5	6
348	еще и	6	5
349	что дело	3	5
350	на эту	3	5
351	по тому	2	5
352	между ними	4	5
353	том же	3	5
354	у них	2	5
355	точку зрения	3	5
356	в один	2	5
357	в других	2	5
358	связь с	3	5
359	она и	2	5
360	и она	3	5
361	а затем	7	5
362	одновременно и	4	5
363	значение и	3	5
364	если в	3	5
365	то в	3	5
366	и самый	3	5
367	это очень	2	5
368	роль и	2	5
369	все они	7	5
370	только для	4	5
371	когда они	2	5
372	но они	6	5
373	не мог	8	5
374	видели что	2	5
375	учения о	2	5
376	им в	3	5
377	здесь с	2	5
378	внутреннее противоречие	2	5
379	он дает	2	5
380	тем как	2	5
381	он хочет	3	5
382	в романе	15	5
383	его не	5	5
384	что самая	2	5
385	мы находим	5	5
386	и больше	2	5
387	человеком и	2	5
388	хотя и	6	5
389	конечно в	4	5
390	но она	5	5
391	нет ни	2	5
392	только о	2	5
393	и сам	2	5
394	нет и	4	5
395	в эту	2	5
396	и за	2	5
397	вплоть до	2	4
398	этой жизни	3	4
399	также и	11	4
400	к своему	2	4
401	форм и	5	4
402	нам в	2	4
403	в ту	3	4
404	благодаря этому	3	4
405	почти не	2	4
406	вот это	3	4
407	в уста	2	4
408	она дает	2	4
409	ли он	2	4
410	в истории	2	4
411	в первом	3	4
412	которую он	3	4
413	утверждают что	3	4
414	дает нам	2	4
415	характер и	2	4
416	удовольствие от	2	4
417	как у	2	4
418	остановимся на	2	4
419	и другим	2	4
420	что образ	4	4
421	находится в	2	4
422	идет не	2	4
423	уже говорили	7	4
424	в пьесе	2	4
425	с помощью	6	4
426	взглянуть на	2	4
