N	2gram	Voloshinov	Istorich
1	и в	32	181
2	может быть	50	115
3	не только	18	114
4	что он	5	111
5	что в	5	90
6	но и	17	85
7	в этом	27	81
8	так как	5	75
9	то что	12	73
10	таким образом	29	72
11	вместе с	2	71
12	и не	42	67
13	все же	13	65
14	мы видим	2	65
15	в этих	2	64
16	еще не	7	63
17	не может	40	61
18	так же	10	57
19	то же	19	56
20	никогда не	7	56
21	в том	13	53
22	том что	12	53
23	с другой	6	52
24	а в	5	52
25	потому что	2	52
26	что и	5	51
27	и что	2	51
28	и здесь	9	51
29	мы видели	5	49
30	о том	4	48
31	а не	15	48
32	связь с	4	47
33	его в	7	47
34	не в	13	47
35	другой стороны	7	46
36	превращается в	2	45
37	мы должны	4	44
38	но в	13	44
39	и пр	31	44
40	это не	5	43
41	и его	33	43
42	мы знаем	7	42
43	в нем	17	42
44	только в	14	42
45	как в	5	42
46	или в	4	39
47	в его	10	38
48	тем что	3	38
49	и на	8	38
50	так и	21	37
51	он не	5	37
52	уже не	2	37
53	как и	19	37
54	мы уже	7	37
55	мы можем	6	36
56	мы увидим	3	36
57	здесь мы	7	35
58	все эти	8	35
59	мы не	6	35
60	во время	2	34
61	что это	3	34
62	но не	2	34
63	связи с	22	34
64	у него	2	34
65	там где	4	33
66	же как	2	33
67	сих пор	10	32
68	в качестве	4	32
69	ничего не	9	31
70	прежде всего	19	31
71	с этим	6	30
72	в русской	3	30
73	до сих	10	30
74	с одной	2	30
75	к нему	5	30
76	но все	4	29
77	как мы	26	29
78	одной стороны	2	29
79	этом случае	3	29
80	например в	2	28
81	и другие	2	28
82	и с	4	28
83	как он	3	27
84	так что	2	27
85	того что	5	27
86	могут быть	4	27
87	мы здесь	2	26
88	в ней	5	26
89	как это	2	26
90	и др	3	26
91	вопрос о	6	25
92	в дальнейшем	3	25
93	и он	4	25
94	было бы	8	24
95	если бы	12	24
96	к этому	10	24
97	не менее	5	24
98	не будем	4	23
99	все это	4	23
100	тем не	3	23
101	в частности	2	23
102	в этой	3	23
103	и это	6	23
104	как бы	31	23
105	при этом	13	22
106	в одном	2	21
107	сказать что	7	21
108	ее в	2	21
109	в другом	5	21
110	к тому	8	21
111	они не	2	21
112	здесь не	2	21
113	связано с	3	21
114	в связи	12	21
115	другими словами	4	20
116	она не	2	20
117	одна из	6	20
118	из них	3	20
119	из этих	3	20
120	так например	2	19
121	и как	8	19
122	на то	4	19
123	не все	3	18
124	в данном	8	18
125	вовсе не	15	18
126	в то	7	18
127	и только	2	17
128	то мы	4	16
129	всех этих	2	16
130	связана с	4	16
131	со стороны	2	16
132	и действительно	4	16
133	и все	8	16
134	между двумя	4	16
135	в котором	6	16
136	этот вопрос	5	16
137	во всех	13	16
138	в целом	2	15
139	в своей	5	15
140	уже знаем	2	15
141	и то	4	15
142	его и	3	15
143	в пределах	7	15
144	друг друга	10	15
145	и даже	4	15
146	в одной	4	15
147	и тем	4	15
148	от него	4	14
149	у нас	4	14
150	должна быть	6	14
151	с этой	2	14
152	на смену	2	14
153	можно было	2	14
154	отношению к	9	14
155	из которых	2	14
156	и есть	3	14
157	и ее	4	14
158	одной из	5	14
159	по отношению	10	14
160	но они	2	14
161	к своему	2	13
162	и для	15	13
163	и от	6	13
164	его не	2	13
165	в своем	3	13
166	не имеет	6	13
167	и если	2	13
168	в себе	5	13
169	с ними	5	13
170	не просто	2	13
171	в форме	3	13
172	по себе	5	13
173	кроме того	7	12
174	в их	5	12
175	к этой	2	12
176	ответ на	3	12
177	и их	2	12
178	одним из	4	12
179	в более	3	12
180	хотя бы	8	12
181	в основном	10	12
182	не знает	4	12
183	что не	4	12
184	и вот	2	11
