N	2gram	Propp_Isto	Myshleni
1	в том	14	195
2	в этом	19	167
3	то что	12	166
4	и в	41	162
5	том что	18	161
6	таким образом	15	147
7	точки зрения	4	143
8	что в	21	119
9	не только	30	116
10	того что	7	109
11	так же	6	100
12	потому что	13	95
13	может быть	19	89
14	что он	29	86
15	не может	19	81
16	как и	8	79
17	так как	21	78
18	для того	2	78
19	и не	12	78
20	только в	10	75
21	в целом	2	74
22	как мы	6	72
23	но и	20	70
24	в его	4	67
25	сказать что	5	65
26	как бы	8	64
27	вместе с	17	62
28	в качестве	5	60
29	и что	15	60
30	было бы	4	60
31	представляет собой	8	60
32	то же	12	58
33	в основе	2	58
34	что мы	3	53
35	в силу	2	53
36	в самом	2	52
37	мы должны	7	50
38	к тому	4	49
39	что они	5	48
40	мы можем	11	48
41	тем что	11	48
42	мы не	10	47
43	тогда когда	3	47
44	если бы	3	46
45	но не	8	45
46	с другой	20	45
47	по отношению	3	45
48	тем самым	3	43
49	с тем	8	43
50	же как	6	43
51	как это	6	42
52	тому что	2	42
53	отношению к	3	42
54	одной стороны	12	40
55	о том	15	40
56	так и	8	39
57	никогда не	16	39
58	с одной	12	39
59	в области	3	38
60	мы видели	17	38
61	вопрос о	6	37
62	не в	12	37
63	в этой	2	37
64	мы видим	14	37
65	в своем	3	36
66	все эти	8	36
67	и его	11	36
68	как в	17	36
69	а не	9	36
70	того же	3	35
71	можно было	3	35
72	он не	8	35
73	в которой	2	35
74	в себе	3	35
75	и как	3	34
76	связи с	3	34
77	при этом	7	33
78	прежде всего	6	33
79	по себе	2	33
80	нас к	5	32
81	что и	13	32
82	именно в	2	32
83	но в	7	32
84	и тем	4	32
85	и на	12	32
86	и то	3	31
87	все же	14	31
88	на то	5	30
89	могут быть	3	29
90	показывает что	12	29
91	от того	4	29
92	с этим	3	28
93	в своей	4	27
94	с этой	7	27
95	в то	6	27
96	перед нами	4	27
97	этом случае	4	27
98	другой стороны	17	27
99	и с	4	27
100	в их	4	26
101	в частности	3	26
102	что это	6	26
103	все это	9	25
104	еще не	13	25
105	уже в	4	25
106	что она	6	25
107	это не	14	25
108	в чем	5	25
109	можно сказать	3	25
110	мы уже	10	25
111	так что	6	24
