N	2gram	Vygotskiy_	Dialekti
1	и не	20	120
2	и т	19	82
3	по себе	5	79
4	а не	11	78
5	и в	65	77
6	т д	6	75
7	точки зрения	19	72
8	может быть	33	71
9	не только	16	66
10	значит что	2	61
11	то что	61	59
12	и есть	3	55
13	ничего не	4	54
14	это значит	4	54
15	не может	17	53
16	и даже	4	47
17	так как	13	46
18	с точки	11	46
19	что это	19	46
20	потому что	26	45
21	не просто	7	44
22	как бы	29	43
23	ни в	6	42
24	и что	29	42
25	не имеет	8	41
26	вовсе не	11	41
27	в том	46	40
28	что такое	2	39
29	в этом	37	39
30	то же	17	39
31	в себе	9	38
32	это есть	3	38
33	что она	34	38
34	том что	28	37
35	что он	23	37
36	прежде всего	2	37
37	это не	7	36
38	так что	10	36
39	что в	36	34
40	в нем	8	34
41	и все	14	33
42	того что	9	33
43	но и	6	32
44	все это	12	31
45	ясно что	11	31
46	и как	10	30
47	отнюдь не	2	30
48	сказать что	14	30
49	так и	3	29
50	было бы	22	29
51	как и	12	28
52	никогда не	9	27
53	в виду	6	26
54	не в	12	26
55	есть только	3	25
56	есть не	2	25
57	и то	10	25
58	говорить о	3	25
59	если бы	22	24
60	но это	6	24
61	и вот	6	23
62	в то	5	23
63	это и	4	23
64	что оно	5	23
65	таким образом	21	23
66	или от	2	22
67	но что	3	22
68	я не	9	22
69	она не	10	21
70	что не	5	21
71	должна быть	5	21
72	в чем	3	21
73	в каком	8	20
74	что все	10	20
75	только в	9	20
76	как раз	14	20
77	что и	7	20
78	совершенно не	8	20
79	о том	17	20
80	уже не	2	20
81	и с	4	20
82	в таком	6	20
83	как же	2	19
84	в своем	8	19
85	что мы	6	19
86	как это	13	19
87	и это	13	19
88	тогда когда	2	19
89	в самом	41	19
90	и его	8	19
91	что же	3	18
92	с другой	8	18
93	хотя бы	3	18
94	жизни и	6	18
95	но если	6	17
96	в основе	5	17
97	в сущности	16	17
98	можно сказать	2	17
99	в своей	6	16
100	мы не	7	16
101	кроме того	2	16
102	только не	3	16
103	сам по	2	16
104	или не	3	16
105	к нему	2	16
106	одно и	4	16
107	то это	5	16
108	об этом	4	16
109	конечно не	6	16
110	и о	6	15
111	только что	10	15
112	но только	10	15
113	все же	10	15
114	так же	12	15
115	в виде	5	15
116	самом деле	33	15
117	и мы	19	15
118	на то	25	15
119	несмотря на	7	15
120	мы уже	12	15
121	жизнь и	2	14
122	и ее	4	14
123	с ним	6	14
124	на свете	2	14
125	не было	4	14
126	и только	8	14
127	и следовательно	2	13
128	в силу	2	13
129	не то	7	13
130	но в	5	13
131	в ней	23	13
132	и та	3	13
133	время как	6	13
134	отличается от	2	13
135	говорит о	6	13
136	он не	11	13
137	что именно	3	13
138	что они	9	13
139	другой стороны	5	13
140	с ее	5	13
141	и к	5	13
142	не могу	3	13
143	еще не	3	12
144	и тут	2	12
145	все эти	7	12
146	никак не	12	12
147	именно в	3	12
148	и если	13	12
149	перед нами	12	12
150	не могут	2	12
151	но как	3	12
152	а в	9	12
153	тем более	2	12
154	и может	5	12
155	нет никакого	2	12
156	с этим	11	12
157	но не	3	12
158	та же	6	11
