N	2gram	Propp_Isto	Myslijsy
1	потому что	13	182
2	и в	41	121
3	может быть	19	107
4	в том	14	103
5	то что	12	83
6	для нас	8	75
7	что в	21	73
8	и не	12	73
9	только в	10	72
10	не только	30	67
11	а не	9	67
12	таким образом	15	64
13	том что	18	59
14	так как	21	59
15	в этом	19	59
16	но и	20	59
17	то же	12	56
18	не в	12	54
19	если бы	3	53
20	в себе	3	53
21	не может	19	52
22	по себе	2	52
23	того что	7	47
24	в нем	12	45
25	было бы	4	45
26	как и	8	42
27	так что	6	39
28	вместе с	17	39
29	мы не	10	38
30	что и	13	38
31	так и	8	37
32	при этом	7	37
33	как в	17	37
34	тогда когда	3	36
35	что мы	3	36
36	точно так	2	35
37	тем что	11	33
38	и что	15	32
39	по отношению	3	30
40	а в	12	30
41	но не	8	29
42	что не	3	29
43	вовсе не	6	28
44	мы можем	11	28
45	могут быть	3	27
46	с этим	3	27
47	и т	29	26
48	то и	6	26
49	не было	3	26
50	независимо от	3	26
51	отношению к	3	26
52	в то	6	24
53	с тем	8	23
54	от того	4	23
55	того как	5	23
56	как бы	8	23
57	но в	7	22
58	не имеет	6	22
59	с другой	20	22
60	то это	7	22
61	не менее	5	21
62	в ней	4	20
63	в одном	2	20
64	это не	14	20
65	тем самым	3	19
66	и как	3	19
67	с ним	9	19
68	и то	3	19
69	сказать что	5	19
70	что это	6	19
71	из этих	6	19
72	но это	5	19
73	тем не	4	19
74	о том	15	19
75	того же	3	19
76	для того	2	18
77	еще не	13	18
78	не могут	3	18
79	там же	3	18
80	тогда как	4	18
81	в самом	2	18
82	что я	2	18
83	в его	4	17
84	со стороны	3	17
85	точки зрения	4	17
86	во всяком	3	17
87	не можем	3	17
88	уже в	4	17
89	в своем	3	16
90	к тому	4	16
91	и наоборот	2	16
92	в которой	2	16
93	так же	6	16
94	в них	4	16
95	что если	2	16
96	же с	2	16
97	на то	5	16
98	и на	12	16
99	и по	7	15
100	т д	25	15
101	в этих	16	15
102	с одной	12	15
103	думать что	3	15
104	и тем	4	15
105	что он	29	15
106	прежде всего	6	15
107	уже не	8	15
108	мы должны	7	14
109	в действительности	2	14
110	должны быть	4	14
111	связи с	3	14
112	там где	7	14
113	в котором	3	14
114	в одно	2	14
115	все же	14	14
116	когда мы	2	14
117	во всех	8	14
118	и все	6	13
119	те же	2	13
120	например в	6	13
121	из них	2	13
122	и его	11	13
123	как на	3	13
124	никогда не	16	12
125	от него	6	12
126	и вместе	3	12
127	друг друга	2	12
128	и при	2	12
129	что же	2	12
130	все это	9	12
131	под влиянием	2	12
132	как мы	6	12
133	тем более	2	12
134	сих пор	5	12
135	быть только	2	12
136	что такое	2	12
137	оно не	2	12
138	или менее	3	12
139	в чем	5	12
140	хотя и	3	12
141	относится к	2	12
142	другой стороны	17	12
143	более или	3	12
144	всяком случае	3	12
145	до сих	4	12
146	другими словами	3	11
147	в силу	2	11
148	только на	2	11
149	в состоянии	4	11
150	все что	4	11
151	и если	4	11
152	же что	2	11
153	его в	7	11
154	если не	4	11
155	мы видели	17	11
156	к нему	8	11
157	к ней	3	11
158	и это	9	11
159	и только	4	11
160	одной стороны	12	10
161	между прочим	3	10
162	том как	3	10
163	но тем	2	10
164	в других	6	10
165	по которому	2	10
166	тому что	2	10
167	так в	10	10
168	находится в	2	10
169	мы видим	14	10
170	и от	5	10
171	не от	3	10
172	и другое	4	10
173	он не	8	10
174	и с	4	10
175	то время	4	10
176	и есть	2	10
177	что при	3	10
178	вопрос о	6	9
179	и других	2	9
180	но оно	3	9
181	нам кажется	5	9
182	не будет	6	9
183	но вместе	2	9
184	то не	5	9
185	никто не	2	9
186	во многих	2	9
187	не все	4	9
188	и даже	3	9
189	на него	3	9
190	известно что	3	9
191	себе не	2	9
192	и о	2	9
193	далеко не	3	9
194	от нее	2	9
195	один из	7	9
196	в целом	2	9
197	во время	7	9
198	можно сказать	3	9
199	что она	6	9
200	таким же	2	9
201	при помощи	6	8
202	на вопрос	5	8
203	так например	5	8
204	в более	3	8
205	такое же	3	8
206	тот же	2	8
207	что они	5	8
208	и более	2	8
209	но все	5	8
210	их в	3	8
211	именно в	2	8
212	в которых	2	8
213	во всем	2	8
214	вслед за	2	8
215	от них	2	8
216	с ними	2	8
217	этом случае	4	8
218	не так	4	8
219	которые не	2	8
220	по его	2	8
221	что по	2	8
222	как кажется	2	8
223	или в	11	8
224	но мы	3	7
225	не имеют	3	7
226	а как	2	7
227	в эту	3	7
228	она не	3	7
229	связь с	7	7
230	из одного	3	7
231	дает нам	3	7
232	его с	2	7
233	все эти	8	7
234	и тот	3	7
235	за ним	3	7
236	превращается в	10	7
237	с этой	7	7
238	что у	6	7
239	в другой	3	7
240	но что	2	7
241	из него	3	7
242	все в	2	7
243	в таких	3	7
244	его к	2	7
245	но как	4	7
246	образом мы	4	7
247	что именно	2	7
248	не всегда	6	7
249	на котором	3	7
250	самого себя	2	7
251	в данном	8	7
252	к этому	5	7
253	этот образ	2	7
254	не с	2	7
255	в жизни	2	7
256	видно что	7	7
257	есть явление	2	6
258	его на	2	6
259	но если	2	6
260	как он	11	6
261	в один	2	6
262	что ни	2	6
263	увидим что	2	6
264	на его	6	6
265	предположить что	6	6
266	в образе	4	6
267	в ее	3	6
268	в своей	4	6
269	должна быть	3	6
270	в этой	2	6
271	никак не	2	6
272	у нас	4	6
273	после того	6	6
274	то он	2	6
275	что между	4	6
276	главным образом	3	6
277	образом и	3	6
278	оно есть	2	6
279	заключить что	2	6
280	но есть	5	6
281	в их	4	6
282	в виде	5	6
283	его не	4	6
284	себе в	3	6
285	между двумя	2	6
286	и до	2	6
287	показывает что	12	6
288	выше мы	4	6
289	к ним	3	6
290	об этом	7	6
291	а именно	12	6
292	что его	2	6
293	не могло	2	6
294	заметим что	2	6
295	жизни и	3	6
296	у него	16	6
297	мы уже	10	6
298	но он	4	6
299	для нее	2	5
300	от своего	2	5
301	а с	3	5
302	можно было	3	5
303	они не	4	5
304	однако в	2	5
305	если в	3	5
306	одна из	7	5
307	на ней	5	5
308	отношение к	6	5
309	вытекает из	2	5
310	том чтобы	3	5
311	если это	2	5
312	этот вопрос	3	5
313	даже в	2	5
314	перед нами	4	5
315	и у	3	5
316	в области	3	5
317	этого не	2	5
318	на том	10	5
319	ответ на	6	5
320	не столько	4	5
321	есть еще	4	5
322	когда в	3	5
323	что эти	4	5
324	но при	2	5
325	но эти	3	5
326	мы имеем	27	5
327	в начале	2	5
328	к другой	2	5
329	не по	2	5
330	время как	4	5
331	на этот	4	5
332	и здесь	13	5
333	к другому	2	5
334	конечно не	2	5
335	данном случае	7	4
336	начиная с	2	4
337	в другом	2	4
338	ее с	2	4
339	к своему	4	4
340	а его	3	4
341	от этого	2	4
342	но так	4	4
343	ту же	3	4
344	и они	2	4
345	кажется что	7	4
346	его как	2	4
347	та же	5	4
348	что иное	2	4
349	видели что	4	4
350	он может	4	4
351	ни в	4	4
352	из этого	2	4
353	только после	3	4
354	или даже	3	4
355	не вполне	5	4
356	и хотя	3	4
357	но с	2	4
358	ничего не	7	4
359	есть и	6	4
360	но эта	2	4
361	не знает	2	4
362	и оно	2	4
363	он в	4	4
364	все его	3	4
365	этой точки	3	4
366	по этому	3	4
367	на другой	2	4
368	в связи	3	4
369	нее как	2	4
370	с его	4	4
371	некоторое время	2	4
372	но она	2	4
373	только о	2	4
374	стороны и	4	4
375	такой же	3	4
376	так или	2	4
377	и так	2	4
378	он говорит	4	4
379	того кто	3	4
380	со своим	4	4
381	что во	2	4
382	в некоторых	2	4
383	отношения к	2	4
384	первый взгляд	5	3
385	бы с	2	3
386	и ее	6	3
387	а потом	4	3
388	что здесь	10	3
389	должно было	2	3
390	должен быть	2	3
391	доказывает что	5	3
392	же мы	6	3
393	и др	4	3
394	мы знаем	4	3
395	в ряд	3	3
396	здесь мы	11	3
397	одной из	4	3
398	что этот	4	3
399	к самому	2	3
400	а если	3	3
401	она и	3	3
402	не имел	2	3
403	ответить на	2	3
404	нечто вроде	4	3
405	по всей	2	3
406	кроме того	6	3
407	в греческом	2	3
408	и наконец	6	3
409	от его	2	3
410	этой стороны	4	3
411	вместе со	2	3
412	себе и	3	3
413	и из	2	3
414	их не	3	3
415	ни с	2	3
416	связанные с	3	3
417	что за	3	3
418	которую мы	2	3
419	этом мы	2	3
420	не совсем	3	3
421	как будто	4	3
422	именно на	2	3
423	без всякого	2	3
424	его самого	2	3
425	ясно что	2	3
426	я могу	2	3
427	в различных	3	3
428	которые в	3	3
429	в одной	3	3
430	но для	3	3
431	что собственно	2	3
432	видеть в	3	3
433	из всего	3	3
434	в свое	3	3
435	после этого	8	3
436	ничем не	2	3
437	как это	6	3
438	происходит в	3	3
439	не находит	2	3
440	дело с	2	3
441	к этой	2	3
442	на свое	2	3
443	него самого	2	3
444	значит что	3	3
445	именно что	2	3
446	здесь не	4	3
447	и когда	2	3
448	это значит	3	3
449	это в	3	3
450	мы увидим	6	3
451	должен был	2	3
452	ее в	3	3
453	или наоборот	2	3
454	от представления	2	3
455	или иначе	2	3
456	можем предположить	2	3
457	нам по	3	3
458	как причина	2	3
459	на первый	6	3
460	в форме	4	3
461	бы что	2	3
462	видно и	2	3
463	ее и	2	2
464	на той	2	2
465	не будем	2	2
466	отсюда видно	6	2
467	и эти	5	2
468	что заставляет	2	2
469	или с	2	2
470	на друга	2	2
471	начинается с	4	2
472	совсем другое	2	2
473	с представлением	2	2
474	следующим образом	4	2
475	это обстоятельство	2	2
476	где оно	2	2
477	тоже не	3	2
478	теперь уже	2	2
479	же не	2	2
480	формы и	2	2
481	приходит в	2	2
482	если они	4	2
483	власть над	8	2
484	тех же	2	2
485	лежит в	2	2
486	и эта	5	2
487	могли быть	2	2
488	если я	2	2
489	то этим	2	2
490	и формы	3	2
491	нет ни	2	2
492	должны были	4	2
493	как у	2	2
494	нами в	2	2
495	мы еще	2	2
496	от всех	2	2
497	им в	2	2
498	когда он	5	2
499	имеем в	8	2
500	если он	5	2
501	со своей	2	2
502	свое место	2	2
503	эта связь	7	2
504	то ли	2	2
505	в это	3	2
506	и после	2	2
507	или когда	3	2
508	на другую	2	2
509	связь и	2	2
510	с тех	2	2
511	еще один	3	2
512	могло быть	2	2
513	не дают	2	2
514	что из	4	2
515	пришел к	2	2
516	духа в	2	2
517	превращаются в	2	2
518	а на	2	2
519	нас не	2	2
520	здесь можно	6	2
521	и такие	3	2
522	он представляется	2	2
523	оно только	2	2
524	но конечно	2	2
525	связано с	7	2
526	дальше и	2	2
