N	2gram	Bakhtin_Fr	Freidism
1	и не	23	34
2	таким образом	20	34
3	точки зрения	7	31
4	не может	9	30
5	может быть	4	28
6	и в	67	28
7	в этом	27	28
8	прежде всего	19	26
9	в его	17	25
10	и его	19	22
11	мы можем	5	20
12	с помощью	6	20
13	как бы	18	19
14	как мы	16	18
15	то что	9	17
16	вовсе не	19	16
17	так как	16	15
18	с точки	5	15
19	все эти	12	15
20	самом деле	6	14
21	так и	14	14
22	в своей	6	14
23	с ним	6	14
24	во всех	20	13
25	и все	18	13
26	но в	20	13
27	как и	19	13
28	точку зрения	3	12
29	том что	13	12
30	то же	18	12
31	что он	7	12
32	мы видели	11	12
33	ни в	5	12
34	в самом	7	12
35	и наконец	5	12
36	для него	4	12
37	все это	15	12
38	сказать что	12	11
39	его в	10	11
40	только в	6	11
41	никогда не	6	10
42	и с	18	10
43	все те	2	10
44	за пределы	4	10
45	не только	23	10
46	но и	23	10
47	не в	8	10
48	он не	9	10
49	в том	16	10
50	мы уже	13	10
51	все что	3	10
52	один из	6	10
53	тот же	4	10
54	конечно не	5	10
55	к этому	4	9
56	и др	11	9
57	к нему	5	9
58	в чем	6	9
59	и на	12	9
60	мы не	6	9
61	а не	6	9
62	с его	11	9
63	все же	7	8
64	с этим	6	8
65	было бы	5	8
66	и вот	4	8
67	еще не	5	8
68	с другими	3	8
69	а в	4	8
70	в ней	10	8
71	на этом	7	8
72	при этом	5	8
73	так сказать	2	7
74	не могут	3	7
75	до конца	2	7
76	в жизни	4	7
77	в то	17	7
78	в себе	3	7
79	что в	14	7
80	и ее	2	7
81	хотя бы	2	7
82	и для	4	7
83	роль в	5	7
84	того что	4	7
85	на протяжении	2	7
86	и у	7	7
87	но не	6	7
88	что все	4	7
89	более того	3	7
90	с самого	3	7
91	об этом	5	7
92	связь с	3	7
93	в нем	20	7
94	если мы	3	7
95	и к	7	7
96	из них	5	7
97	и прежде	4	7
98	жизни и	11	7
99	в этой	13	7
100	одно из	2	6
101	на самом	8	6
102	для этого	2	6
103	но мы	3	6
104	из этих	4	6
105	всех этих	9	6
106	не менее	4	6
107	для того	8	6
108	в таком	2	6
109	и только	2	6
110	и о	8	6
111	в пределах	2	6
112	в корне	2	6
113	к тому	4	6
114	можно сказать	4	6
115	чем же	5	6
116	ни о	2	6
117	зрения на	5	6
118	большинстве случаев	6	6
119	здесь в	9	6
120	как раз	5	6
121	и что	3	6
122	же время	14	6
123	во время	15	6
124	в основе	6	6
125	по поводу	5	5
126	что это	4	5
127	ничего не	5	5
128	в заключение	3	5
129	что она	4	5
130	и по	3	5
131	другими словами	3	5
132	от того	3	5
133	во второй	3	5
134	со всеми	6	5
135	на первый	4	5
136	между ними	4	5
137	чем не	3	5
138	как это	5	5
139	самого начала	3	5
140	конечно и	4	5
141	что и	8	5
142	в общем	5	5
143	далеко не	6	5
144	в большинстве	6	5
145	это не	5	5
146	той же	6	5
147	того чтобы	9	5
148	не было	3	5
149	в ее	2	5
150	и до	3	5
151	говорить о	5	5
152	в период	2	5
153	в себя	6	5
154	вместе с	5	5
155	данном случае	4	4
156	и вообще	3	4
157	дает нам	2	4
158	все время	3	4
159	характер и	2	4
160	так же	13	4
161	нисколько не	4	4
162	и образы	13	4
163	но это	10	4
164	в области	2	4
165	этот процесс	3	4
166	связанных с	6	4
167	мысли и	6	4
168	с ее	7	4
169	в другом	4	4
170	в этот	3	4
171	на него	2	4
172	этом отношении	7	4
173	если бы	2	4
174	внешнем мире	2	4
175	в виду	2	4
176	на всех	2	4
177	и за	2	4
178	у него	4	4
179	как в	4	4
180	к ней	2	4
181	в своем	13	4
182	по своему	5	4
183	в котором	3	4
184	связанные с	7	4
185	потому что	8	4
186	именно в	5	4
187	помощью которых	2	4
188	а потому	2	4
189	и т.п	31	4
190	мы находим	5	4
191	в целом	2	4
192	нет и	4	4
193	отметить что	3	4
194	себя и	2	4
195	это и	10	4
196	в истории	2	4
197	первый план	3	4
198	в данном	4	4
199	слова и	2	4
200	и речи	2	4
201	не дает	2	4
202	конечно в	4	3
203	и то	2	3
204	и от	6	3
205	и притом	2	3
206	все то	6	3
207	в эпоху	17	3
208	бы он	2	3
209	независимо от	3	3
210	жизни в	3	3
211	нуждается в	3	3
212	этот мотив	2	3
213	не будем	3	3
214	в результате	5	3
215	борьба с	3	3
216	и даже	6	3
217	и тот	2	3
218	он дает	2	3
219	связанное с	2	3
220	и как	7	3
221	видели что	2	3
222	единство и	3	3
223	на все	4	3
224	а как	3	3
225	он был	8	3
226	не остается	4	3
227	одним из	7	3
228	и при	2	3
229	у нас	3	3
230	такой же	5	3
231	связано с	3	3
232	и ни	3	3
233	как на	6	3
234	сих пор	3	3
235	в искусстве	3	3
236	ведь и	3	3
237	на этот	4	3
238	нам в	2	3
239	от всех	6	3
240	на этой	3	3
241	в г	2	3
242	о том	8	3
243	и она	3	3
244	они не	5	3
245	того же	6	3
246	человека с	5	3
247	притом в	2	3
248	их в	2	3
249	для всех	4	3
250	и этим	2	3
251	в одном	7	3
252	в основу	2	3
253	в них	12	3
254	формы и	2	3
255	для них	2	3
256	находится в	2	3
257	мы видим	6	3
258	когда он	2	3
259	в условиях	3	3
260	мир в	4	3
261	и есть	5	3
262	и сам	2	3
263	в нашем	3	3
264	до сих	3	3
265	во втором	3	3
266	между тем	3	3
267	да и	2	2
268	в книге	2	2
269	как ее	2	2
270	в отношении	2	2
271	чтобы не	2	2
272	следовательно и	2	2
273	в различных	3	2
274	а также	4	2
275	то в	3	2
276	всего этого	3	2
277	нужно отметить	3	2
278	рот и	3	2
279	освобождение от	4	2
280	были в	3	2
281	другом месте	3	2
282	в одной	3	2
283	по преимуществу	2	2
284	не нуждается	2	2
285	мировоззрения и	2	2
286	бы и	2	2
287	дело в	5	2
288	и поэтому	2	2
289	из важнейших	2	2
290	самом же	4	2
291	бы в	5	2
292	превращается в	5	2
293	это было	4	2
294	не как	3	2
295	нам о	2	2
296	его и	2	2
297	материи и	2	2
298	в отличие	3	2
299	в конце	12	2
300	связанный с	2	2
301	и смерти	2	2
302	и мысли	2	2
303	как к	2	2
304	есть и	8	2
305	но их	2	2
306	века в	3	2
307	врача и	2	2
308	на свет	3	2
309	должен быть	2	2
310	нужно сказать	4	2
311	связана с	5	2
312	все они	7	2
313	он должен	2	2
314	весь мир	10	2
315	в их	4	2
316	только для	4	2
317	но именно	2	2
318	к своему	2	2
319	и другие	5	2
320	в несколько	2	2
321	а именно	2	2
322	и та	2	2
323	между собою	6	2
324	в течение	3	2
325	обратимся к	2	2
326	по всему	2	2
327	отличие от	3	2
328	мы говорили	2	2
329	его не	5	2
330	нас в	4	2
331	с одной	2	2
332	образом в	4	2
333	о нем	2	2
334	и этот	2	2
335	от этого	2	2
336	думать что	2	2
337	в эту	2	2
338	не имеет	4	2
339	относится к	3	2
340	вообще не	3	2
341	также и	11	2
342	с другой	3	2
343	правда в	3	2
344	они и	3	2
345	он в	4	2
346	учения о	2	2
347	заметить что	2	2
348	большую роль	2	2
349	образы и	4	2
350	но все	2	2
351	он и	6	2
352	одной стороны	2	2
353	тогда когда	3	2
354	ведь все	2	2
355	и их	6	2
356	на них	2	2
357	ко всему	3	2
358	же деле	4	2
359	ли он	2	2
360	там где	10	2
361	же как	4	2
362	из этого	5	2
363	и во	4	2
364	для всего	3	2
365	связаны с	8	2
366	в качестве	5	2
367	только о	2	2
368	в первом	3	2
369	же самое	3	2
370	как его	2	2
371	в дальнейшем	2	2
372	если же	2	2
373	выходит за	3	2
374	и борьбы	2	2
375	и они	2	2
376	половые органы	6	2
377	рядом с	6	2
378	на языке	3	2
379	утверждают что	3	2
380	ровно ничего	2	2
