N	2gram	Vinokur_Vv	KulturaY
1	и т	45	143
2	т е	40	102
3	т п	5	93
4	и в	35	84
5	в том	38	74
6	потому что	18	68
7	не только	26	60
8	точки зрения	12	59
9	в этом	35	57
10	было бы	7	53
11	и не	13	52
12	может быть	30	47
13	том что	30	44
14	того чтобы	22	44
15	что в	13	44
16	т д	39	42
17	для того	23	41
18	в самом	13	41
19	у нас	2	38
20	самом деле	7	37
21	хотя бы	6	37
22	так как	15	36
23	с точки	4	36
24	в области	4	34
25	таким образом	21	33
26	а не	5	33
27	можно было	8	32
28	если бы	3	32
29	не в	10	30
30	прежде всего	10	30
31	в его	12	30
32	все же	9	29
33	того что	12	28
34	не менее	9	28
35	все эти	3	28
36	в силу	3	26
37	в языке	2	26
38	уже не	6	26
39	не может	19	25
40	то что	19	25
41	вовсе не	6	25
42	вопрос о	10	24
43	еще не	4	24
44	с другой	8	24
45	так и	2	23
46	то же	11	23
47	только в	16	23
48	с помощью	2	23
49	языка в	5	22
50	тем не	9	21
51	во всяком	5	20
52	но и	7	20
53	по себе	11	20
54	и что	6	20
55	что он	5	19
56	но в	10	19
57	языка и	15	19
58	зависимости от	3	19
59	тем что	6	19
60	о том	16	19
61	всяком случае	5	19
62	что же	3	19
63	между тем	10	18
64	связи с	3	18
65	все это	6	18
66	в качестве	8	18
67	к тому	4	18
68	с тем	6	18
69	в сущности	3	18
70	как бы	7	18
71	и с	2	18
72	вместе с	6	18
73	это не	8	17
74	как раз	4	17
75	как это	5	17
76	можно говорить	3	17
77	что это	3	17
78	другой стороны	5	17
79	о языке	6	17
80	в той	10	17
81	в виду	5	16
82	ничего не	2	16
83	в зависимости	3	16
84	что не	5	16
85	что и	5	16
86	но не	9	16
87	русский язык	3	15
88	по отношению	4	15
89	и тем	5	15
90	один из	6	15
91	а в	6	15
92	при этом	3	15
93	того как	3	15
94	в данном	11	15
95	должно быть	2	15
96	ни к	2	15
97	том чтобы	6	15
98	именно в	8	15
99	не было	2	15
100	как на	12	15
101	в них	5	14
102	в связи	2	14
103	хотя и	5	14
104	как мы	11	14
105	сказать что	6	14
106	мы имеем	4	14
107	отношению к	4	14
108	сих пор	7	14
109	также и	20	14
110	что такое	12	14
111	и на	3	14
112	в ней	3	14
113	до сих	7	14
114	не могут	6	13
115	по существу	2	13
116	крайней мере	4	13
117	что она	3	13
118	по крайней	4	13
119	к языку	2	13
120	в этой	3	13
121	в которых	6	13
122	и его	6	13
123	той же	4	13
124	этот вопрос	7	12
125	для этого	3	12
126	с этой	5	12
127	как в	3	12
128	а только	8	12
129	того же	3	12
130	тогда когда	4	12
131	могут быть	6	12
132	этого слова	2	12
133	не трудно	7	12
134	в результате	4	12
135	но также	16	12
136	речь в	4	12
137	говорить о	5	12
138	однако не	4	12
139	ясно что	11	12
140	еще и	4	11
141	в таких	2	11
142	или иной	3	11
143	должен быть	4	11
144	в их	12	11
145	в своем	3	11
146	языка как	2	11
147	язык как	5	11
148	из этих	9	11
149	должна быть	2	11
150	в нем	13	11
151	этом отношении	4	11
152	и здесь	3	11
153	и то	7	11
154	в какой	6	11
155	уже в	5	11
156	в каком	3	10
157	так же	3	10
158	в то	6	10
159	к этому	3	10
160	со стороны	16	10
161	в общем	14	10
162	как и	7	10
163	речь идет	2	10
164	бы и	3	10
165	вряд ли	3	10
166	с этим	3	10
167	тем более	2	10
168	бы в	2	10
169	несмотря на	2	10
170	в особенности	4	10
171	от того	3	10
172	в первом	5	10
173	после того	2	10
174	этом смысле	11	10
175	не просто	5	10
176	этого рода	9	9
177	в целом	5	9
178	здесь не	3	9
179	и для	4	9
180	в своей	4	9
181	можно сказать	4	9
182	рядом с	2	9
183	а также	3	9
184	но это	2	9
185	но уже	2	9
186	и вот	3	9
187	слова как	2	9
188	не имеет	4	9
189	на то	2	9
190	мы говорим	3	9
191	что мы	2	9
192	и есть	3	9
193	в частности	3	8
194	мере в	6	8
195	мы видели	3	8
196	в своих	2	8
197	состоит в	2	8
198	а потому	5	8
199	в чем	4	8
200	не говоря	2	8
201	с одной	4	8
202	в тех	2	8
203	что они	2	8
204	этом случае	6	8
205	своего рода	3	8
206	да и	4	8
207	само по	4	8
208	независимо от	5	8
209	и как	9	8
210	об этом	6	8
211	в этих	3	8
212	тому что	2	8
213	заключается в	4	8
214	но все	4	8
215	не есть	5	8
216	может служить	3	8
217	до конца	3	7
218	в свою	2	7
219	той мере	6	7
220	казалось бы	2	7
221	как он	6	7
222	свою очередь	2	7
223	и потому	2	7
224	смысле этого	9	7
225	а с	2	7
226	как например	6	7
227	следует что	2	7
228	на том	3	7
229	нам не	2	7
230	одной стороны	4	7
231	нисколько не	3	7
232	языка но	2	7
233	стоит в	2	7
234	например в	2	7
235	когда мы	2	7
236	есть язык	2	7
237	как о	4	7
238	язык в	3	7
239	в истории	9	7
240	все равно	2	7
241	а именно	6	7
242	не следует	3	7
243	в г	5	7
244	и должно	2	7
245	на этот	6	7
246	есть лишь	2	7
247	в котором	4	7
248	история языка	2	7
249	в одном	4	7
250	внимание на	5	7
251	только как	7	7
252	во внимание	3	7
253	в слове	3	7
254	учение о	2	7
255	свое время	3	6
256	данном случае	5	6
257	о них	2	6
258	его к	2	6
259	она есть	5	6
260	в себе	4	6
261	нуждается в	3	6
262	вообще и	3	6
263	на этом	3	6
264	е в	4	6
265	говоря уже	2	6
266	это только	4	6
267	этого не	2	6
268	отличие от	4	6
269	в свое	3	6
270	от этого	5	6
271	на этой	3	6
272	гораздо более	3	6
273	а если	2	6
274	этой точки	2	6
275	в отличие	4	6
276	мы называем	2	6
277	что оно	2	6
278	не столько	2	6
279	в соответствии	2	6
280	в ее	11	6
281	что с	3	6
282	той или	3	6
283	как будто	3	6
284	что если	2	6
285	то это	3	6
286	же это	2	6
287	истории языка	6	6
288	дело не	5	6
289	мы не	2	6
290	же время	6	6
291	так называемые	2	6
292	не с	3	6
293	только что	4	6
294	языка не	2	6
295	соответствии с	2	6
296	что именно	2	6
297	и именно	13	6
298	никогда не	3	5
299	в конечном	3	5
300	в отношении	3	5
301	и к	3	5
302	мы должны	2	5
303	в форме	2	5
304	в другом	3	5
305	а во-вторых	2	5
306	в конце	3	5
307	но если	6	5
308	по языку	5	5
309	и при	2	5
310	же касается	2	5
311	так что	5	5
312	по своему	5	5
313	материал для	3	5
314	вопросу о	2	5
315	в большей	7	5
316	что можно	2	5
317	даже и	4	5
318	широком смысле	8	5
319	на вопрос	6	5
320	видеть что	6	5
321	но как	2	5
322	смысле слова	7	5
323	научное языковедение	4	5
324	и тогда	3	5
325	данном отношении	2	5
326	из того	2	5
327	время в	2	5
328	не как	3	5
329	и даже	6	5
330	могло бы	2	5
331	языка на	2	5
332	одного и	2	5
333	лишь как	2	5
334	на протяжении	2	5
335	отношение к	3	5
336	язык и	3	5
337	о котором	8	5
338	или иначе	4	5
339	есть не	5	5
340	обратить внимание	2	5
341	но что	3	5
342	и того	3	5
343	только о	2	5
344	но с	5	5
345	связь между	5	5
346	чем в	3	5
347	его в	6	4
348	о которых	2	4
349	при том	5	4
350	о чем	4	4
351	еще раз	2	4
352	в каждом	4	4
353	что сказано	3	4
354	обе эти	3	4
355	и далее	2	4
356	или же	3	4
357	этого термина	3	4
358	первом случае	2	4
359	в виде	4	4
360	то она	2	4
361	быть в	5	4
362	увидим что	2	4
363	одно из	5	4
364	так например	6	4
365	к нему	3	4
366	это уже	2	4
367	мог бы	2	4
368	себе и	2	4
369	в различных	5	4
370	во втором	2	4
371	и без	2	4
372	между ними	3	4
373	однако в	3	4
374	в известном	3	4
375	науки о	9	4
376	точно так	2	4
377	которое в	2	4
378	же как	3	4
379	вот почему	3	4
380	что даже	3	4
381	это есть	2	4
382	в известных	2	4
383	уже и	10	4
384	так называемых	4	4
385	по сравнению	4	4
386	это в	2	4
387	но дело	3	4
388	чтобы понять	4	4
389	языка а	2	4
390	мы можем	2	4
391	языка так	2	4
392	но ведь	4	4
393	наука о	5	4
394	не к	2	4
395	или иных	3	4
396	будто бы	2	4
397	и это	6	4
398	выражение в	2	4
399	из которых	3	4
400	из них	4	4
401	до того	2	4
402	sui generis	3	4
403	в ряду	2	4
404	как об	9	4
405	сам по	2	4
406	только после	2	4
407	так или	4	4
408	этой области	3	4
409	нельзя не	6	4
410	как только	2	4
411	именно на	2	4
412	если же	2	4
413	не мог	2	4
414	культурной истории	3	3
415	следовательно и	2	3
416	культурной жизни	2	3
417	чаще всего	2	3
418	например что	3	3
419	каждый из	2	3
420	иное как	6	3
421	что здесь	2	3
422	наряду с	3	3
423	конце концов	2	3
424	трудно видеть	6	3
425	а как	5	3
426	ответа на	3	3
427	и другие	2	3
428	от себя	3	3
429	том же	2	3
430	так называемая	2	3
431	и со	2	3
432	том смысле	2	3
433	все время	2	3
434	она была	2	3
435	другое дело	3	3
436	в более	4	3
437	именно как	3	3
438	история литературы	3	3
439	в печати	2	3
440	от языка	2	3
441	представить себе	7	3
442	или меньшей	3	3
443	в начале	3	3
444	котором идет	2	3
445	общем случае	4	3
446	в собственном	3	3
447	культурного развития	3	3
448	дело что	2	3
449	приходим к	5	3
450	на котором	2	3
451	свое значение	2	3
452	значение и	2	3
453	в дальнейшем	2	3
454	значение в	2	3
455	принять во	2	3
456	отсюда и	2	3
457	но зато	2	3
458	это еще	2	3
459	работа над	2	3
460	е не	2	3
461	тогда как	2	3
462	известном смысле	3	3
463	в основании	3	3
464	не нужно	2	3
465	мысли и	2	3
466	этой почве	2	3
467	можно считать	2	3
468	по мере	4	3
469	что нет	2	3
470	сама по	3	3
471	разумеется и	3	3
472	так называемой	3	3
473	одним из	5	3
474	так называемую	2	3
475	только с	4	3
476	языка с	2	3
477	идет речь	3	3
478	понять что	3	3
479	так называемое	2	3
480	тех или	3	3
481	каждой из	6	3
482	как сказано	2	3
483	если это	2	3
484	и сейчас	2	3
485	за собой	3	3
486	собственном смысле	3	3
487	или иным	2	3
488	в следующем	2	3
489	большей или	3	3
490	с прочими	2	3
491	так чтобы	3	3
492	с их	5	3
493	и уже	3	3
494	со словом	2	3
495	знание языка	2	3
496	в широком	7	2
497	все более	4	2
498	таким путем	2	2
499	о природе	7	2
500	конечном итоге	3	2
501	для нее	2	2
502	значении этого	2	2
503	как следует	2	2
504	который по	2	2
505	ними и	2	2
506	или нет	2	2
507	же только	3	2
508	и той	3	2
509	не что	5	2
510	у них	2	2
511	есть и	5	2
512	в принципе	3	2
513	быть и	2	2
514	было сказано	3	2
515	об отношении	3	2
516	это понятие	2	2
517	известной мере	2	2
518	к своему	2	2
519	как история	3	2
520	науки на	4	2
521	одной и	2	2
522	что иное	5	2
523	одной из	4	2
524	одно дело	2	2
525	и др	2	2
526	читать и	3	2
527	в руки	6	2
528	в разных	7	2
529	из истории	2	2
530	с которыми	2	2
531	языке и	4	2
532	говорит он	2	2
533	культуры в	5	2
534	смысле как	3	2
535	от истории	4	2
536	как науки	4	2
537	течением времени	7	2
538	как оно	3	2
539	ответ на	4	2
540	и вопрос	2	2
541	к отдельным	2	2
542	или ином	2	2
543	и те	2	2
544	по этому	3	2
545	том или	2	2
546	для них	2	2
547	что история	6	2
548	тем или	2	2
549	жизни и	2	2
550	и до	2	2
551	этого понятия	5	2
552	в применении	7	2
553	изучение языка	7	2
554	строгом смысле	3	2
555	большей части	2	2
556	в прямом	4	2
557	одна из	3	2
558	отношений между	3	2
559	литературного искусства	2	2
560	как такового	3	2
561	большей степени	2	2
562	которая как	2	2
563	любовь к	4	2
564	на такие	2	2
565	можно только	2	2
566	не до	2	2
567	в строгом	3	2
568	лежит в	2	2
569	другом месте	2	2
570	дело в	5	2
571	этот процесс	4	2
572	которые не	2	2
573	применении к	6	2
574	дело с	9	2
575	существует между	2	2
576	сам же	2	2
577	мы теперь	2	2
578	ее от	2	2
579	иной раз	2	2
580	есть действительно	2	2
581	с течением	7	2
582	должен был	4	2
583	по его	2	2
584	понятно что	3	2
585	может оказаться	3	2
586	это очевидно	2	2
587	смысле в	2	2
588	в известной	3	2
589	отношении к	2	2
590	свое выражение	3	2
591	труда и	2	2
592	наших дней	2	2
593	в научной	2	2
594	ко времени	2	2
595	с историей	3	2
596	и так	2	2
597	вообще не	3	2
598	и творчества	2	2
599	как увидим	2	2
600	на почве	5	2
601	зависит от	3	2
602	содержании и	2	2
603	и вообще	3	2
604	в ряде	2	2
