N	2gram	Ircho_Kome	Sovremen
1	не может	9	17
2	точки зрения	8	12
3	может быть	14	12
4	таким образом	16	11
5	мы не	6	9
6	в каждом	3	8
7	и в	37	7
8	в этом	18	7
9	и не	28	6
10	ничего не	6	6
11	как и	10	6
12	в результате	2	6
13	мы можем	7	6
14	что же	2	5
15	с точки	6	5
16	прежде всего	7	5
17	нет и	4	4
18	вопрос о	2	4
19	это не	3	4
20	не только	13	4
21	в том	24	4
22	как бы	7	4
23	их в	3	4
24	так как	16	4
25	если мы	2	4
26	в дальнейшем	5	4
27	в целом	4	4
28	в развитии	3	4
29	вместе с	16	4
30	а в	12	4
31	из них	11	4
32	с помощью	4	4
33	для нас	7	3
34	и мы	5	3
35	и потому	2	3
36	но в	7	3
37	с самого	5	3
38	при этом	11	3
39	из двух	3	3
40	не в	7	3
41	все же	9	3
42	он в	2	3
43	как он	5	3
44	было бы	7	3
45	в области	3	3
46	уже в	3	3
47	в себе	4	3
48	еще не	10	3
49	и все	6	3
50	все это	7	3
51	в нем	8	3
52	между собой	5	3
53	а не	5	3
54	в первом	2	3
55	и к	4	3
56	что она	10	3
57	в этой	7	3
58	то же	14	3
59	в одном	3	3
60	самого начала	5	3
61	отнюдь не	5	3
62	в конце	14	3
63	ясно что	12	3
64	но все	5	2
65	наконец не	2	2
66	на его	5	2
67	на этот	6	2
68	и по	3	2
69	же самое	3	2
70	всяком случае	3	2
71	конечно в	2	2
72	роль в	3	2
73	каждого из	3	2
74	а на	3	2
75	не менее	9	2
76	той же	2	2
77	не могут	2	2
78	для развития	2	2
79	мы видим	2	2
80	в его	12	2
81	с этим	5	2
82	и что	8	2
83	во всяком	3	2
84	в и	3	2
85	и во	3	2
86	с другом	3	2
87	такого рода	2	2
88	приводит к	4	2
89	свою очередь	10	2
90	из этих	2	2
91	ее на	2	2
92	в самом	17	2
93	и есть	3	2
94	еще более	4	2
95	что в	11	2
96	времени и	2	2
97	совершенно не	2	2
98	в таком	2	2
99	в которой	6	2
100	у него	10	2
101	такой же	2	2
102	самом деле	13	2
103	со всеми	2	2
104	в свою	12	2
105	по мнению	2	2
106	то ни	4	2
107	если же	2	2
108	возможность и	2	2
109	теперь же	3	2
110	могут быть	3	2
111	только один	2	2
112	в отличие	3	2
113	отличие от	5	2
114	тот же	11	2
115	с одной	5	2
116	на этом	3	2
117	как мы	6	2
118	говорить о	6	2
119	не дает	5	2
120	мы знаем	2	2
121	этих двух	2	2
122	тем не	3	2
123	из которых	7	2
124	и даже	6	2
125	тем же	3	2
126	друг с	3	2
